Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin2.txt
Log File Name:                   DEP_pol2_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3967388577
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
4317000	-128.125563	430	1	2	'0 0 0 0 Z Z 0 0 	D	0.178532	0.178532	0.178532	0.178532	0.000000	0.000000	0.178532	0.178532	0.478806	0.145313	0.000000	0.375881	0.462384	
4318000	-130.185685	561	1	1	'0 0 0 0 0 Z 0 0 	D	0.248006	0.248006	0.248006	0.248006	0.248006	0.000000	0.248006	0.248006	0.249138	0.222356	0.181634	0.346872	0.316859	
4319000	-129.344382	225	1	1	'0 0 0 0 Z 0 0 0 	D	0.145457	0.145457	0.145457	0.145457	0.000000	0.145457	0.145457	0.145457	0.812039	0.036205	0.098685	0.053070	0.043533	
4320000	-130.027599	552	1	0	'0 0 0 0 0 0 0 0 	I	0.096925	0.096925	0.096925	0.096925	0.096925	0.096925	0.096925	0.096925	0.007751	0.000204	0.966648	0.025398	0.487560	
4321000	-129.550399	649	1	0	'0 0 0 0 0 0 0 0 	I	0.089962	0.089962	0.089962	0.089962	0.089962	0.089962	0.089962	0.089962	0.016563	0.000510	0.953543	0.029384	0.150480	
4322000	-130.300611	79	1	1	'0 0 0 0 0 0 Z 0 	D	0.112608	0.112608	0.112608	0.112608	0.112608	0.112608	0.000000	0.112608	0.093750	0.002728	0.879649	0.023873	0.431023	
4323000	-127.752782	797	1	1	'0 0 0 0 0 Z 0 0 	D	0.184302	0.184302	0.184302	0.184302	0.184302	0.000000	0.184302	0.184302	0.201164	0.111744	0.224415	0.462678	0.301245	
4324000	-129.502925	71	1	1	'0 0 0 0 0 Z 0 0 	D	0.125043	0.125043	0.125043	0.125043	0.125043	0.000000	0.125043	0.125043	0.095186	0.016160	0.234944	0.653709	0.108407	
4325000	-128.031993	716	1	2	'0 0 0 0 Z Z 0 0 	D	0.190643	0.190643	0.190643	0.190643	0.000000	0.000000	0.190643	0.190643	0.467448	0.126495	0.000000	0.406057	0.221473	
4326000	-127.827796	740	1	0	'0 0 0 0 0 0 0 0 	I	0.139905	0.139905	0.139905	0.139905	0.139905	0.139905	0.139905	0.139905	0.058183	0.004401	0.871501	0.065916	0.189858	
4327000	-130.992636	940	1	2	'0 0 0 Z Z 0 0 0 	D	0.206005	0.206005	0.206005	0.000000	0.000000	0.206005	0.206005	0.206005	0.066682	0.000428	0.689154	0.243736	0.302160	
4328000	-127.297363	278	1	0	'0 0 0 0 0 0 0 0 	I	0.140663	0.140663	0.140663	0.140663	0.140663	0.140663	0.140663	0.140663	0.075949	0.003753	0.876969	0.043329	0.137152	
4329000	-127.953823	156	1	1	'0 0 0 0 0 Z 0 0 	D	0.147478	0.147478	0.147478	0.147478	0.147478	0.000000	0.147478	0.147478	0.132973	0.022725	0.194748	0.649553	0.061189	
4330000	-129.344040	185	1	1	'0 0 0 0 0 Z 0 0 	D	0.165424	0.165424	0.165424	0.165424	0.165424	0.000000	0.165424	0.165424	0.154459	0.060329	0.222092	0.563119	0.154496	
4331000	-128.569219	243	1	1	'0 0 0 0 Z 0 0 0 	D	0.147438	0.147438	0.147438	0.147438	0.000000	0.147438	0.147438	0.147438	0.854150	0.015948	0.084762	0.045140	0.410032	
4332000	-129.046440	676	1	1	'0 0 0 0 Z 0 0 0 	D	0.154765	0.154765	0.154765	0.154765	0.000000	0.154765	0.154765	0.154765	0.843665	0.031424	0.079935	0.044976	0.366117	
4333000	-129.228420	1000	1	2	'0 0 0 0 Z Z 0 0 	D	0.208329	0.208329	0.208329	0.208329	0.000000	0.000000	0.208329	0.208329	0.299690	0.292567	0.000000	0.407744	0.248733	
4334000	-128.730615	594	1	1	'0 0 0 0 0 Z 0 0 	D	0.204671	0.204671	0.204671	0.204671	0.204671	0.000000	0.204671	0.204671	0.217199	0.136637	0.213199	0.432965	0.460175	
4335000	-130.428766	783	1	1	'0 0 0 0 0 0 Z 0 	D	0.102049	0.102049	0.102049	0.102049	0.102049	0.102049	0.000000	0.102049	0.047513	0.002265	0.899710	0.050511	0.404381	
4336000	-130.751583	145	1	1	'0 0 0 Z 0 0 0 0 	D	0.114370	0.114370	0.114370	0.000000	0.114370	0.114370	0.114370	0.114370	0.005328	0.000005	0.976989	0.017678	0.211607	
4337000	-127.453090	382	1	1	'0 0 0 0 0 Z 0 0 	D	0.175860	0.175860	0.175860	0.175860	0.175860	0.000000	0.175860	0.175860	0.194681	0.093019	0.234906	0.477394	0.405250	
4338000	-124.415533	102	2	2	'Z 0 1 0 0 Z 1 1 	D	0.000000	0.068867	0.198990	0.068867	0.068867	0.000000	0.198990	0.198990	0.000000	0.007140	0.000000	0.992859	0.129908	
4339000	-128.046548	25	1	1	'0 0 0 0 0 Z 0 0 	D	0.170871	0.170871	0.170871	0.170871	0.170871	0.000000	0.170871	0.170871	0.223237	0.067966	0.279829	0.428968	0.120375	
4340000	-127.570249	769	1	1	'0 0 0 0 0 Z 0 0 	D	0.156588	0.156588	0.156588	0.156588	0.156588	0.000000	0.156588	0.156588	0.209516	0.047414	0.341388	0.401683	0.389956	
4341000	-128.998904	241	1	1	'0 0 0 0 0 0 0 Z 	D	0.104696	0.104696	0.104696	0.104696	0.104696	0.104696	0.104696	0.000000	0.014744	0.000007	0.985249	0.000000	0.484880	
4342000	-128.562877	433	1	2	'0 0 0 0 Z Z 0 0 	D	0.209537	0.209537	0.209537	0.209537	0.000000	0.000000	0.209537	0.209537	0.403351	0.194716	0.000000	0.401934	0.370883	
4343000	-127.230720	574	1	2	'0 0 0 0 Z Z 0 0 	D	0.158798	0.158798	0.158798	0.158798	0.000000	0.000000	0.158798	0.158798	0.604750	0.079646	0.000000	0.315604	0.231786	
4344000	-126.285781	208	1	0	'0 0 0 0 0 0 0 0 	I	0.094410	0.094410	0.094410	0.094410	0.094410	0.094410	0.094410	0.094410	0.010037	0.000034	0.986576	0.003353	0.229628	
4345000	-130.624501	635	1	1	'0 0 0 0 Z 0 0 0 	D	0.215251	0.215251	0.215251	0.215251	0.000000	0.215251	0.215251	0.215251	0.790427	0.064320	0.070605	0.074649	0.206792	
4346000	-122.954894	871	2	2	'Z 0 1 0 Z 0 1 1 	D	0.000000	0.071313	0.265200	0.071313	0.000000	0.071313	0.265200	0.265200	0.000639	0.000557	0.709580	0.289224	0.078059	
4347000	-128.197269	957	1	0	'0 0 0 0 0 0 0 0 	I	0.156590	0.156590	0.156590	0.156590	0.156590	0.156590	0.156590	0.156590	0.092586	0.005408	0.852225	0.049781	0.159748	
4348000	-124.643354	350	2	2	'Z 0 1 0 0 Z 1 1 	D	0.000000	0.061112	0.183621	0.061112	0.061112	0.000000	0.183621	0.183621	0.000000	0.002617	0.000000	0.997383	0.127629	
4349000	-130.876346	265	1	2	'0 0 0 Z Z 0 0 0 	D	0.215358	0.215358	0.215358	0.000000	0.000000	0.215358	0.215358	0.215358	0.095758	0.002482	0.688259	0.213501	0.250655	
4350000	-129.648974	536	1	1	'0 0 0 0 0 0 0 Z 	D	0.104202	0.104202	0.104202	0.104202	0.104202	0.104202	0.104202	0.000000	0.040017	0.000368	0.959613	0.000002	0.405707	
4351000	-129.578673	999	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.217603	0.217603	0.217603	0.000000	0.000000	0.217603	0.217603	0.000000	0.346942	0.000000	0.653058	0.109107	
4352000	-130.205966	465	1	1	'0 0 0 0 0 0 0 Z 	D	0.091500	0.091500	0.091500	0.091500	0.091500	0.091500	0.091500	0.000000	0.006320	0.000004	0.993676	0.000000	0.475161	
4353000	-129.956580	624	1	0	'0 0 0 0 0 0 0 0 	I	0.193439	0.193439	0.193439	0.193439	0.193439	0.193439	0.193439	0.193439	0.238062	0.029036	0.653229	0.079673	0.432255	
4354000	-130.904539	47	1	3	'0 0 0 0 0 Z Z Z 	D	0.218076	0.218076	0.218076	0.218076	0.218076	0.000000	0.000000	0.000000	0.360704	0.007683	0.631613	0.000000	0.165038	
4355000	-127.511947	881	1	0	'0 0 0 0 0 0 0 0 	I	0.100945	0.100945	0.100945	0.100945	0.100945	0.100945	0.100945	0.100945	0.006837	0.000208	0.963587	0.029367	0.237484	
4356000	-128.716244	638	1	0	'0 0 0 0 0 0 0 0 	I	0.088258	0.088258	0.088258	0.088258	0.088258	0.088258	0.088258	0.088258	0.029651	0.000537	0.952546	0.017265	0.050542	
4357000	-130.788356	913	1	4	'0 0 0 0 Z Z Z Z 	D	0.180901	0.180901	0.180901	0.180901	0.000000	0.000000	0.000000	0.000000	0.951977	0.048023	0.000000	0.000000	0.478706	
4358000	-131.555892	135	1	1	'0 0 0 Z 0 0 0 0 	D	0.187992	0.187992	0.187992	0.000000	0.187992	0.187992	0.187992	0.187992	0.091007	0.004320	0.770750	0.133924	0.201623	
4359000	-129.280132	666	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.210329	0.210329	0.210329	0.000000	0.000000	0.210329	0.210329	0.000000	0.370164	0.000000	0.629836	0.302570	
4360000	-129.238120	698	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.241077	0.241077	0.241077	0.000000	0.000000	0.241077	0.241077	0.000000	0.403864	0.000000	0.596136	0.237722	
4361000	-127.932238	559	1	0	'0 0 0 0 0 0 0 0 	I	0.148439	0.148439	0.148439	0.148439	0.148439	0.148439	0.148439	0.148439	0.095298	0.007144	0.834968	0.062591	0.225667	
4362000	-125.785807	333	2	0	'1 1 0 0 0 0 1 1 	D	0.122388	0.122388	0.083972	0.083972	0.083972	0.083972	0.122388	0.122388	0.210669	0.001973	0.764142	0.023216	0.108609	
4363000	-128.818504	658	1	0	'0 0 0 0 0 0 0 0 	I	0.100033	0.100033	0.100033	0.100033	0.100033	0.100033	0.100033	0.100033	0.010067	0.000231	0.967499	0.022203	0.336473	
4364000	-130.038053	44	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.228380	0.228380	0.000000	0.000000	0.228380	0.228380	0.000000	0.024110	0.000000	0.975890	0.181584	
4365000	-128.560627	356	1	2	'0 0 0 0 Z Z 0 0 	D	0.181170	0.181170	0.181170	0.181170	0.000000	0.000000	0.181170	0.181170	0.512315	0.121699	0.000000	0.365986	0.325241	
4366000	-127.325289	251	1	0	'0 0 0 0 0 0 0 0 	I	0.134748	0.134748	0.134748	0.134748	0.134748	0.134748	0.134748	0.134748	0.113368	0.003612	0.855752	0.027268	0.313169	
4367000	-129.413959	891	1	1	'0 0 0 0 0 Z 0 0 	D	0.206918	0.206918	0.206918	0.206918	0.206918	0.000000	0.206918	0.206918	0.226002	0.199731	0.205139	0.369129	0.086249	
4368000	-127.873384	175	1	1	'0 0 0 0 0 Z 0 0 	D	0.187802	0.187802	0.187802	0.187802	0.187802	0.000000	0.187802	0.187802	0.225369	0.120966	0.233714	0.419951	0.176119	
4369000	-131.421476	836	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.244296	0.244296	0.000000	0.000000	0.244296	0.244296	0.000000	0.021108	0.000000	0.978892	0.477581	
4370000	-130.796844	406	1	2	'0 0 0 0 Z Z 0 0 	D	0.225760	0.225760	0.225760	0.225760	0.000000	0.000000	0.225760	0.225760	0.306462	0.263967	0.000000	0.429570	0.246183	
4371000	-131.736402	32	1	3	'0 0 0 0 Z Z 0 Z 	D	0.160332	0.160332	0.160332	0.160332	0.000000	0.000000	0.160332	0.000000	0.995932	0.004062	0.000000	0.000005	0.339889	
4372000	-130.846955	219	1	2	'0 0 0 0 0 Z 0 Z 	D	0.194075	0.194075	0.194075	0.194075	0.194075	0.000000	0.194075	0.000000	0.324654	0.002894	0.672448	0.000005	0.251285	
4373000	-130.226112	332	1	1	'0 0 0 Z 0 0 0 0 	D	0.162155	0.162155	0.162155	0.000000	0.162155	0.162155	0.162155	0.162155	0.008499	0.000007	0.955658	0.035835	0.041473	
4374000	-128.235835	674	1	1	'0 0 0 0 0 Z 0 0 	D	0.173842	0.173842	0.173842	0.173842	0.173842	0.000000	0.173842	0.173842	0.245390	0.093970	0.287525	0.373114	0.443181	
4375000	-127.771733	278	1	2	'0 0 0 0 Z Z 0 0 	D	0.151451	0.151451	0.151451	0.151451	0.000000	0.000000	0.151451	0.151451	0.456981	0.088237	0.000000	0.454783	0.412895	
4376000	-129.027060	821	1	1	'0 0 0 0 0 Z 0 0 	D	0.128656	0.128656	0.128656	0.128656	0.128656	0.000000	0.128656	0.128656	0.086523	0.028112	0.161097	0.724267	0.213461	
4377000	-128.353104	263	1	1	'0 0 0 0 0 Z 0 0 	D	0.189832	0.189832	0.189832	0.189832	0.189832	0.000000	0.189832	0.189832	0.217971	0.109821	0.240012	0.432195	0.290607	
4378000	-129.292947	144	1	0	'0 0 0 0 0 0 0 0 	I	0.187402	0.187402	0.187402	0.187402	0.187402	0.187402	0.187402	0.187402	0.170077	0.012428	0.761828	0.055667	0.222087	
4379000	-128.486702	774	1	1	'0 0 0 0 0 Z 0 0 	D	0.206195	0.206195	0.206195	0.206195	0.206195	0.000000	0.206195	0.206195	0.222291	0.154318	0.209619	0.413772	0.323478	
4380000	-128.492637	348	1	1	'0 0 0 0 0 Z 0 0 	D	0.172534	0.172534	0.172534	0.172534	0.172534	0.000000	0.172534	0.172534	0.195508	0.064706	0.237569	0.502217	0.176612	
4381000	-129.612337	180	1	2	'0 0 0 0 Z Z 0 0 	D	0.175126	0.175126	0.175126	0.175126	0.000000	0.000000	0.175126	0.175126	0.388195	0.133909	0.000000	0.477896	0.302988	
4382000	-129.601056	484	1	0	'0 0 0 0 0 0 0 0 	I	0.091320	0.091320	0.091320	0.091320	0.091320	0.091320	0.091320	0.091320	0.007657	0.000089	0.980790	0.011464	0.321081	
4383000	-129.783712	865	2	1	'1 0 1 0 Z 0 1 0 	D	0.262558	0.181498	0.262558	0.181498	0.000000	0.181498	0.262558	0.181498	0.567013	0.076460	0.243796	0.112732	0.284384	
4384000	-128.752968	299	1	1	'0 0 0 0 0 0 0 Z 	D	0.127369	0.127369	0.127369	0.127369	0.127369	0.127369	0.127369	0.000000	0.045109	0.000539	0.954348	0.000003	0.454580	
4385000	-130.058203	175	1	3	'0 Z 0 0 Z Z 0 0 	D	0.337065	0.000000	0.337065	0.337065	0.000000	0.000000	0.337065	0.337065	0.004317	0.169534	0.000000	0.826149	0.253950	
4386000	-128.160577	539	1	0	'0 0 0 0 0 0 0 0 	I	0.150357	0.150357	0.150357	0.150357	0.150357	0.150357	0.150357	0.150357	0.090018	0.006410	0.843507	0.060065	0.035609	
4387000	-124.598108	815	2	1	'1 0 0 1 Z 1 0 0 	D	0.030482	0.222214	0.222214	0.030482	0.000000	0.030482	0.222214	0.222214	0.040552	0.011553	0.358760	0.589135	0.248741	
4388000	-127.682557	565	1	2	'0 0 0 0 Z Z 0 0 	D	0.150116	0.150116	0.150116	0.150116	0.000000	0.000000	0.150116	0.150116	0.349191	0.183665	0.000000	0.467143	0.241515	
4389000	-130.314794	372	1	1	'0 0 0 Z 0 0 0 0 	D	0.123007	0.123007	0.123007	0.000000	0.123007	0.123007	0.123007	0.123007	0.004795	0.000004	0.973051	0.022150	0.209171	
4390000	-131.882264	579	1	1	'0 0 0 0 Z 0 0 0 	D	0.115698	0.115698	0.115698	0.115698	0.000000	0.115698	0.115698	0.115698	0.753632	0.013705	0.185210	0.047452	0.265176	
4391000	-131.491940	739	1	1	'0 0 0 0 Z 0 0 0 	D	0.208947	0.208947	0.208947	0.208947	0.000000	0.208947	0.208947	0.208947	0.652997	0.160983	0.089754	0.096266	0.335369	
4392000	-131.090836	751	1	1	'0 0 0 0 Z 0 0 0 	D	0.190929	0.190929	0.190929	0.190929	0.000000	0.190929	0.190929	0.190929	0.753560	0.094681	0.081537	0.070222	0.357909	
4393000	-131.330536	453	1	1	'0 0 0 Z 0 0 0 0 	D	0.245565	0.245565	0.245565	0.000000	0.245565	0.245565	0.245565	0.245565	0.084227	0.003703	0.727416	0.184654	0.385553	
4394000	-128.636289	421	1	1	'0 0 0 0 0 Z 0 0 	D	0.202629	0.202629	0.202629	0.202629	0.202629	0.000000	0.202629	0.202629	0.215654	0.137837	0.190336	0.456173	0.344649	
4395000	-128.227981	141	1	1	'0 0 0 0 0 Z 0 0 	D	0.203682	0.203682	0.203682	0.203682	0.203682	0.000000	0.203682	0.203682	0.208744	0.140546	0.203033	0.447677	0.155199	
4396000	-130.066930	591	1	3	'0 0 0 0 Z Z Z 0 	D	0.169378	0.169378	0.169378	0.169378	0.000000	0.000000	0.000000	0.169378	0.642840	0.357158	0.000000	0.000002	0.480090	
4397000	-133.081025	848	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.218564	0.218564	0.000000	0.000000	0.218564	0.218564	0.000000	0.049166	0.000000	0.950834	0.302622	
4398000	-128.265435	956	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.202927	0.202927	0.202927	0.000000	0.000000	0.202927	0.202927	0.000000	0.325468	0.000000	0.674532	0.373338	
4399000	-127.963114	850	1	1	'0 0 0 0 0 Z 0 0 	D	0.168864	0.168864	0.168864	0.168864	0.168864	0.000000	0.168864	0.168864	0.211756	0.076488	0.280696	0.431060	0.127004	
4400000	-131.287905	961	1	3	'0 0 0 0 Z Z 0 Z 	D	0.217564	0.217564	0.217564	0.217564	0.000000	0.000000	0.217564	0.000000	0.965578	0.033945	0.000000	0.000476	0.300672	
4401000	-129.274953	509	1	2	'0 0 0 0 Z 0 Z 0 	I	0.144161	0.144161	0.144161	0.144161	0.000000	0.144161	0.000000	0.144161	0.967923	0.032074	0.000003	0.000000	0.393716	
4402000	-129.541647	842	1	2	'0 0 0 0 Z Z 0 0 	D	0.220175	0.220175	0.220175	0.220175	0.000000	0.000000	0.220175	0.220175	0.402685	0.193245	0.000000	0.404070	0.228218	
4403000	-124.182354	482	2	2	'Z 0 1 0 0 Z 1 1 	D	0.000000	0.080507	0.303163	0.080507	0.080507	0.000000	0.303163	0.303163	0.000000	0.002261	0.000000	0.997739	0.294512	
4404000	-127.155370	418	1	1	'0 0 0 0 0 Z 0 0 	D	0.176259	0.176259	0.176259	0.176259	0.176259	0.000000	0.176259	0.176259	0.210863	0.123418	0.228026	0.437693	0.162966	
4405000	-129.772295	461	1	2	'0 0 0 0 Z Z 0 0 	D	0.157944	0.157944	0.157944	0.157944	0.000000	0.000000	0.157944	0.157944	0.547012	0.066501	0.000000	0.386487	0.225865	
4406000	-127.317196	306	1	1	'0 0 0 0 0 Z 0 0 	D	0.156945	0.156945	0.156945	0.156945	0.156945	0.000000	0.156945	0.156945	0.207042	0.038716	0.288187	0.466056	0.326168	
4407000	-128.528841	810	1	1	'0 0 0 0 0 Z 0 0 	D	0.216189	0.216189	0.216189	0.216189	0.216189	0.000000	0.216189	0.216189	0.215887	0.192194	0.194744	0.397174	0.202855	
4408000	-128.537420	526	1	1	'0 0 0 0 Z 0 0 0 	D	0.115068	0.115068	0.115068	0.115068	0.000000	0.115068	0.115068	0.115068	0.938385	0.007665	0.033366	0.020585	0.269541	
4409000	-130.447226	858	1	1	'0 0 0 Z 0 0 0 0 	D	0.114988	0.114988	0.114988	0.000000	0.114988	0.114988	0.114988	0.114988	0.006471	0.000009	0.968787	0.024733	0.250009	
4410000	-130.302714	74	1	1	'0 0 0 0 Z 0 0 0 	D	0.145462	0.145462	0.145462	0.145462	0.000000	0.145462	0.145462	0.145462	0.748523	0.058010	0.128170	0.065297	0.371328	
4411000	-127.563719	278	1	2	'0 0 0 0 Z Z 0 0 	D	0.185504	0.185504	0.185504	0.185504	0.000000	0.000000	0.185504	0.185504	0.410589	0.148390	0.000000	0.441021	0.076874	
4412000	-127.237965	578	1	0	'0 0 0 0 0 0 0 0 	I	0.136707	0.136707	0.136707	0.136707	0.136707	0.136707	0.136707	0.136707	0.063503	0.001981	0.906251	0.028265	0.293846	
4413000	-128.059599	731	1	2	'0 0 0 0 Z Z 0 0 	D	0.183133	0.183133	0.183133	0.183133	0.000000	0.000000	0.183133	0.183133	0.383136	0.171422	0.000000	0.445441	0.090415	
4414000	-127.715376	123	1	1	'0 0 0 0 Z 0 0 0 	D	0.116804	0.116804	0.116804	0.116804	0.000000	0.116804	0.116804	0.116804	0.918295	0.012472	0.040005	0.029228	0.104220	
4415000	-131.918512	773	1	3	'0 0 0 0 Z Z 0 Z 	D	0.245023	0.245023	0.245023	0.245023	0.000000	0.000000	0.245023	0.000000	0.977885	0.022034	0.000000	0.000082	0.144405	
4416000	-129.056417	841	1	1	'0 0 0 0 0 0 0 Z 	D	0.112862	0.112862	0.112862	0.112862	0.112862	0.112862	0.112862	0.000000	0.031774	0.000444	0.967778	0.000004	0.311183	
4417000	-130.038780	208	1	1	'0 0 0 Z 0 0 0 0 	D	0.097981	0.097981	0.097981	0.000000	0.097981	0.097981	0.097981	0.097981	0.002095	0.000001	0.994251	0.003654	0.187186	
4418000	-131.177478	641	1	1	'0 0 0 0 Z 0 0 0 	D	0.196692	0.196692	0.196692	0.196692	0.000000	0.196692	0.196692	0.196692	0.788972	0.055729	0.081927	0.073371	0.402788	
4419000	-130.278609	180	1	1	'0 0 0 0 0 0 Z 0 	D	0.150478	0.150478	0.150478	0.150478	0.150478	0.150478	0.000000	0.150478	0.207723	0.020732	0.719821	0.051724	0.138138	
4420000	-130.129735	706	1	3	'0 0 0 0 0 Z Z Z 	D	0.201265	0.201265	0.201265	0.201265	0.201265	0.000000	0.000000	0.000000	0.420257	0.029456	0.550287	0.000000	0.290435	
4421000	-132.449424	772	1	2	'0 0 0 0 0 0 Z Z 	D	0.097876	0.097876	0.097876	0.097876	0.097876	0.097876	0.000000	0.000000	0.074472	0.000765	0.924763	0.000000	0.129560	
4422000	-129.950775	755	1	2	'0 0 0 0 Z Z 0 0 	D	0.171517	0.171517	0.171517	0.171517	0.000000	0.000000	0.171517	0.171517	0.376476	0.139141	0.000000	0.484382	0.242287	
4423000	-130.868647	362	1	3	'0 Z 0 0 Z Z 0 0 	D	0.248018	0.000000	0.248018	0.248018	0.000000	0.000000	0.248018	0.248018	0.001256	0.050119	0.000000	0.948625	0.341258	
4424000	-129.550364	953	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.175447	0.175447	0.175447	0.000000	0.000000	0.175447	0.175447	0.000000	0.194913	0.000000	0.805087	0.331803	
4425000	-127.882669	994	1	0	'0 0 0 0 0 0 0 0 	I	0.136604	0.136604	0.136604	0.136604	0.136604	0.136604	0.136604	0.136604	0.092893	0.007154	0.835600	0.064354	0.276046	
4426000	-132.919524	391	1	1	'0 0 0 0 Z 0 0 0 	D	0.235854	0.235854	0.235854	0.235854	0.000000	0.235854	0.235854	0.235854	0.708951	0.119799	0.077260	0.093990	0.207838	
4427000	-127.980956	617	1	2	'0 0 0 0 Z Z 0 0 	D	0.179887	0.179887	0.179887	0.179887	0.000000	0.000000	0.179887	0.179887	0.520563	0.113210	0.000000	0.366227	0.282601	
4428000	-130.631418	966	1	3	'0 0 0 0 0 Z Z Z 	D	0.158178	0.158178	0.158178	0.158178	0.158178	0.000000	0.000000	0.000000	0.317543	0.014568	0.667889	0.000000	0.108035	
4429000	-128.870921	894	1	1	'0 0 0 0 0 Z 0 0 	D	0.196278	0.196278	0.196278	0.196278	0.196278	0.000000	0.196278	0.196278	0.251731	0.152190	0.254454	0.341625	0.425965	
4430000	-130.400988	556	1	3	'0 Z 0 0 Z Z 0 0 	D	0.273588	0.000000	0.273588	0.273588	0.000000	0.000000	0.273588	0.273588	0.002438	0.081031	0.000000	0.916532	0.405982	
4431000	-127.333683	574	1	2	'0 0 0 0 Z Z 0 0 	D	0.154430	0.154430	0.154430	0.154430	0.000000	0.000000	0.154430	0.154430	0.618237	0.072883	0.000000	0.308880	0.134768	
4432000	-128.506079	787	1	1	'0 0 0 0 0 0 Z 0 	D	0.151192	0.151192	0.151192	0.151192	0.151192	0.151192	0.000000	0.151192	0.196274	0.023658	0.705710	0.074358	0.094650	
4433000	-128.786864	26	2	3	'1 1 1 0 Z Z Z 1 	D	0.141881	0.141881	0.141881	0.174418	0.000000	0.000000	0.000000	0.141881	0.789083	0.210915	0.000000	0.000002	0.155558	
4434000	-128.434970	227	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.211364	0.211364	0.211364	0.000000	0.000000	0.211364	0.211364	0.000000	0.310031	0.000000	0.689969	0.285739	
4435000	-129.939147	633	1	1	'0 0 0 0 0 0 Z 0 	D	0.146431	0.146431	0.146431	0.146431	0.146431	0.146431	0.000000	0.146431	0.205363	0.020532	0.706219	0.067886	0.264268	
4436000	-130.333216	908	1	1	'0 0 0 0 0 Z 0 0 	D	0.132695	0.132695	0.132695	0.132695	0.132695	0.000000	0.132695	0.132695	0.160588	0.021280	0.325409	0.492723	0.305358	
4437000	-130.564168	947	1	2	'0 0 0 0 0 0 Z Z 	D	0.123432	0.123432	0.123432	0.123432	0.123432	0.123432	0.000000	0.000000	0.260140	0.001014	0.738846	0.000000	0.449786	
4438000	-128.430502	780	1	2	'0 0 0 0 Z Z 0 0 	D	0.151284	0.151284	0.151284	0.151284	0.000000	0.000000	0.151284	0.151284	0.602769	0.078210	0.000000	0.319021	0.208990	
4439000	-128.174184	133	2	1	'1 1 1 0 0 1 Z 0 	D	0.159427	0.159427	0.159427	0.109309	0.109309	0.159427	0.000000	0.109309	0.263329	0.008250	0.712035	0.016386	0.133194	
4440000	-131.536674	206	1	0	'0 0 0 0 0 0 0 0 	I	0.261617	0.261617	0.261617	0.261617	0.261617	0.261617	0.261617	0.261617	0.327555	0.078396	0.479328	0.114721	0.131192	
4441000	-130.485070	291	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.256371	0.256371	0.000000	0.000000	0.256371	0.256371	0.000000	0.013467	0.000000	0.986533	0.485240	
4442000	-127.459553	990	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.200373	0.200373	0.200373	0.000000	0.000000	0.200373	0.200373	0.000000	0.287804	0.000000	0.712195	0.326748	
4443000	-126.780553	660	1	1	'0 0 0 0 Z 0 0 0 	D	0.158562	0.158562	0.158562	0.158562	0.000000	0.158562	0.158562	0.158562	0.817713	0.071362	0.042911	0.068015	0.342222	
4444000	-128.858050	290	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.213236	0.213236	0.213236	0.000000	0.000000	0.213236	0.213236	0.000000	0.318579	0.000000	0.681420	0.482036	
4445000	-122.613039	272	2	2	'Z 1 0 1 1 Z 0 0 	D	0.000000	0.073024	0.242933	0.073024	0.073024	0.000000	0.242933	0.242933	0.000000	0.010062	0.000000	0.989938	0.476462	
