Options:
Model:                           Discrete: Independent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin2.txt
Log File Name:                   IND_pol2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2713296829
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   IND_pol2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       RJ MCMC
    beta1                        RJ MCMC
    alpha2                       RJ MCMC
    beta2                        RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
101000	-132.877430	966	1	0	'0 0 0 0 	0.133257	0.133257	0.133257	0.133257	0.086647	0.008521	0.823819	0.081014	0.333340	
102000	-134.373889	444	1	1	'0 0 Z 0 	0.193199	0.193199	0.000000	0.193199	0.000000	0.242596	0.000000	0.757404	0.147665	
103000	-135.575622	732	1	0	'0 0 0 0 	0.095915	0.095915	0.095915	0.095915	0.043618	0.000765	0.939146	0.016471	0.155258	
104000	-133.948082	32	1	0	'0 0 0 0 	0.153592	0.153592	0.153592	0.153592	0.096836	0.006167	0.843294	0.053703	0.222466	
105000	-132.176231	662	1	0	'0 0 0 0 	0.119051	0.119051	0.119051	0.119051	0.020283	0.000447	0.958140	0.021130	0.166835	
106000	-133.300173	346	1	1	'0 Z 0 0 	0.152933	0.000000	0.152933	0.152933	0.951086	0.048911	0.000003	0.000000	0.478780	
107000	-133.085107	779	1	0	'0 0 0 0 	0.157281	0.157281	0.157281	0.157281	0.108598	0.004565	0.851063	0.035774	0.161328	
108000	-134.860717	648	1	0	'0 0 0 0 	0.189077	0.189077	0.189077	0.189077	0.167736	0.013801	0.756243	0.062221	0.427530	
109000	-133.755779	330	1	0	'0 0 0 0 	0.125933	0.125933	0.125933	0.125933	0.033095	0.001533	0.922644	0.042728	0.035516	
110000	-132.417122	520	1	0	'0 0 0 0 	0.145754	0.145754	0.145754	0.145754	0.095950	0.005252	0.852156	0.046642	0.373065	
111000	-133.385214	293	1	0	'0 0 0 0 	0.140849	0.140849	0.140849	0.140849	0.045851	0.001724	0.917911	0.034514	0.307048	
112000	-133.692653	920	1	0	'0 0 0 0 	0.114639	0.114639	0.114639	0.114639	0.050663	0.002885	0.895468	0.050985	0.157920	
113000	-132.336464	768	1	0	'0 0 0 0 	0.112710	0.112710	0.112710	0.112710	0.033478	0.001216	0.931460	0.033845	0.117437	
114000	-133.979621	403	1	1	'0 0 Z 0 	0.154268	0.154268	0.000000	0.154268	0.000000	0.139904	0.000000	0.860096	0.181172	
115000	-132.161136	333	1	1	'0 Z 0 0 	0.147045	0.000000	0.147045	0.147045	0.945763	0.054235	0.000002	0.000000	0.054132	
116000	-132.345059	49	1	0	'0 0 0 0 	0.122324	0.122324	0.122324	0.122324	0.017946	0.000477	0.956156	0.025420	0.233347	
117000	-134.127865	11	1	0	'0 0 0 0 	0.160147	0.160147	0.160147	0.160147	0.106920	0.010158	0.806316	0.076605	0.163977	
118000	-133.540188	428	1	1	'0 0 Z 0 	0.197744	0.197744	0.000000	0.197744	0.000000	0.241482	0.000000	0.758518	0.285066	
119000	-134.025106	559	1	1	'0 0 Z 0 	0.235067	0.235067	0.000000	0.235067	0.000000	0.377567	0.000000	0.622433	0.224024	
120000	-135.644443	311	1	2	'0 Z Z 0 	0.215588	0.000000	0.000000	0.215588	0.000000	0.999998	0.000000	0.000002	0.191210	
121000	-135.555819	607	1	2	'0 Z Z 0 	0.217331	0.000000	0.000000	0.217331	0.000000	0.999999	0.000000	0.000001	0.220686	
122000	-134.360035	414	1	0	'0 0 0 0 	0.099142	0.099142	0.099142	0.099142	0.018505	0.000413	0.959683	0.021400	0.114369	
123000	-133.132864	525	1	0	'0 0 0 0 	0.117666	0.117666	0.117666	0.117666	0.042140	0.001847	0.915863	0.040150	0.372240	
124000	-136.884005	421	1	1	'0 0 Z 0 	0.143389	0.143389	0.000000	0.143389	0.000000	0.070186	0.000000	0.929814	0.346754	
125000	-133.932174	725	1	1	'0 0 Z 0 	0.190636	0.190636	0.000000	0.190636	0.000000	0.235876	0.000000	0.764124	0.299371	
126000	-134.866483	594	1	0	'0 0 0 0 	0.199035	0.199035	0.199035	0.199035	0.216988	0.028515	0.666864	0.087633	0.333423	
127000	-133.896592	363	1	0	'0 0 0 0 	0.118368	0.118368	0.118368	0.118368	0.042542	0.001639	0.920358	0.035461	0.450330	
128000	-134.313743	578	1	1	'0 0 Z 0 	0.258978	0.258978	0.000000	0.258978	0.000000	0.430747	0.000000	0.569253	0.306364	
129000	-134.785425	14	1	0	'0 0 0 0 	0.186398	0.186398	0.186398	0.186398	0.223358	0.035870	0.638269	0.102503	0.161033	
130000	-132.284249	243	1	0	'0 0 0 0 	0.147571	0.147571	0.147571	0.147571	0.077784	0.002754	0.888019	0.031443	0.271989	
131000	-135.247656	569	1	1	'0 0 Z 0 	0.194530	0.194530	0.000000	0.194530	0.000000	0.295070	0.000000	0.704930	0.210733	
132000	-133.756670	25	1	0	'0 0 0 0 	0.125991	0.125991	0.125991	0.125991	0.035551	0.001017	0.936640	0.026792	0.350991	
133000	-132.599262	638	1	0	'0 0 0 0 	0.143027	0.143027	0.143027	0.143027	0.110303	0.006573	0.833457	0.049666	0.370597	
134000	-134.616466	447	1	0	'0 0 0 0 	0.182770	0.182770	0.182770	0.182770	0.179718	0.021364	0.714035	0.084883	0.253838	
135000	-132.743522	394	1	0	'0 0 0 0 	0.145469	0.145469	0.145469	0.145469	0.074331	0.005239	0.859830	0.060600	0.253466	
136000	-134.820930	269	1	0	'0 0 0 0 	0.106714	0.106714	0.106714	0.106714	0.016303	0.000423	0.958382	0.024892	0.219789	
137000	-132.667218	614	1	0	'0 0 0 0 	0.127005	0.127005	0.127005	0.127005	0.039074	0.001315	0.928369	0.031242	0.308727	
138000	-133.111280	938	1	1	'0 Z 0 0 	0.154903	0.000000	0.154903	0.154903	0.948548	0.051448	0.000004	0.000000	0.325083	
139000	-133.372863	388	1	0	'0 0 0 0 	0.169875	0.169875	0.169875	0.169875	0.145086	0.011987	0.778599	0.064327	0.057316	
140000	-133.214209	349	1	0	'0 0 0 0 	0.151185	0.151185	0.151185	0.151185	0.114879	0.009528	0.808537	0.067056	0.208856	
141000	-134.421178	639	1	1	'0 0 Z 0 	0.235588	0.235588	0.000000	0.235588	0.000000	0.384738	0.000000	0.615262	0.328286	
142000	-132.413854	333	1	1	'0 Z 0 0 	0.167322	0.000000	0.167322	0.167322	0.919949	0.080049	0.000001	0.000000	0.480401	
143000	-132.496036	333	1	1	'0 Z 0 0 	0.170139	0.000000	0.170139	0.170139	0.915915	0.084083	0.000001	0.000000	0.231432	
144000	-132.712279	614	1	0	'0 0 0 0 	0.124425	0.124425	0.124425	0.124425	0.035532	0.001126	0.933752	0.029590	0.247668	
145000	-135.876590	840	1	0	'0 0 0 0 	0.240374	0.240374	0.240374	0.240374	0.318860	0.072073	0.496779	0.112288	0.496587	
146000	-130.912490	208	1	0	'0 0 0 0 	0.143291	0.143291	0.143291	0.143291	0.059863	0.001116	0.921831	0.017190	0.237870	
147000	-134.024654	606	1	1	'0 0 Z 0 	0.226436	0.226436	0.000000	0.226436	0.000000	0.332058	0.000000	0.667942	0.155293	
148000	-132.610223	638	1	0	'0 0 0 0 	0.144468	0.144468	0.144468	0.144468	0.113580	0.006951	0.828752	0.050717	0.255490	
149000	-134.081806	604	1	1	'0 Z 0 0 	0.120568	0.000000	0.120568	0.120568	0.987253	0.012740	0.000007	0.000000	0.170334	
150000	-133.812872	832	1	0	'0 0 0 0 	0.124593	0.124593	0.124593	0.124593	0.025518	0.000983	0.937406	0.036093	0.143998	
151000	-133.535248	592	1	0	'0 0 0 0 	0.125482	0.125482	0.125482	0.125482	0.017297	0.000348	0.963000	0.019356	0.436935	
152000	-134.243060	940	1	0	'0 0 0 0 	0.092072	0.092072	0.092072	0.092072	0.007879	0.000036	0.987518	0.004567	0.431302	
153000	-135.680346	845	1	0	'0 0 0 0 	0.125039	0.125039	0.125039	0.125039	0.031021	0.000797	0.943924	0.024258	0.297315	
154000	-132.699453	321	1	0	'0 0 0 0 	0.133039	0.133039	0.133039	0.133039	0.041892	0.002121	0.909911	0.046076	0.114351	
155000	-133.422103	588	1	0	'0 0 0 0 	0.132271	0.132271	0.132271	0.132271	0.046579	0.001252	0.927246	0.024923	0.319276	
156000	-132.793349	299	1	0	'0 0 0 0 	0.116425	0.116425	0.116425	0.116425	0.027566	0.001214	0.930241	0.040979	0.188152	
157000	-135.099367	4	1	0	'0 0 0 0 	0.132476	0.132476	0.132476	0.132476	0.051046	0.003135	0.891095	0.054724	0.027060	
158000	-135.028582	81	1	2	'0 Z Z 0 	0.192458	0.000000	0.000000	0.192458	0.000000	0.999997	0.000000	0.000003	0.378417	
159000	-133.969105	600	1	0	'0 0 0 0 	0.163610	0.163610	0.163610	0.163610	0.127012	0.011448	0.790306	0.071234	0.461626	
160000	-132.355852	619	1	0	'0 0 0 0 	0.149213	0.149213	0.149213	0.149213	0.094541	0.010847	0.802531	0.092081	0.104687	
161000	-134.910760	343	1	1	'0 Z 0 0 	0.179920	0.000000	0.179920	0.179920	0.885070	0.114926	0.000003	0.000000	0.262503	
162000	-132.057575	449	1	0	'0 0 0 0 	0.161010	0.161010	0.161010	0.161010	0.213712	0.026970	0.674230	0.085087	0.296997	
163000	-133.769349	772	1	1	'0 Z 0 0 	0.156278	0.000000	0.156278	0.156278	0.913539	0.086455	0.000006	0.000001	0.450522	
164000	-134.239885	602	1	0	'0 0 0 0 	0.127072	0.127072	0.127072	0.127072	0.031767	0.001903	0.911724	0.054606	0.409696	
165000	-133.962190	927	1	1	'0 0 Z 0 	0.189573	0.189573	0.000000	0.189573	0.000000	0.249874	0.000000	0.750125	0.314241	
166000	-134.469719	137	1	1	'0 0 Z 0 	0.175762	0.175762	0.000000	0.175762	0.000000	0.171387	0.000000	0.828613	0.222624	
167000	-133.306038	786	1	0	'0 0 0 0 	0.140208	0.140208	0.140208	0.140208	0.085805	0.004614	0.863169	0.046413	0.072029	
168000	-136.743955	546	1	0	'0 0 0 0 	0.239673	0.239673	0.239673	0.239673	0.300259	0.074152	0.501691	0.123898	0.128126	
169000	-136.460524	650	1	2	'0 Z Z 0 	0.220133	0.000000	0.000000	0.220133	0.000000	0.999998	0.000000	0.000002	0.262047	
170000	-133.673556	326	1	0	'0 0 0 0 	0.136397	0.136397	0.136397	0.136397	0.079320	0.006455	0.845425	0.068800	0.242895	
171000	-134.749019	200	1	0	'0 0 0 0 	0.200430	0.200430	0.200430	0.200430	0.228461	0.040384	0.621327	0.109829	0.333547	
172000	-132.331457	54	1	0	'0 0 0 0 	0.154077	0.154077	0.154077	0.154077	0.092825	0.005518	0.851069	0.050588	0.481576	
173000	-133.398751	419	1	0	'0 0 0 0 	0.148482	0.148482	0.148482	0.148482	0.078850	0.006816	0.841584	0.072750	0.164063	
174000	-133.883260	565	1	0	'0 0 0 0 	0.099157	0.099157	0.099157	0.099157	0.029350	0.000736	0.946181	0.023733	0.304362	
