Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin3.txt
Log File Name:                   DEP_pol3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1503661017
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
9542000	-116.484071	892	1	1	'0 0 0 0 0 Z 0 0 	D	0.103899	0.103899	0.103899	0.103899	0.103899	0.000000	0.103899	0.103899	0.045780	0.001406	0.927752	0.025062	0.269442	
9543000	-115.576986	587	1	1	'0 0 0 0 0 Z 0 0 	D	0.096890	0.096890	0.096890	0.096890	0.096890	0.000000	0.096890	0.096890	0.021788	0.000031	0.977034	0.001148	0.382262	
9544000	-115.570646	707	1	1	'0 0 0 0 0 Z 0 0 	D	0.147933	0.147933	0.147933	0.147933	0.147933	0.000000	0.147933	0.147933	0.070209	0.000799	0.921189	0.007803	0.447049	
9545000	-116.097489	873	1	1	'0 0 0 0 0 Z 0 0 	D	0.132106	0.132106	0.132106	0.132106	0.132106	0.000000	0.132106	0.132106	0.053829	0.000889	0.932907	0.012376	0.138695	
9546000	-113.154622	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.141790	0.141790	0.141790	0.141790	0.000000	0.000000	0.000000	0.141790	0.977247	0.022751	0.000001	0.000000	0.383687	
9547000	-113.509398	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.118058	0.118058	0.118058	0.118058	0.118058	0.000000	0.118058	0.118058	0.328539	0.005118	0.656816	0.009527	0.466749	
9548000	-117.227141	107	1	1	'0 0 0 0 0 Z 0 0 	D	0.120792	0.120792	0.120792	0.120792	0.120792	0.000000	0.120792	0.120792	0.084232	0.006777	0.850199	0.058792	0.458091	
9549000	-119.545971	486	1	2	'0 0 0 0 0 Z 0 Z 	D	0.177788	0.177788	0.177788	0.177788	0.177788	0.000000	0.177788	0.000000	0.085844	0.000678	0.913476	0.000002	0.152083	
9550000	-115.767904	868	1	1	'0 0 0 0 0 Z 0 0 	D	0.150738	0.150738	0.150738	0.150738	0.150738	0.000000	0.150738	0.150738	0.099075	0.004275	0.865623	0.031026	0.282594	
9551000	-116.212648	732	1	1	'0 0 0 0 0 Z 0 0 	D	0.111119	0.111119	0.111119	0.111119	0.111119	0.000000	0.111119	0.111119	0.155245	0.002019	0.833209	0.009527	0.364123	
9552000	-115.553983	64	1	1	'0 0 0 0 0 Z 0 0 	D	0.126742	0.126742	0.126742	0.126742	0.126742	0.000000	0.126742	0.126742	0.053292	0.000868	0.933981	0.011859	0.356282	
9553000	-116.485687	154	1	1	'0 0 0 0 0 Z 0 0 	D	0.118532	0.118532	0.118532	0.118532	0.118532	0.000000	0.118532	0.118532	0.041615	0.000289	0.953417	0.004679	0.348201	
9554000	-116.144252	933	1	1	'0 0 0 0 0 Z 0 0 	D	0.156057	0.156057	0.156057	0.156057	0.156057	0.000000	0.156057	0.156057	0.084559	0.001406	0.903667	0.010368	0.292437	
9555000	-116.876099	961	1	1	'0 0 0 0 0 Z 0 0 	D	0.104541	0.104541	0.104541	0.104541	0.104541	0.000000	0.104541	0.104541	0.026889	0.000243	0.965259	0.007609	0.477497	
9556000	-121.424907	328	1	0	'0 0 0 0 0 0 0 0 	I	0.064225	0.064225	0.064225	0.064225	0.064225	0.064225	0.064225	0.064225	0.003805	0.000014	0.992495	0.003686	0.114082	
9557000	-116.323130	764	1	1	'0 0 0 0 0 Z 0 0 	D	0.127904	0.127904	0.127904	0.127904	0.127904	0.000000	0.127904	0.127904	0.125139	0.006912	0.828853	0.039096	0.095997	
9558000	-118.491209	439	1	2	'0 0 0 0 0 Z 0 Z 	D	0.151129	0.151129	0.151129	0.151129	0.151129	0.000000	0.151129	0.000000	0.086123	0.001340	0.912526	0.000010	0.170961	
9559000	-116.956304	828	1	1	'0 0 0 0 0 Z 0 0 	D	0.131684	0.131684	0.131684	0.131684	0.131684	0.000000	0.131684	0.131684	0.225925	0.002372	0.764195	0.007508	0.442475	
9560000	-114.770604	380	1	1	'0 0 0 0 0 Z 0 0 	D	0.129364	0.129364	0.129364	0.129364	0.129364	0.000000	0.129364	0.129364	0.068632	0.002360	0.902874	0.026135	0.496107	
9561000	-116.781650	945	1	1	'0 0 0 0 0 Z 0 0 	D	0.173545	0.173545	0.173545	0.173545	0.173545	0.000000	0.173545	0.173545	0.198992	0.004514	0.782699	0.013795	0.486841	
9562000	-121.134441	794	1	1	'0 0 0 0 0 0 0 Z 	D	0.073938	0.073938	0.073938	0.073938	0.073938	0.073938	0.073938	0.000000	0.015780	0.000064	0.984156	0.000000	0.265056	
9563000	-119.578387	359	1	1	'0 0 Z 0 0 0 0 0 	D	0.094773	0.094773	0.000000	0.094773	0.094773	0.094773	0.094773	0.094773	0.006244	0.000002	0.990499	0.003254	0.224120	
9564000	-117.194569	314	1	1	'0 0 0 0 0 Z 0 0 	D	0.116244	0.116244	0.116244	0.116244	0.116244	0.000000	0.116244	0.116244	0.337468	0.010223	0.634889	0.017420	0.109809	
9565000	-119.198612	412	1	3	'0 0 0 0 Z Z Z 0 	D	0.138389	0.138389	0.138389	0.138389	0.000000	0.000000	0.000000	0.138389	0.994310	0.005662	0.000028	0.000000	0.049940	
9566000	-115.433039	358	1	1	'0 0 0 0 0 Z 0 0 	D	0.148205	0.148205	0.148205	0.148205	0.148205	0.000000	0.148205	0.148205	0.093951	0.000356	0.903402	0.002291	0.102217	
9567000	-118.473272	436	1	3	'0 0 0 0 Z Z Z 0 	D	0.154071	0.154071	0.154071	0.154071	0.000000	0.000000	0.000000	0.154071	0.969810	0.030165	0.000024	0.000001	0.168908	
9568000	-115.117749	512	1	1	'0 0 0 0 0 Z 0 0 	D	0.118296	0.118296	0.118296	0.118296	0.118296	0.000000	0.118296	0.118296	0.034270	0.000356	0.957442	0.007931	0.407681	
9569000	-116.122490	661	1	3	'0 0 0 0 0 Z Z Z 	D	0.138409	0.138409	0.138409	0.138409	0.138409	0.000000	0.000000	0.000000	0.316675	0.003335	0.679990	0.000000	0.270704	
9570000	-118.698105	362	1	3	'0 0 0 0 0 Z Z Z 	D	0.156810	0.156810	0.156810	0.156810	0.156810	0.000000	0.000000	0.000000	0.074486	0.001017	0.924497	0.000000	0.333549	
9571000	-119.125951	630	1	3	'0 0 0 0 0 Z Z Z 	D	0.138731	0.138731	0.138731	0.138731	0.138731	0.000000	0.000000	0.000000	0.044888	0.000101	0.955011	0.000000	0.407944	
9572000	-119.579970	560	1	1	'0 0 Z 0 0 0 0 0 	D	0.081668	0.081668	0.000000	0.081668	0.081668	0.081668	0.081668	0.081668	0.001355	0.000000	0.998244	0.000401	0.247312	
9573000	-114.365948	730	1	3	'0 0 0 0 Z Z Z 0 	D	0.105070	0.105070	0.105070	0.105070	0.000000	0.000000	0.000000	0.105070	0.977296	0.022702	0.000002	0.000000	0.422641	
9574000	-119.408577	307	1	3	'0 0 0 0 Z Z Z 0 	D	0.131612	0.131612	0.131612	0.131612	0.000000	0.000000	0.000000	0.131612	0.990021	0.009945	0.000034	0.000000	0.490161	
9575000	-116.564497	414	1	1	'0 0 0 0 0 Z 0 0 	D	0.156768	0.156768	0.156768	0.156768	0.156768	0.000000	0.156768	0.156768	0.094049	0.003601	0.874324	0.028026	0.291233	
9576000	-116.162051	395	1	1	'0 0 0 0 0 Z 0 0 	D	0.123293	0.123293	0.123293	0.123293	0.123293	0.000000	0.123293	0.123293	0.063542	0.000943	0.923526	0.011989	0.218802	
9577000	-116.373904	621	1	1	'0 0 0 0 0 Z 0 0 	D	0.092320	0.092320	0.092320	0.092320	0.092320	0.000000	0.092320	0.092320	0.059725	0.000098	0.938801	0.001376	0.104602	
9578000	-115.164061	350	1	1	'0 0 0 0 0 Z 0 0 	D	0.149814	0.149814	0.149814	0.149814	0.149814	0.000000	0.149814	0.149814	0.079978	0.001802	0.902941	0.015279	0.137165	
9579000	-117.311116	680	1	1	'0 0 0 0 0 Z 0 0 	D	0.184162	0.184162	0.184162	0.184162	0.184162	0.000000	0.184162	0.184162	0.130459	0.006345	0.832594	0.030601	0.299666	
9580000	-118.528459	350	1	2	'0 0 Z 0 0 Z 0 0 	D	0.112214	0.112214	0.000000	0.112214	0.112214	0.000000	0.112214	0.112214	0.024323	0.000014	0.968962	0.006701	0.243787	
9581000	-116.062402	252	1	1	'0 0 0 0 0 Z 0 0 	D	0.136999	0.136999	0.136999	0.136999	0.136999	0.000000	0.136999	0.136999	0.055270	0.000208	0.942334	0.002188	0.309210	
9582000	-113.635540	206	1	1	'0 0 0 0 0 Z 0 0 	D	0.136490	0.136490	0.136490	0.136490	0.136490	0.000000	0.136490	0.136490	0.089680	0.000161	0.908852	0.001307	0.364700	
9583000	-118.201332	668	1	3	'0 0 0 0 0 Z Z Z 	D	0.124755	0.124755	0.124755	0.124755	0.124755	0.000000	0.000000	0.000000	0.032521	0.000070	0.967410	0.000000	0.228535	
9584000	-116.758138	717	1	1	'0 0 0 0 0 Z 0 0 	D	0.179741	0.179741	0.179741	0.179741	0.179741	0.000000	0.179741	0.179741	0.124904	0.004669	0.846780	0.023647	0.459240	
9585000	-116.017827	935	1	1	'0 0 0 0 0 Z 0 0 	D	0.148104	0.148104	0.148104	0.148104	0.148104	0.000000	0.148104	0.148104	0.085776	0.000874	0.907029	0.006322	0.243195	
9586000	-118.042673	649	1	1	'0 0 0 0 0 Z 0 0 	D	0.175058	0.175058	0.175058	0.175058	0.175058	0.000000	0.175058	0.175058	0.133214	0.007884	0.820040	0.038861	0.227667	
9587000	-116.063990	292	1	1	'0 0 0 0 0 Z 0 0 	D	0.149714	0.149714	0.149714	0.149714	0.149714	0.000000	0.149714	0.149714	0.125446	0.013522	0.789358	0.071673	0.283605	
9588000	-116.704708	969	1	1	'0 0 0 0 0 Z 0 0 	D	0.144220	0.144220	0.144220	0.144220	0.144220	0.000000	0.144220	0.144220	0.076663	0.001825	0.904346	0.017167	0.075550	
9589000	-116.528651	657	1	1	'0 0 0 0 0 Z 0 0 	D	0.137297	0.137297	0.137297	0.137297	0.137297	0.000000	0.137297	0.137297	0.064836	0.000458	0.930546	0.004160	0.147296	
9590000	-115.554971	454	1	1	'0 0 0 0 0 Z 0 0 	D	0.132429	0.132429	0.132429	0.132429	0.132429	0.000000	0.132429	0.132429	0.072590	0.000775	0.919055	0.007580	0.262270	
9591000	-116.451809	785	1	1	'0 0 0 0 0 Z 0 0 	D	0.159903	0.159903	0.159903	0.159903	0.159903	0.000000	0.159903	0.159903	0.096656	0.000832	0.897706	0.004806	0.204704	
9592000	-117.095752	564	1	1	'0 0 0 0 0 Z 0 0 	D	0.131305	0.131305	0.131305	0.131305	0.131305	0.000000	0.131305	0.131305	0.052351	0.000703	0.937159	0.009787	0.392425	
9593000	-116.183870	758	1	2	'0 0 0 0 Z Z 0 0 	D	0.156788	0.156788	0.156788	0.156788	0.000000	0.000000	0.156788	0.156788	0.968631	0.014553	0.000002	0.016814	0.076392	
9594000	-116.102007	662	1	1	'0 0 0 0 0 Z 0 0 	D	0.116485	0.116485	0.116485	0.116485	0.116485	0.000000	0.116485	0.116485	0.043395	0.000159	0.953832	0.002613	0.394994	
9595000	-112.509293	117	2	2	'0 0 1 1 Z Z 1 1 	D	0.080432	0.080432	0.367919	0.367919	0.000000	0.000000	0.367919	0.367919	0.064358	0.158924	0.000001	0.776718	0.345382	
9596000	-116.552637	298	1	1	'0 0 0 0 0 Z 0 0 	D	0.111571	0.111571	0.111571	0.111571	0.111571	0.000000	0.111571	0.111571	0.033768	0.000262	0.960021	0.005949	0.235457	
9597000	-116.961965	293	1	3	'0 0 0 0 Z Z Z 0 	D	0.148433	0.148433	0.148433	0.148433	0.000000	0.000000	0.000000	0.148433	0.992491	0.007485	0.000024	0.000000	0.223235	
9598000	-113.094185	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.129357	0.129357	0.129357	0.129357	0.000000	0.000000	0.000000	0.129357	0.981391	0.018608	0.000002	0.000000	0.194176	
9599000	-117.850880	858	1	3	'0 0 0 0 Z Z Z 0 	D	0.149015	0.149015	0.149015	0.149015	0.000000	0.000000	0.000000	0.149015	0.985856	0.014131	0.000012	0.000000	0.111427	
9600000	-118.454512	171	1	3	'0 0 Z 0 Z Z 0 0 	D	0.132545	0.132545	0.000000	0.132545	0.000000	0.000000	0.132545	0.132545	0.999998	0.000000	0.000002	0.000000	0.094815	
9601000	-115.762149	995	2	3	'0 0 1 1 Z Z Z 1 	D	0.151601	0.151601	0.288307	0.288307	0.000000	0.000000	0.000000	0.288307	0.840288	0.159701	0.000010	0.000001	0.217764	
9602000	-117.693515	497	1	1	'0 0 0 0 0 Z 0 0 	D	0.194158	0.194158	0.194158	0.194158	0.194158	0.000000	0.194158	0.194158	0.153727	0.007040	0.810342	0.028891	0.082301	
9603000	-116.166281	658	1	1	'0 0 0 0 0 Z 0 0 	D	0.155694	0.155694	0.155694	0.155694	0.155694	0.000000	0.155694	0.155694	0.096364	0.001645	0.891471	0.010520	0.058664	
9604000	-120.325979	252	1	0	'0 0 0 0 0 0 0 0 	I	0.060087	0.060087	0.060087	0.060087	0.060087	0.060087	0.060087	0.060087	0.000219	0.000000	0.999672	0.000109	0.167865	
9605000	-115.137644	517	1	1	'0 0 0 0 0 Z 0 0 	D	0.128888	0.128888	0.128888	0.128888	0.128888	0.000000	0.128888	0.128888	0.067634	0.001964	0.907766	0.022636	0.248580	
9606000	-116.458013	756	1	1	'0 0 0 0 0 Z 0 0 	D	0.164277	0.164277	0.164277	0.164277	0.164277	0.000000	0.164277	0.164277	0.098376	0.001221	0.892941	0.007462	0.083676	
9607000	-115.186534	456	1	1	'0 0 0 0 0 Z 0 0 	D	0.110706	0.110706	0.110706	0.110706	0.110706	0.000000	0.110706	0.110706	0.098222	0.000374	0.898361	0.003043	0.383702	
9608000	-116.277458	166	1	1	'0 0 0 0 0 Z 0 0 	D	0.122408	0.122408	0.122408	0.122408	0.122408	0.000000	0.122408	0.122408	0.065245	0.001791	0.911464	0.021499	0.396966	
9609000	-114.365486	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.104086	0.104086	0.104086	0.104086	0.000000	0.000000	0.104086	0.104086	0.979268	0.011239	0.000002	0.009491	0.066779	
9610000	-122.456510	110	1	2	'0 0 0 0 0 0 Z Z 	D	0.096071	0.096071	0.096071	0.096071	0.096071	0.096071	0.000000	0.000000	0.040119	0.000341	0.959540	0.000000	0.093092	
9611000	-120.034054	998	1	2	'0 0 0 0 0 Z 0 Z 	D	0.189636	0.189636	0.189636	0.189636	0.189636	0.000000	0.189636	0.000000	0.102318	0.000841	0.896838	0.000003	0.252500	
9612000	-115.965132	576	1	1	'0 0 0 0 0 Z 0 0 	D	0.145267	0.145267	0.145267	0.145267	0.145267	0.000000	0.145267	0.145267	0.072412	0.002754	0.896735	0.028099	0.095457	
9613000	-118.013853	364	1	1	'0 0 0 0 0 Z 0 0 	D	0.084292	0.084292	0.084292	0.084292	0.084292	0.000000	0.084292	0.084292	0.077601	0.000110	0.921133	0.001156	0.297280	
9614000	-114.577433	507	1	1	'0 0 0 0 0 Z 0 0 	D	0.183431	0.183431	0.183431	0.183431	0.183431	0.000000	0.183431	0.183431	0.325927	0.003570	0.662512	0.007992	0.170306	
9615000	-118.413558	890	1	1	'0 0 0 0 0 Z 0 0 	D	0.193462	0.193462	0.193462	0.193462	0.193462	0.000000	0.193462	0.193462	0.141299	0.006340	0.824773	0.027587	0.220712	
9616000	-115.616369	838	1	1	'0 0 0 0 0 Z 0 0 	D	0.135062	0.135062	0.135062	0.135062	0.135062	0.000000	0.135062	0.135062	0.079277	0.000467	0.916333	0.003924	0.319463	
9617000	-119.019005	126	1	2	'0 0 0 0 Z Z 0 0 	D	0.134830	0.134830	0.134830	0.134830	0.000000	0.000000	0.134830	0.134830	0.952433	0.036545	0.000045	0.010976	0.180239	
9618000	-115.786736	594	1	1	'0 0 0 0 0 Z 0 0 	D	0.142440	0.142440	0.142440	0.142440	0.142440	0.000000	0.142440	0.142440	0.074966	0.000540	0.920008	0.004487	0.146247	
9619000	-118.040661	42	1	2	'0 0 0 0 Z Z 0 0 	D	0.153608	0.153608	0.153608	0.153608	0.000000	0.000000	0.153608	0.153608	0.980465	0.006590	0.000015	0.012930	0.269803	
9620000	-115.509436	413	1	3	'0 0 0 0 Z Z Z 0 	D	0.151433	0.151433	0.151433	0.151433	0.000000	0.000000	0.000000	0.151433	0.979174	0.020822	0.000004	0.000000	0.110247	
9621000	-115.875919	716	1	1	'0 0 0 0 0 Z 0 0 	D	0.141790	0.141790	0.141790	0.141790	0.141790	0.000000	0.141790	0.141790	0.074184	0.000462	0.921599	0.003755	0.214274	
9622000	-119.135130	977	1	2	'0 0 0 0 Z Z 0 0 	D	0.103973	0.103973	0.103973	0.103973	0.000000	0.000000	0.103973	0.103973	0.988765	0.008177	0.000116	0.002943	0.336108	
9623000	-115.903356	274	1	1	'0 0 0 0 0 Z 0 0 	D	0.116988	0.116988	0.116988	0.116988	0.116988	0.000000	0.116988	0.116988	0.075820	0.000613	0.917150	0.006417	0.225454	
9624000	-116.890831	275	1	1	'0 0 0 0 0 Z 0 0 	D	0.130525	0.130525	0.130525	0.130525	0.130525	0.000000	0.130525	0.130525	0.095614	0.005053	0.860039	0.039294	0.433118	
9625000	-117.215184	273	2	2	'0 1 1 1 Z Z 1 0 	D	0.092948	0.188729	0.188729	0.188729	0.000000	0.000000	0.188729	0.092948	0.986336	0.013000	0.000006	0.000658	0.354370	
9626000	-114.928073	920	1	1	'0 0 0 0 0 Z 0 0 	D	0.128733	0.128733	0.128733	0.128733	0.128733	0.000000	0.128733	0.128733	0.071969	0.003379	0.889232	0.035420	0.134580	
9627000	-116.531594	349	1	1	'0 0 0 0 0 Z 0 0 	D	0.150676	0.150676	0.150676	0.150676	0.150676	0.000000	0.150676	0.150676	0.122590	0.004820	0.845852	0.026738	0.386668	
9628000	-123.435617	517	1	1	'0 0 0 0 0 Z 0 0 	D	0.313529	0.313529	0.313529	0.313529	0.313529	0.000000	0.313529	0.313529	0.240115	0.057174	0.592235	0.110477	0.182081	
9629000	-117.759020	979	1	1	'0 0 0 0 0 Z 0 0 	D	0.127372	0.127372	0.127372	0.127372	0.127372	0.000000	0.127372	0.127372	0.070335	0.000327	0.926127	0.003211	0.157145	
9630000	-121.597367	117	1	2	'0 0 0 0 0 Z 0 Z 	D	0.086473	0.086473	0.086473	0.086473	0.086473	0.000000	0.086473	0.000000	0.101998	0.000129	0.897873	0.000000	0.208499	
9631000	-116.687180	704	1	1	'0 0 0 0 0 Z 0 0 	D	0.138215	0.138215	0.138215	0.138215	0.138215	0.000000	0.138215	0.138215	0.103286	0.006025	0.848573	0.042115	0.179234	
9632000	-119.780503	595	1	3	'0 0 0 0 Z Z Z 0 	D	0.108451	0.108451	0.108451	0.108451	0.000000	0.000000	0.000000	0.108451	0.989874	0.010032	0.000093	0.000001	0.090996	
9633000	-120.281704	564	1	2	'0 0 0 0 0 Z 0 Z 	D	0.141406	0.141406	0.141406	0.141406	0.141406	0.000000	0.141406	0.000000	0.046505	0.000183	0.953312	0.000000	0.174179	
9634000	-117.594839	384	1	1	'0 0 0 0 0 Z 0 0 	D	0.106256	0.106256	0.106256	0.106256	0.106256	0.000000	0.106256	0.106256	0.068186	0.000114	0.930395	0.001306	0.242053	
9635000	-118.967371	321	1	2	'0 0 0 0 Z Z 0 0 	D	0.139603	0.139603	0.139603	0.139603	0.000000	0.000000	0.139603	0.139603	0.982804	0.010886	0.000030	0.006280	0.281932	
9636000	-115.249909	687	1	1	'0 0 0 0 0 Z 0 0 	D	0.105523	0.105523	0.105523	0.105523	0.105523	0.000000	0.105523	0.105523	0.080577	0.000178	0.917537	0.001708	0.344806	
9637000	-117.041391	371	1	1	'0 0 0 0 0 Z 0 0 	D	0.106296	0.106296	0.106296	0.106296	0.106296	0.000000	0.106296	0.106296	0.043179	0.001379	0.929350	0.026093	0.309411	
9638000	-117.134926	241	1	3	'0 0 0 0 Z Z Z 0 	D	0.131088	0.131088	0.131088	0.131088	0.000000	0.000000	0.000000	0.131088	0.996540	0.003447	0.000012	0.000000	0.159618	
9639000	-113.531420	336	1	1	'0 0 0 0 0 Z 0 0 	D	0.160959	0.160959	0.160959	0.160959	0.160959	0.000000	0.160959	0.160959	0.466634	0.005075	0.522774	0.005517	0.485515	
9640000	-118.452816	710	1	3	'0 0 0 0 Z Z Z 0 	D	0.163527	0.163527	0.163527	0.163527	0.000000	0.000000	0.000000	0.163527	0.988285	0.011700	0.000015	0.000000	0.488541	
9641000	-113.590124	216	2	1	'0 0 Z 1 0 0 1 1 	D	0.105627	0.105627	0.000000	1.501655	0.105627	0.105627	1.501655	1.501655	0.186378	0.146091	0.418237	0.249294	0.371065	
9642000	-114.247480	9	2	0	'0 0 0 1 0 0 1 1 	D	0.123031	0.123031	0.123031	1.539078	0.123031	0.123031	1.539078	1.539078	0.177875	0.261773	0.303244	0.257107	0.383884	
9643000	-116.315957	332	1	1	'0 0 0 0 0 Z 0 0 	D	0.111864	0.111864	0.111864	0.111864	0.111864	0.000000	0.111864	0.111864	0.028786	0.000039	0.970322	0.000852	0.474479	
9644000	-115.952916	397	1	1	'0 0 0 0 0 Z 0 0 	D	0.129728	0.129728	0.129728	0.129728	0.129728	0.000000	0.129728	0.129728	0.083039	0.002207	0.894183	0.020571	0.416279	
9645000	-115.424463	748	1	1	'0 0 0 0 0 Z 0 0 	D	0.168967	0.168967	0.168967	0.168967	0.168967	0.000000	0.168967	0.168967	0.109108	0.005301	0.852983	0.032608	0.284144	
9646000	-116.505154	71	1	1	'0 0 0 0 0 Z 0 0 	D	0.108389	0.108389	0.108389	0.108389	0.108389	0.000000	0.108389	0.108389	0.030297	0.000209	0.964058	0.005435	0.161572	
9647000	-116.707734	251	1	2	'0 0 0 0 Z Z 0 0 	D	0.132753	0.132753	0.132753	0.132753	0.000000	0.000000	0.132753	0.132753	0.984266	0.007094	0.000002	0.008638	0.082914	
9648000	-115.362627	942	1	1	'0 0 0 0 0 Z 0 0 	D	0.115527	0.115527	0.115527	0.115527	0.115527	0.000000	0.115527	0.115527	0.040699	0.000299	0.953468	0.005534	0.496563	
9649000	-116.261457	804	1	1	'0 0 0 0 0 Z 0 0 	D	0.130149	0.130149	0.130149	0.130149	0.130149	0.000000	0.130149	0.130149	0.055934	0.001949	0.914584	0.027533	0.399815	
9650000	-116.066397	568	1	1	'0 0 0 0 0 Z 0 0 	D	0.113614	0.113614	0.113614	0.113614	0.113614	0.000000	0.113614	0.113614	0.037941	0.000627	0.949129	0.012303	0.137212	
9651000	-117.220105	348	1	1	'0 0 0 0 0 Z 0 0 	D	0.097710	0.097710	0.097710	0.097710	0.097710	0.000000	0.097710	0.097710	0.015296	0.000033	0.983027	0.001644	0.209973	
9652000	-116.897322	206	1	3	'0 0 0 0 0 Z Z Z 	D	0.174396	0.174396	0.174396	0.174396	0.174396	0.000000	0.000000	0.000000	0.109221	0.000081	0.890698	0.000000	0.305912	
9653000	-116.932740	243	1	1	'0 0 0 0 0 Z 0 0 	D	0.114085	0.114085	0.114085	0.114085	0.114085	0.000000	0.114085	0.114085	0.048441	0.000081	0.950258	0.001220	0.332121	
9654000	-117.866414	102	1	1	'0 0 0 0 0 Z 0 0 	D	0.193852	0.193852	0.193852	0.193852	0.193852	0.000000	0.193852	0.193852	0.154158	0.008822	0.800922	0.036098	0.269969	
9655000	-115.440152	865	1	1	'0 0 0 0 0 Z 0 0 	D	0.118506	0.118506	0.118506	0.118506	0.118506	0.000000	0.118506	0.118506	0.038429	0.000370	0.953397	0.007803	0.494013	
9656000	-121.269931	30	1	1	'0 0 Z 0 0 0 0 0 	D	0.098066	0.098066	0.000000	0.098066	0.098066	0.098066	0.098066	0.098066	0.005504	0.000004	0.990777	0.003715	0.078791	
9657000	-118.017821	189	1	1	'0 0 0 0 0 Z 0 0 	D	0.096444	0.096444	0.096444	0.096444	0.096444	0.000000	0.096444	0.096444	0.047745	0.000125	0.949966	0.002165	0.112890	
9658000	-115.787928	865	1	1	'0 0 0 0 0 Z 0 0 	D	0.108241	0.108241	0.108241	0.108241	0.108241	0.000000	0.108241	0.108241	0.028673	0.000224	0.964601	0.006502	0.461724	
9659000	-117.207841	273	1	1	'0 0 0 0 0 Z 0 0 	D	0.153439	0.153439	0.153439	0.153439	0.153439	0.000000	0.153439	0.153439	0.087498	0.001463	0.899073	0.011965	0.213327	
9660000	-114.812365	456	1	1	'0 0 0 0 0 Z 0 0 	D	0.138784	0.138784	0.138784	0.138784	0.138784	0.000000	0.138784	0.138784	0.131897	0.001083	0.861099	0.005921	0.138404	
9661000	-114.617256	223	1	1	'0 0 0 0 0 Z 0 0 	D	0.110652	0.110652	0.110652	0.110652	0.110652	0.000000	0.110652	0.110652	0.080869	0.000286	0.916081	0.002764	0.298892	
9662000	-114.115549	805	2	0	'1 1 1 0 1 1 0 0 	D	0.086221	0.086221	0.086221	0.680225	0.086221	0.086221	0.680225	0.680225	0.029093	0.144007	0.550924	0.275976	0.100008	
9663000	-114.005287	678	2	0	'1 1 1 0 1 1 0 0 	D	0.115414	0.115414	0.115414	1.005030	0.115414	0.115414	1.005030	1.005030	0.089932	0.253707	0.361234	0.295127	0.332446	
9664000	-113.943116	106	2	1	'1 1 Z 0 1 1 0 0 	D	0.090472	0.090472	0.000000	1.396365	0.090472	0.090472	1.396365	1.396365	0.110468	0.191519	0.416075	0.281938	0.483138	
9665000	-114.407338	605	2	1	'1 1 0 0 Z 1 0 0 	D	0.050297	0.050297	0.589101	0.589101	0.000000	0.050297	0.589101	0.589101	0.012618	0.219091	0.125311	0.642981	0.253773	
9666000	-113.273638	364	2	0	'1 1 0 0 1 1 0 0 	D	0.096299	0.096299	0.539726	0.539726	0.096299	0.096299	0.539726	0.539726	0.019039	0.110737	0.462681	0.407543	0.356707	
9667000	-113.129421	228	2	0	'1 1 0 0 1 1 0 0 	D	0.088790	0.088790	0.501812	0.501812	0.088790	0.088790	0.501812	0.501812	0.010223	0.081378	0.558030	0.350369	0.484278	
9668000	-113.758861	995	2	2	'1 1 0 0 Z Z 0 0 	D	0.111540	0.111540	0.683540	0.683540	0.000000	0.000000	0.683540	0.683540	0.034389	0.217987	0.000001	0.747623	0.260860	
9669000	-116.004163	345	1	1	'0 0 0 0 0 Z 0 0 	D	0.114250	0.114250	0.114250	0.114250	0.114250	0.000000	0.114250	0.114250	0.112739	0.000276	0.885002	0.001983	0.343335	
9670000	-119.055130	992	1	2	'0 0 0 0 0 Z 0 Z 	D	0.109308	0.109308	0.109308	0.109308	0.109308	0.000000	0.109308	0.000000	0.036343	0.000314	0.963342	0.000001	0.473119	
