Default schedule
Rate	71.43
Prior Change	14.29
Tree Move	14.29
Rate Tried	% Accepted	Prior Change Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
690	0.315942	155	0.322581	155	0.625806	2.102489	690	0.315942	0.365000	0.354789	
708	0.302260	140	0.335714	152	0.631579	2.102489	708	0.302260	0.357000	0.354792	
712	0.283708	133	0.308271	155	0.696774	2.102489	712	0.283708	0.351000	0.354786	
707	0.325318	149	0.335570	144	0.652778	2.102489	707	0.325318	0.374000	0.354817	
719	0.324061	139	0.273381	142	0.661972	2.102489	719	0.324061	0.365000	0.354833	
732	0.352459	137	0.255474	131	0.694656	2.102489	732	0.352459	0.384000	0.354879	
708	0.314972	144	0.291667	148	0.675676	2.102489	708	0.314972	0.365000	0.354895	
713	0.263675	130	0.253846	157	0.636943	2.102489	713	0.263675	0.321000	0.354841	
697	0.324247	155	0.258065	148	0.641892	2.102489	697	0.324247	0.361000	0.354851	
713	0.319776	155	0.277419	132	0.689394	2.102489	713	0.319776	0.362000	0.354862	
714	0.336134	127	0.259843	159	0.647799	2.102489	714	0.336134	0.376000	0.354896	
715	0.332867	125	0.328000	160	0.768750	2.102489	715	0.332867	0.402000	0.354970	
691	0.327062	154	0.259740	155	0.722581	2.102489	691	0.327062	0.378000	0.355006	
717	0.269177	134	0.320896	149	0.610738	2.102489	717	0.269177	0.327000	0.354962	
717	0.283124	120	0.391667	163	0.472393	2.102489	717	0.283124	0.327000	0.354918	
688	0.316860	156	0.192308	156	0.724359	2.102489	688	0.316860	0.361000	0.354928	
723	0.273859	144	0.277778	133	0.654135	2.102489	723	0.273859	0.325000	0.354881	
702	0.297721	146	0.280822	152	0.690789	2.102489	702	0.297721	0.355000	0.354881	
722	0.329640	143	0.251748	135	0.614815	2.102489	722	0.329640	0.357000	0.354885	
733	0.290587	136	0.250000	131	0.603053	2.102489	733	0.290587	0.326000	0.354840	
762	0.245407	139	0.273381	99	0.606061	2.102489	762	0.245407	0.285000	0.354732	
703	0.320057	140	0.407143	157	0.592357	2.102489	703	0.320057	0.375000	0.354763	
698	0.319484	156	0.224359	146	0.623288	2.102489	698	0.319484	0.349000	0.354754	
684	0.311404	153	0.281046	163	0.613497	2.102489	684	0.311404	0.356000	0.354756	
717	0.309623	135	0.237037	148	0.743243	2.102489	717	0.309623	0.364000	0.354770	
712	0.324438	144	0.277778	144	0.611111	2.102489	712	0.324438	0.359000	0.354777	
712	0.313202	154	0.305195	134	0.686567	2.102489	712	0.313202	0.362000	0.354788	
710	0.302817	132	0.340909	158	0.696203	2.102489	710	0.302817	0.370000	0.354811	
708	0.307910	144	0.305556	148	0.601351	2.102489	708	0.307910	0.351000	0.354805	
720	0.301389	135	0.266667	145	0.668966	2.102489	720	0.301389	0.350000	0.354798	
705	0.347518	147	0.265306	148	0.635135	2.102489	705	0.347518	0.378000	0.354833	
703	0.308677	142	0.267606	155	0.729032	2.102489	703	0.308677	0.368000	0.354853	
704	0.377841	148	0.256757	148	0.702703	2.102489	704	0.377841	0.408000	0.354934	
718	0.305014	159	0.245283	123	0.723577	2.102489	718	0.305014	0.347000	0.354922	
709	0.344147	154	0.272727	137	0.649635	2.102489	709	0.344147	0.375000	0.354952	
703	0.270270	143	0.244755	154	0.610390	2.102489	703	0.270270	0.319000	0.354898	
747	0.289157	126	0.246032	127	0.622047	2.102489	747	0.289157	0.326000	0.354854	
736	0.341033	136	0.264706	128	0.726562	2.102489	736	0.341033	0.380000	0.354892	
710	0.287324	152	0.328947	138	0.782609	2.102489	710	0.287324	0.362000	0.354903	
732	0.314208	129	0.294574	139	0.582734	2.102489	732	0.314208	0.349000	0.354894	
737	0.303935	128	0.304688	135	0.600000	2.102489	737	0.303935	0.344000	0.354878	
709	0.320169	149	0.248322	142	0.718310	2.102489	709	0.320169	0.366000	0.354895	
735	0.292517	126	0.222222	139	0.741007	2.102489	735	0.292517	0.346000	0.354881	
718	0.303621	125	0.256000	157	0.636943	2.102489	718	0.303621	0.350000	0.354874	
683	0.314788	139	0.251799	178	0.730337	2.102489	683	0.314788	0.380000	0.354911	
734	0.303815	134	0.253731	132	0.712121	2.102489	734	0.303815	0.351000	0.354906	
725	0.304828	125	0.408000	150	0.626667	2.102489	725	0.304828	0.366000	0.354922	
736	0.323370	129	0.310078	135	0.674074	2.102489	736	0.323370	0.369000	0.354943	
686	0.306122	170	0.282353	144	0.652778	2.102489	686	0.306122	0.352000	0.354939	
716	0.312849	137	0.313869	147	0.659864	2.102489	716	0.312849	0.364000	0.354952	
712	0.317416	149	0.322148	139	0.510791	2.102489	712	0.317416	0.345000	0.354937	
682	0.316716	145	0.310345	173	0.624277	2.102489	682	0.316716	0.369000	0.354958	
689	0.332366	145	0.268966	166	0.542169	2.102489	689	0.332366	0.358000	0.354963	
734	0.324251	131	0.335878	135	0.725926	2.102489	734	0.324251	0.380000	0.354999	
730	0.294521	150	0.300000	120	0.708333	2.102489	730	0.294521	0.345000	0.354985	
752	0.299202	123	0.203252	125	0.640000	2.102489	752	0.299202	0.330000	0.354948	
683	0.323572	150	0.306667	167	0.586826	2.102489	683	0.323572	0.365000	0.354963	
728	0.287088	140	0.228571	132	0.606061	2.102489	728	0.287088	0.321000	0.354913	
725	0.280000	140	0.357143	135	0.570370	2.102489	725	0.280000	0.330000	0.354877	
729	0.322359	130	0.292308	141	0.666667	2.102489	729	0.322359	0.367000	0.354894	
722	0.326870	135	0.237037	143	0.671329	2.102489	722	0.326870	0.364000	0.354908	
710	0.298592	140	0.207143	150	0.620000	2.102489	710	0.298592	0.334000	0.354877	
714	0.271709	151	0.238411	135	0.525926	2.102489	714	0.271709	0.301000	0.354799	
708	0.305085	145	0.275862	147	0.693878	2.102489	708	0.305085	0.358000	0.354804	
733	0.335607	133	0.300752	134	0.701493	2.102489	733	0.335607	0.380000	0.354840	
728	0.326923	150	0.306667	122	0.516393	2.102489	728	0.326923	0.347000	0.354829	
720	0.295833	134	0.276119	146	0.753425	2.102489	720	0.295833	0.360000	0.354836	
710	0.326761	157	0.222930	133	0.759398	2.102489	710	0.326761	0.368000	0.354855	
731	0.311902	147	0.340136	122	0.639344	2.102489	731	0.311902	0.356000	0.354857	
734	0.280654	122	0.237705	144	0.722222	2.102489	734	0.280654	0.339000	0.354834	
697	0.288379	153	0.281046	150	0.593333	2.102489	697	0.288379	0.333000	0.354803	
708	0.295198	162	0.271605	130	0.700000	2.102489	708	0.295198	0.344000	0.354787	
699	0.284692	148	0.263514	153	0.653595	2.102489	699	0.284692	0.338000	0.354763	
729	0.301783	132	0.340909	139	0.669065	2.102489	729	0.301783	0.358000	0.354768	
718	0.295265	143	0.258741	139	0.618705	2.102489	718	0.295265	0.335000	0.354739	
709	0.290550	144	0.222222	147	0.666667	2.102489	709	0.290550	0.336000	0.354713	
739	0.293640	112	0.321429	149	0.671141	2.102489	739	0.293640	0.353000	0.354710	
739	0.317997	136	0.264706	125	0.656000	2.102489	739	0.317997	0.353000	0.354708	
731	0.322845	134	0.276119	135	0.629630	2.102489	731	0.322845	0.358000	0.354713	
721	0.307906	146	0.335616	133	0.616541	2.102489	721	0.307906	0.353000	0.354710	
708	0.289548	160	0.337500	132	0.492424	2.102489	708	0.289548	0.324000	0.354667	
673	0.331352	173	0.312139	154	0.649351	2.102489	673	0.331352	0.377000	0.354698	
720	0.343056	144	0.201389	136	0.669118	2.102489	720	0.343056	0.367000	0.354716	
719	0.331015	141	0.304965	140	0.650000	2.102489	719	0.331015	0.372000	0.354740	
721	0.296810	142	0.359155	137	0.700730	2.102489	721	0.296810	0.361000	0.354749	
696	0.291667	151	0.231788	153	0.607843	2.102489	696	0.291667	0.331000	0.354715	
699	0.311874	164	0.317073	137	0.671533	2.102489	699	0.311874	0.362000	0.354726	
732	0.290984	137	0.313869	131	0.557252	2.102489	732	0.290984	0.329000	0.354690	
725	0.333793	141	0.269504	134	0.604478	2.102489	725	0.333793	0.361000	0.354698	
689	0.330914	158	0.367089	153	0.503268	2.102489	689	0.330914	0.363000	0.354710	
707	0.311174	154	0.331169	139	0.532374	2.102489	707	0.311174	0.345000	0.354696	
708	0.285311	148	0.256757	144	0.645833	2.102489	708	0.285311	0.333000	0.354666	
728	0.292582	128	0.382812	144	0.604167	2.102489	728	0.292582	0.349000	0.354658	
690	0.257971	127	0.220472	183	0.513661	2.102489	690	0.257971	0.300000	0.354582	
692	0.312139	162	0.320988	146	0.719178	2.102489	692	0.312139	0.373000	0.354608	
696	0.324713	151	0.245033	153	0.725490	2.102489	696	0.324713	0.374000	0.354635	
720	0.275000	153	0.274510	127	0.700787	2.102489	720	0.275000	0.329000	0.354599	
685	0.296350	158	0.367089	157	0.643312	2.102489	685	0.296350	0.362000	0.354609	
713	0.336606	137	0.270073	150	0.780000	2.102489	713	0.336606	0.394000	0.354664	
708	0.309322	135	0.340741	157	0.592357	2.102489	708	0.309322	0.358000	0.354668	
739	0.317997	143	0.258741	118	0.618644	2.102489	739	0.317997	0.345000	0.354655	
704	0.311080	162	0.283951	134	0.731343	2.102489	704	0.311080	0.363000	0.354667	
726	0.311295	146	0.273973	128	0.687500	2.102489	726	0.311295	0.354000	0.354666	
720	0.300000	156	0.339744	124	0.540323	2.102489	720	0.300000	0.336000	0.354640	
701	0.309558	161	0.360248	138	0.681159	2.102489	701	0.309558	0.369000	0.354660	
716	0.325419	149	0.214765	135	0.644444	2.102489	716	0.325419	0.352000	0.354656	
724	0.290055	142	0.316901	134	0.604478	2.102489	724	0.290055	0.336000	0.354631	
720	0.320833	150	0.266667	130	0.623077	2.102489	720	0.320833	0.352000	0.354627	
694	0.314121	164	0.250000	142	0.725352	2.102489	694	0.314121	0.362000	0.354637	
707	0.366337	152	0.289474	141	0.595745	2.102489	707	0.366337	0.387000	0.354681	
726	0.331956	129	0.310078	145	0.717241	2.102489	726	0.331956	0.385000	0.354722	
728	0.282967	135	0.311111	137	0.686131	2.102489	728	0.282967	0.342000	0.354705	
717	0.299861	135	0.266667	148	0.601351	2.102489	717	0.299861	0.340000	0.354685	
734	0.313351	134	0.298507	132	0.727273	2.102489	734	0.313351	0.366000	0.354700	
712	0.316011	149	0.248322	139	0.647482	2.102489	712	0.316011	0.352000	0.354697	
711	0.281294	129	0.317829	160	0.581250	2.102489	711	0.281294	0.334000	0.354669	
705	0.287943	164	0.384146	131	0.618321	2.102489	705	0.287943	0.347000	0.354659	
718	0.289694	144	0.319444	138	0.652174	2.102489	718	0.289694	0.344000	0.354644	
695	0.320863	185	0.275676	120	0.733333	2.102489	695	0.320863	0.362000	0.354654	
683	0.314788	159	0.314465	158	0.632911	2.102489	683	0.314788	0.365000	0.354668	
722	0.304709	133	0.218045	145	0.641379	2.102489	722	0.304709	0.342000	0.354651	
690	0.297101	162	0.320988	148	0.635135	2.102489	690	0.297101	0.351000	0.354646	
720	0.309722	139	0.309353	141	0.361702	2.102489	720	0.309722	0.317000	0.354596	
704	0.312500	145	0.206897	151	0.708609	2.102489	704	0.312500	0.357000	0.354599	
713	0.291725	128	0.304688	159	0.622642	2.102489	713	0.291725	0.346000	0.354588	
712	0.330056	138	0.340580	150	0.673333	2.102489	712	0.330056	0.383000	0.354625	
694	0.350144	156	0.275641	150	0.726667	2.102489	694	0.350144	0.395000	0.354679	
704	0.311080	144	0.215278	152	0.625000	2.102489	704	0.311080	0.345000	0.354666	
690	0.333333	173	0.329480	137	0.649635	2.102489	690	0.333333	0.376000	0.354694	
720	0.272222	133	0.240602	147	0.673469	2.102489	720	0.272222	0.327000	0.354658	
713	0.270687	146	0.294521	141	0.609929	2.102489	713	0.270687	0.322000	0.354615	
717	0.287308	141	0.255319	142	0.661972	2.102489	717	0.287308	0.336000	0.354590	
700	0.298571	144	0.298611	156	0.602564	2.102489	700	0.298571	0.346000	0.354579	
712	0.287921	140	0.342857	148	0.587838	2.102489	712	0.287921	0.340000	0.354559	
706	0.334278	147	0.258503	147	0.585034	2.102489	706	0.334278	0.360000	0.354567	
725	0.351724	133	0.315789	142	0.697183	2.102489	725	0.351724	0.396000	0.354621	
721	0.334258	147	0.251701	132	0.537879	2.102489	721	0.334258	0.349000	0.354614	
707	0.333805	146	0.198630	147	0.700680	2.102489	707	0.333805	0.368000	0.354631	
722	0.293629	139	0.323741	139	0.582734	2.102489	722	0.293629	0.338000	0.354609	
693	0.314574	151	0.264901	156	0.660256	2.102489	693	0.314574	0.361000	0.354618	
721	0.314840	141	0.269504	138	0.652174	2.102489	721	0.314840	0.355000	0.354618	
708	0.317797	141	0.290780	151	0.668874	2.102489	708	0.317797	0.367000	0.354634	
721	0.337032	135	0.303704	144	0.652778	2.102489	721	0.337032	0.378000	0.354665	
715	0.324476	138	0.260870	147	0.619048	2.102489	715	0.324476	0.359000	0.354671	
712	0.307584	155	0.393548	133	0.624060	2.102489	712	0.307584	0.363000	0.354681	
714	0.301120	149	0.389262	137	0.642336	2.102489	714	0.301120	0.361000	0.354690	
723	0.327801	133	0.255639	144	0.569444	2.102489	723	0.327801	0.353000	0.354687	
745	0.336913	125	0.232000	130	0.584615	2.102489	745	0.336913	0.356000	0.354689	
721	0.316227	147	0.272109	132	0.606061	2.102489	721	0.316227	0.348000	0.354680	
733	0.312415	138	0.289855	129	0.612403	2.102489	733	0.312415	0.348000	0.354672	
721	0.291262	141	0.297872	138	0.543478	2.102489	721	0.291262	0.327000	0.354636	
712	0.290730	150	0.246667	138	0.717391	2.102489	712	0.290730	0.343000	0.354621	
722	0.304709	149	0.208054	129	0.666667	2.102489	722	0.304709	0.337000	0.354599	
699	0.296137	135	0.259259	166	0.686747	2.102489	699	0.296137	0.356000	0.354600	
719	0.287900	145	0.248276	136	0.639706	2.102489	719	0.287900	0.330000	0.354569	
719	0.310153	146	0.301370	135	0.651852	2.102489	719	0.310153	0.355000	0.354569	
710	0.326761	152	0.289474	138	0.586957	2.102489	710	0.326761	0.357000	0.354572	
719	0.301808	135	0.251852	146	0.671233	2.102489	719	0.301808	0.349000	0.354565	
717	0.316597	140	0.157143	143	0.629371	2.102489	717	0.316597	0.339000	0.354545	
717	0.297071	134	0.283582	149	0.637584	2.102489	717	0.297071	0.346000	0.354535	
731	0.287278	131	0.305344	138	0.601449	2.102489	731	0.287278	0.333000	0.354507	
708	0.358757	157	0.261146	135	0.755556	2.102489	708	0.358757	0.397000	0.354561	
723	0.315353	140	0.300000	137	0.547445	2.102489	723	0.315353	0.345000	0.354549	
684	0.353801	165	0.303030	151	0.715232	2.102489	684	0.353801	0.400000	0.354607	
725	0.310345	128	0.265625	147	0.782313	2.102489	725	0.310345	0.374000	0.354631	
733	0.377899	133	0.240602	134	0.746269	2.102489	733	0.377899	0.409000	0.354700	
721	0.313454	149	0.328859	130	0.707692	2.102489	721	0.313454	0.367000	0.354715	
694	0.309798	162	0.370370	144	0.527778	2.102489	694	0.309798	0.351000	0.354711	
724	0.331492	127	0.338583	149	0.664430	2.102489	724	0.331492	0.382000	0.354745	
711	0.323488	149	0.208054	140	0.642857	2.102489	711	0.323488	0.351000	0.354740	
724	0.324586	133	0.270677	143	0.629371	2.102489	724	0.324586	0.361000	0.354748	
709	0.304654	163	0.294479	128	0.632812	2.102489	709	0.304654	0.345000	0.354736	
713	0.297335	153	0.392157	134	0.529851	2.102489	713	0.297335	0.343000	0.354721	
688	0.281977	147	0.340136	165	0.654545	2.102489	688	0.281977	0.352000	0.354718	
731	0.313269	125	0.232000	144	0.694444	2.102489	731	0.313269	0.358000	0.354722	
731	0.343365	118	0.254237	151	0.629139	2.102489	731	0.343365	0.376000	0.354749	
693	0.353535	163	0.312883	144	0.645833	2.102489	693	0.353535	0.389000	0.354791	
737	0.318860	122	0.270492	141	0.624113	2.102489	737	0.318860	0.356000	0.354793	
721	0.300971	123	0.333333	156	0.641026	2.102489	721	0.300971	0.358000	0.354797	
737	0.351425	126	0.317460	137	0.729927	2.102489	737	0.351425	0.399000	0.354852	
711	0.298172	147	0.319728	142	0.633803	2.102489	711	0.298172	0.349000	0.354844	
726	0.309917	140	0.314286	134	0.701493	2.102489	726	0.309917	0.363000	0.354855	
720	0.326389	165	0.345455	115	0.695652	2.102489	720	0.326389	0.372000	0.354876	
735	0.326531	131	0.312977	134	0.761194	2.102489	735	0.326531	0.383000	0.354911	
700	0.315714	146	0.253425	154	0.590909	2.102489	700	0.315714	0.349000	0.354903	
716	0.335196	147	0.306122	137	0.583942	2.102489	716	0.335196	0.365000	0.354916	
727	0.331499	144	0.243056	129	0.604651	2.102489	727	0.331499	0.354000	0.354915	
740	0.337838	133	0.315789	127	0.771654	2.102489	740	0.337838	0.390000	0.354958	
713	0.342216	147	0.333333	140	0.585714	2.102489	713	0.342216	0.375000	0.354982	
731	0.324213	147	0.278912	122	0.762295	2.102489	731	0.324213	0.371000	0.355002	
716	0.294693	149	0.328859	135	0.614815	2.102489	716	0.294693	0.343000	0.354987	
720	0.338889	145	0.324138	135	0.681481	2.102489	720	0.338889	0.383000	0.355022	
722	0.318560	149	0.255034	129	0.697674	2.102489	722	0.318560	0.358000	0.355025	
722	0.324100	141	0.340426	137	0.671533	2.102489	722	0.324100	0.374000	0.355048	
737	0.321574	156	0.301282	107	0.616822	2.102489	737	0.321574	0.350000	0.355042	
686	0.327988	168	0.291667	146	0.623288	2.102489	686	0.327988	0.365000	0.355054	
704	0.319602	165	0.272727	131	0.633588	2.102489	704	0.319602	0.353000	0.355052	
708	0.320621	140	0.335714	152	0.690789	2.102489	708	0.320621	0.379000	0.355081	
714	0.281513	139	0.294964	147	0.666667	2.102489	714	0.281513	0.340000	0.355063	
702	0.294872	150	0.300000	148	0.527027	2.102489	702	0.294872	0.330000	0.355032	
718	0.278552	138	0.326087	144	0.604167	2.102489	718	0.278552	0.332000	0.355004	
715	0.324476	141	0.319149	144	0.638889	2.102489	715	0.324476	0.369000	0.355021	
696	0.293103	155	0.316129	149	0.664430	2.102489	696	0.293103	0.352000	0.355018	
702	0.279202	150	0.286667	148	0.695946	2.102489	702	0.279202	0.342000	0.355002	
746	0.282842	120	0.275000	134	0.626866	2.102489	746	0.282842	0.328000	0.354969	
719	0.280946	154	0.337662	127	0.590551	2.102489	719	0.280946	0.329000	0.354938	
706	0.308782	146	0.253425	148	0.648649	2.102489	706	0.308782	0.351000	0.354933	
729	0.300412	144	0.270833	127	0.661417	2.102489	729	0.300412	0.342000	0.354918	
732	0.306011	135	0.237037	133	0.548872	2.102489	732	0.306011	0.329000	0.354887	
720	0.309722	145	0.337931	135	0.622222	2.102489	720	0.309722	0.356000	0.354888	
709	0.301834	161	0.291925	130	0.761538	2.102489	709	0.301834	0.360000	0.354894	
734	0.277929	120	0.308333	146	0.678082	2.102489	734	0.277929	0.340000	0.354877	
738	0.323848	127	0.362205	135	0.703704	2.102489	738	0.323848	0.380000	0.354906	
705	0.290780	160	0.231250	135	0.666667	2.102489	705	0.290780	0.332000	0.354879	
711	0.312236	164	0.237805	125	0.648000	2.102489	711	0.312236	0.342000	0.354864	
723	0.315353	150	0.246667	127	0.614173	2.102489	723	0.315353	0.343000	0.354850	
713	0.319776	150	0.280000	137	0.744526	2.102489	713	0.319776	0.372000	0.354870	
714	0.288515	150	0.240000	136	0.625000	2.102489	714	0.288515	0.327000	0.354837	
705	0.319149	158	0.246835	137	0.635036	2.102489	705	0.319149	0.351000	0.354833	
718	0.313370	144	0.291667	138	0.630435	2.102489	718	0.313370	0.354000	0.354832	
723	0.282158	140	0.271429	137	0.700730	2.102489	723	0.282158	0.338000	0.354812	
697	0.288379	145	0.241379	158	0.620253	2.102489	697	0.288379	0.334000	0.354787	
709	0.313117	154	0.279221	137	0.649635	2.102489	709	0.313117	0.354000	0.354786	
729	0.319616	138	0.210145	133	0.601504	2.102489	729	0.319616	0.342000	0.354771	
709	0.327221	145	0.310345	146	0.623288	2.102489	709	0.327221	0.368000	0.354787	
699	0.267525	142	0.274648	159	0.666667	2.102489	699	0.267525	0.332000	0.354760	
705	0.320567	145	0.358621	150	0.620000	2.102489	705	0.320567	0.371000	0.354779	
728	0.299451	138	0.318841	134	0.686567	2.102489	728	0.299451	0.354000	0.354778	
718	0.288301	147	0.265306	135	0.644444	2.102489	718	0.288301	0.333000	0.354753	
714	0.315126	138	0.275362	148	0.581081	2.102489	714	0.315126	0.349000	0.354746	
726	0.298898	130	0.292308	144	0.680556	2.102489	726	0.298898	0.353000	0.354744	
710	0.316901	158	0.341772	132	0.666667	2.102489	710	0.316901	0.367000	0.354758	
709	0.310296	127	0.275591	164	0.689024	2.102489	709	0.310296	0.368000	0.354773	
708	0.313559	143	0.321678	149	0.738255	2.102489	708	0.313559	0.378000	0.354801	
727	0.330124	135	0.266667	138	0.601449	2.102489	727	0.330124	0.359000	0.354805	
718	0.330084	134	0.238806	148	0.675676	2.102489	718	0.330084	0.369000	0.354822	
723	0.311203	136	0.250000	141	0.581560	2.102489	723	0.311203	0.341000	0.354806	
737	0.317503	129	0.279070	134	0.679104	2.102489	737	0.317503	0.361000	0.354813	
732	0.308743	127	0.299213	141	0.609929	2.102489	732	0.308743	0.350000	0.354807	
722	0.286704	122	0.311475	156	0.628205	2.102489	722	0.286704	0.343000	0.354794	
734	0.291553	144	0.284722	122	0.639344	2.102489	734	0.291553	0.333000	0.354769	
721	0.305132	134	0.268657	145	0.717241	2.102489	721	0.305132	0.360000	0.354775	
693	0.334776	156	0.288462	151	0.609272	2.102489	693	0.334776	0.369000	0.354791	
736	0.286685	141	0.283688	123	0.626016	2.102489	736	0.286685	0.328000	0.354760	
736	0.309783	131	0.297710	133	0.706767	2.102489	736	0.309783	0.361000	0.354767	
721	0.349515	126	0.293651	153	0.660131	2.102489	721	0.349515	0.390000	0.354808	
730	0.313699	132	0.295455	138	0.579710	2.102489	730	0.313699	0.348000	0.354800	
704	0.299716	157	0.343949	139	0.618705	2.102489	704	0.299716	0.351000	0.354796	
687	0.307132	153	0.267974	160	0.756250	2.102489	687	0.307132	0.373000	0.354817	
727	0.294360	154	0.292208	119	0.714286	2.102489	727	0.294360	0.344000	0.354804	
732	0.318306	143	0.335664	125	0.696000	2.102489	732	0.318306	0.368000	0.354819	
719	0.368567	140	0.314286	141	0.645390	2.102489	719	0.368567	0.400000	0.354871	
706	0.311615	152	0.322368	142	0.570423	2.102489	706	0.311615	0.350000	0.354865	
706	0.298867	150	0.233333	144	0.666667	2.102489	706	0.298867	0.342000	0.354851	
734	0.299728	138	0.253623	128	0.562500	2.102489	734	0.299728	0.327000	0.354819	
696	0.294540	150	0.346667	154	0.538961	2.102489	696	0.294540	0.340000	0.354802	
737	0.328358	121	0.247934	142	0.718310	2.102489	737	0.328358	0.374000	0.354824	
701	0.305278	141	0.241135	158	0.607595	2.102489	701	0.305278	0.344000	0.354812	
732	0.310109	140	0.335714	128	0.640625	2.102489	732	0.310109	0.356000	0.354813	
732	0.286885	144	0.361111	124	0.685484	2.102489	732	0.286885	0.347000	0.354804	
724	0.291436	135	0.303704	141	0.617021	2.102489	724	0.291436	0.339000	0.354786	
719	0.305981	130	0.330769	151	0.635762	2.102489	719	0.305981	0.359000	0.354791	
712	0.339888	133	0.240602	155	0.664516	2.102489	712	0.339888	0.377000	0.354816	
725	0.244138	150	0.346667	125	0.640000	2.102489	725	0.244138	0.309000	0.354765	
725	0.300690	139	0.302158	136	0.750000	2.102489	725	0.300690	0.362000	0.354773	
724	0.345304	152	0.309211	124	0.669355	2.102489	724	0.345304	0.380000	0.354801	
713	0.316971	137	0.321168	150	0.533333	2.102489	713	0.316971	0.350000	0.354796	
710	0.335211	138	0.318841	152	0.651316	2.102489	710	0.335211	0.381000	0.354825	
723	0.293223	135	0.333333	142	0.661972	2.102489	723	0.293223	0.351000	0.354821	
711	0.291139	146	0.321918	143	0.643357	2.102489	711	0.291139	0.346000	0.354811	
690	0.334783	154	0.272727	156	0.621795	2.102489	690	0.334783	0.370000	0.354828	
724	0.285912	138	0.282609	138	0.579710	2.102489	724	0.285912	0.326000	0.354796	
715	0.313287	136	0.301471	149	0.684564	2.102489	715	0.313287	0.367000	0.354809	
724	0.319061	139	0.338129	137	0.678832	2.102489	724	0.319061	0.371000	0.354827	
740	0.290541	135	0.355556	125	0.648000	2.102489	740	0.290541	0.344000	0.354815	
718	0.309192	136	0.205882	146	0.698630	2.102489	718	0.309192	0.352000	0.354812	
736	0.308424	139	0.374101	125	0.656000	2.102489	736	0.308424	0.361000	0.354819	
711	0.315049	136	0.323529	153	0.673203	2.102489	711	0.315049	0.371000	0.354837	
709	0.354020	140	0.271429	151	0.635762	2.102489	709	0.354020	0.385000	0.354870	
714	0.284314	132	0.318182	154	0.707792	2.102489	714	0.284314	0.354000	0.354869	
697	0.321377	158	0.246835	145	0.682759	2.102489	697	0.321377	0.362000	0.354877	
737	0.317503	142	0.316901	121	0.702479	2.102489	737	0.317503	0.364000	0.354887	
714	0.295518	136	0.382353	150	0.593333	2.102489	714	0.295518	0.352000	0.354884	
709	0.301834	148	0.378378	143	0.678322	2.102489	709	0.301834	0.367000	0.354897	
707	0.316832	151	0.291391	142	0.640845	2.102489	707	0.316832	0.359000	0.354902	
685	0.340146	160	0.250000	155	0.658065	2.102489	685	0.340146	0.375000	0.354924	
727	0.334250	140	0.285714	133	0.548872	2.102489	727	0.334250	0.356000	0.354925	
698	0.325215	148	0.358108	154	0.642857	2.102489	698	0.325215	0.379000	0.354951	
706	0.339943	149	0.201342	145	0.675862	2.102489	706	0.339943	0.368000	0.354966	
691	0.277858	167	0.197605	142	0.612676	2.102489	691	0.277858	0.312000	0.354919	
719	0.375522	134	0.179104	147	0.598639	2.102489	719	0.375522	0.382000	0.354948	
700	0.302857	140	0.292857	160	0.643750	2.102489	700	0.302857	0.356000	0.354949	
719	0.351878	138	0.268116	143	0.678322	2.102489	719	0.351878	0.387000	0.354984	
699	0.314735	164	0.243902	137	0.642336	2.102489	699	0.314735	0.348000	0.354977	
747	0.329317	124	0.241935	129	0.627907	2.102489	747	0.329317	0.357000	0.354979	
726	0.293388	131	0.274809	143	0.587413	2.102489	726	0.293388	0.333000	0.354955	
730	0.310959	140	0.321429	130	0.584615	2.102489	730	0.310959	0.348000	0.354948	
708	0.309322	154	0.266234	138	0.579710	2.102489	708	0.309322	0.340000	0.354931	
736	0.308424	133	0.345865	131	0.656489	2.102489	736	0.308424	0.359000	0.354936	
724	0.266575	128	0.312500	148	0.540541	2.102489	724	0.266575	0.313000	0.354890	
713	0.309958	137	0.313869	150	0.660000	2.102489	713	0.309958	0.363000	0.354899	
720	0.370833	136	0.264706	144	0.618056	2.102489	720	0.370833	0.392000	0.354939	
707	0.315417	142	0.225352	151	0.668874	2.102489	707	0.315417	0.356000	0.354940	
680	0.291176	163	0.233129	157	0.700637	2.102489	680	0.291176	0.346000	0.354931	
710	0.318310	134	0.276119	156	0.641026	2.102489	710	0.318310	0.363000	0.354939	
740	0.285135	130	0.323077	130	0.492308	2.102489	740	0.285135	0.317000	0.354899	
678	0.323009	146	0.376712	176	0.642045	2.102489	678	0.323009	0.387000	0.354933	
690	0.328986	150	0.293333	160	0.687500	2.102489	690	0.328986	0.381000	0.354961	
717	0.313808	150	0.280000	133	0.699248	2.102489	717	0.313808	0.360000	0.354966	
704	0.282670	141	0.241135	155	0.664516	2.102489	704	0.282670	0.336000	0.354946	
733	0.330150	133	0.225564	134	0.679104	2.102489	733	0.330150	0.363000	0.354955	
732	0.321038	129	0.279070	139	0.625899	2.102489	732	0.321038	0.358000	0.354958	
731	0.333789	119	0.294118	150	0.746667	2.102489	731	0.333789	0.391000	0.354996	
707	0.312588	129	0.224806	164	0.652439	2.102489	707	0.312588	0.357000	0.354999	
720	0.318056	142	0.253521	138	0.688406	2.102489	720	0.318056	0.360000	0.355004	
