Default schedule
Rate	71.43
Prior Change	14.29
Tree Move	14.29
Rate Tried	% Accepted	Prior Change Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
725	0.293793	126	0.238095	149	0.604027	2.102489	725	0.293793	0.333000	0.353992	
727	0.299862	135	0.318519	138	0.594203	2.102489	727	0.299862	0.343000	0.353957	
706	0.348442	159	0.389937	135	0.637037	2.102489	706	0.348442	0.394000	0.354085	
691	0.348770	154	0.311688	155	0.716129	2.102489	691	0.348770	0.400000	0.354231	
712	0.308989	155	0.367742	133	0.609023	2.102489	712	0.308989	0.358000	0.354243	
723	0.316736	149	0.234899	128	0.664062	2.102489	723	0.316736	0.349000	0.354227	
709	0.293371	139	0.359712	152	0.677632	2.102489	709	0.293371	0.361000	0.354248	
710	0.259155	161	0.385093	129	0.651163	2.102489	710	0.259155	0.330000	0.354172	
698	0.308023	161	0.285714	141	0.673759	2.102489	698	0.308023	0.356000	0.354178	
738	0.311653	129	0.271318	133	0.676692	2.102489	738	0.311653	0.355000	0.354180	
731	0.306430	137	0.233577	132	0.712121	2.102489	731	0.306430	0.350000	0.354167	
729	0.305898	144	0.298611	127	0.653543	2.102489	729	0.305898	0.349000	0.354151	
737	0.359566	133	0.278195	130	0.738462	2.102489	737	0.359566	0.398000	0.354287	
728	0.299451	130	0.330769	142	0.633803	2.102489	728	0.299451	0.351000	0.354277	
715	0.282517	140	0.371429	145	0.689655	2.102489	715	0.282517	0.354000	0.354276	
708	0.286723	135	0.348148	157	0.630573	2.102489	708	0.286723	0.349000	0.354260	
713	0.304348	120	0.316667	167	0.634731	2.102489	713	0.304348	0.361000	0.354280	
683	0.291362	153	0.287582	164	0.676829	2.102489	683	0.291362	0.354000	0.354279	
699	0.316166	135	0.281481	166	0.716867	2.102489	699	0.316166	0.378000	0.354352	
719	0.336579	146	0.315068	135	0.600000	2.102489	719	0.336579	0.369000	0.354396	
736	0.346467	120	0.208333	144	0.673611	2.102489	736	0.346467	0.377000	0.354464	
717	0.316597	129	0.279070	154	0.571429	2.102489	717	0.316597	0.351000	0.354454	
757	0.301189	118	0.279661	125	0.568000	2.102489	757	0.301189	0.332000	0.354386	
728	0.311813	122	0.180328	150	0.726667	2.102489	728	0.311813	0.358000	0.354397	
731	0.311902	140	0.271429	129	0.705426	2.102489	731	0.311902	0.357000	0.354405	
728	0.309066	136	0.205882	136	0.602941	2.102489	728	0.309066	0.335000	0.354347	
703	0.318634	144	0.333333	153	0.686275	2.102489	703	0.318634	0.377000	0.354414	
708	0.295198	144	0.354167	148	0.628378	2.102489	708	0.295198	0.353000	0.354410	
738	0.323848	138	0.195652	124	0.540323	2.102489	738	0.323848	0.333000	0.354347	
741	0.286100	136	0.316176	123	0.536585	2.102489	741	0.286100	0.321000	0.354249	
723	0.311203	151	0.304636	126	0.571429	2.102489	723	0.311203	0.343000	0.354216	
720	0.284722	136	0.345588	144	0.645833	2.102489	720	0.284722	0.345000	0.354189	
735	0.293878	135	0.259259	130	0.630769	2.102489	735	0.293878	0.333000	0.354127	
698	0.300860	156	0.269231	146	0.678082	2.102489	698	0.300860	0.351000	0.354118	
693	0.313131	148	0.304054	159	0.572327	2.102489	693	0.313131	0.353000	0.354115	
715	0.355245	141	0.304965	144	0.715278	2.102489	715	0.355245	0.400000	0.354248	
711	0.302391	148	0.277027	141	0.588652	2.102489	711	0.302391	0.339000	0.354204	
686	0.306122	154	0.292208	160	0.637500	2.102489	686	0.306122	0.357000	0.354212	
701	0.323823	154	0.305195	145	0.600000	2.102489	701	0.323823	0.361000	0.354231	
700	0.318571	156	0.243590	144	0.687500	2.102489	700	0.318571	0.360000	0.354248	
720	0.318056	152	0.282895	128	0.578125	2.102489	720	0.318056	0.346000	0.354224	
727	0.287483	120	0.241667	153	0.594771	2.102489	727	0.287483	0.329000	0.354152	
731	0.307798	114	0.307018	155	0.729032	2.102489	731	0.307798	0.373000	0.354206	
689	0.256894	141	0.290780	170	0.635294	2.102489	689	0.256894	0.326000	0.354126	
690	0.320290	162	0.228395	148	0.614865	2.102489	690	0.320290	0.349000	0.354112	
708	0.337571	151	0.304636	141	0.553191	2.102489	708	0.337571	0.363000	0.354137	
708	0.329096	140	0.350000	152	0.717105	2.102489	708	0.329096	0.391000	0.354240	
700	0.315714	140	0.378571	160	0.643750	2.102489	700	0.315714	0.377000	0.354303	
713	0.253857	150	0.220000	137	0.605839	2.102489	713	0.253857	0.297000	0.354144	
706	0.308782	143	0.230769	151	0.721854	2.102489	706	0.308782	0.360000	0.354160	
689	0.316401	148	0.243243	163	0.705521	2.102489	689	0.316401	0.369000	0.354201	
699	0.324750	147	0.340136	154	0.662338	2.102489	699	0.324750	0.379000	0.354270	
725	0.332414	128	0.312500	147	0.510204	2.102489	725	0.332414	0.356000	0.354275	
715	0.296503	138	0.333333	147	0.482993	2.102489	715	0.296503	0.329000	0.354205	
730	0.336986	140	0.221429	130	0.784615	2.102489	730	0.336986	0.379000	0.354273	
680	0.320588	173	0.248555	147	0.659864	2.102489	680	0.320588	0.358000	0.354283	
734	0.303815	128	0.289062	138	0.652174	2.102489	734	0.303815	0.350000	0.354272	
704	0.330966	143	0.223776	153	0.647059	2.102489	704	0.330966	0.364000	0.354298	
713	0.307153	151	0.384106	136	0.610294	2.102489	713	0.307153	0.360000	0.354313	
730	0.290411	137	0.306569	133	0.556391	2.102489	730	0.290411	0.328000	0.354242	
724	0.319061	148	0.283784	128	0.765625	2.102489	724	0.319061	0.371000	0.354287	
710	0.283099	149	0.268456	141	0.638298	2.102489	710	0.283099	0.331000	0.354225	
723	0.305671	141	0.248227	136	0.705882	2.102489	723	0.305671	0.352000	0.354219	
702	0.344729	156	0.262821	142	0.711268	2.102489	702	0.344729	0.384000	0.354299	
700	0.308571	152	0.302632	148	0.554054	2.102489	700	0.308571	0.344000	0.354271	
707	0.318246	140	0.242857	153	0.673203	2.102489	707	0.318246	0.362000	0.354292	
718	0.303621	128	0.281250	154	0.681818	2.102489	718	0.303621	0.359000	0.354304	
725	0.303448	129	0.364341	146	0.575342	2.102489	725	0.303448	0.351000	0.354295	
731	0.318741	128	0.304688	141	0.680851	2.102489	731	0.318741	0.368000	0.354332	
706	0.301700	136	0.213235	158	0.582278	2.102489	706	0.301700	0.334000	0.354278	
739	0.305819	128	0.250000	133	0.706767	2.102489	739	0.305819	0.352000	0.354272	
716	0.325419	145	0.337931	139	0.690647	2.102489	716	0.325419	0.378000	0.354334	
720	0.309722	148	0.277027	132	0.674242	2.102489	720	0.309722	0.353000	0.354331	
729	0.359396	137	0.306569	134	0.723881	2.102489	729	0.359396	0.401000	0.354452	
707	0.352192	148	0.304054	145	0.648276	2.102489	707	0.352192	0.388000	0.354539	
720	0.284722	143	0.321678	137	0.751825	2.102489	720	0.284722	0.354000	0.354538	
702	0.273504	129	0.317829	169	0.698225	2.102489	702	0.273504	0.351000	0.354529	
717	0.291492	142	0.345070	141	0.602837	2.102489	717	0.291492	0.343000	0.354499	
737	0.306649	137	0.364964	126	0.626984	2.102489	737	0.306649	0.355000	0.354500	
702	0.331909	143	0.244755	155	0.683871	2.102489	702	0.331909	0.374000	0.354550	
715	0.292308	138	0.311594	147	0.680272	2.102489	715	0.292308	0.352000	0.354544	
722	0.318560	144	0.243056	134	0.656716	2.102489	722	0.318560	0.353000	0.354540	
737	0.295794	142	0.169014	121	0.702479	2.102489	737	0.295794	0.327000	0.354470	
719	0.290682	141	0.312057	140	0.650000	2.102489	719	0.290682	0.344000	0.354443	
729	0.299040	143	0.244755	128	0.617188	2.102489	729	0.299040	0.332000	0.354386	
734	0.271117	138	0.289855	128	0.617188	2.102489	734	0.271117	0.318000	0.354295	
697	0.265423	151	0.331126	152	0.631579	2.102489	697	0.265423	0.331000	0.354236	
721	0.256588	142	0.225352	137	0.510949	2.102489	721	0.256588	0.287000	0.354067	
743	0.348587	126	0.301587	131	0.534351	2.102489	743	0.348587	0.367000	0.354099	
732	0.327869	145	0.310345	123	0.650407	2.102489	732	0.327869	0.365000	0.354127	
721	0.294036	151	0.331126	128	0.687500	2.102489	721	0.294036	0.350000	0.354116	
728	0.333791	135	0.118519	137	0.773723	2.102489	728	0.333791	0.365000	0.354143	
727	0.277854	136	0.191176	137	0.671533	2.102489	727	0.277854	0.320000	0.354059	
736	0.354620	136	0.264706	128	0.632812	2.102489	736	0.354620	0.378000	0.354118	
725	0.335172	128	0.226562	147	0.741497	2.102489	725	0.335172	0.381000	0.354184	
712	0.272472	156	0.378205	132	0.553030	2.102489	712	0.272472	0.326000	0.354115	
683	0.323572	173	0.208092	144	0.611111	2.102489	683	0.323572	0.345000	0.354092	
717	0.283124	142	0.267606	141	0.687943	2.102489	717	0.283124	0.338000	0.354053	
737	0.308005	143	0.195804	120	0.725000	2.102489	737	0.308005	0.342000	0.354024	
670	0.346269	172	0.343023	158	0.721519	2.102489	670	0.346269	0.405000	0.354148	
699	0.353362	151	0.251656	150	0.706667	2.102489	699	0.353362	0.391000	0.354238	
725	0.270345	138	0.318841	137	0.423358	2.102489	725	0.270345	0.298000	0.354101	
698	0.330946	149	0.308725	153	0.614379	2.102489	698	0.330946	0.371000	0.354142	
724	0.320442	150	0.226667	126	0.619048	2.102489	724	0.320442	0.344000	0.354118	
722	0.286704	134	0.268657	144	0.666667	2.102489	722	0.286704	0.339000	0.354081	
710	0.322535	143	0.307692	147	0.687075	2.102489	710	0.322535	0.374000	0.354129	
724	0.287293	137	0.372263	139	0.625899	2.102489	724	0.287293	0.346000	0.354109	
736	0.307065	127	0.244094	137	0.576642	2.102489	736	0.307065	0.336000	0.354066	
722	0.321330	143	0.223776	135	0.674074	2.102489	722	0.321330	0.355000	0.354068	
750	0.282667	132	0.265152	118	0.686441	2.102489	750	0.282667	0.328000	0.354006	
708	0.314972	160	0.262500	132	0.712121	2.102489	708	0.314972	0.359000	0.354018	
686	0.310496	160	0.250000	154	0.753247	2.102489	686	0.310496	0.369000	0.354054	
691	0.283647	149	0.241611	160	0.693750	2.102489	691	0.283647	0.343000	0.354028	
718	0.302228	129	0.240310	153	0.666667	2.102489	718	0.302228	0.350000	0.354018	
711	0.313643	139	0.208633	150	0.666667	2.102489	711	0.313643	0.352000	0.354013	
710	0.304225	135	0.288889	155	0.664516	2.102489	710	0.304225	0.358000	0.354023	
726	0.330579	138	0.217391	136	0.698529	2.102489	726	0.330579	0.365000	0.354048	
730	0.300000	127	0.362205	143	0.755245	2.102489	730	0.300000	0.373000	0.354093	
740	0.322973	133	0.285714	127	0.551181	2.102489	740	0.322973	0.347000	0.354076	
693	0.290043	146	0.253425	161	0.677019	2.102489	693	0.290043	0.347000	0.354060	
697	0.344333	149	0.322148	154	0.603896	2.102489	697	0.344333	0.381000	0.354122	
705	0.293617	150	0.280000	145	0.627586	2.102489	705	0.293617	0.340000	0.354089	
714	0.298319	124	0.233871	162	0.716049	2.102489	714	0.298319	0.358000	0.354098	
728	0.310440	131	0.198473	141	0.673759	2.102489	728	0.310440	0.347000	0.354082	
710	0.304225	142	0.253521	148	0.641892	2.102489	710	0.304225	0.347000	0.354066	
722	0.310249	135	0.348148	143	0.580420	2.102489	722	0.310249	0.354000	0.354066	
703	0.275960	145	0.282759	152	0.703947	2.102489	703	0.275960	0.342000	0.354038	
709	0.297602	157	0.216561	134	0.753731	2.102489	709	0.297602	0.346000	0.354020	
704	0.328125	150	0.260000	146	0.712329	2.102489	704	0.328125	0.374000	0.354065	
728	0.296703	150	0.353333	122	0.524590	2.102489	728	0.296703	0.333000	0.354017	
719	0.331015	142	0.309859	139	0.712230	2.102489	719	0.331015	0.381000	0.354079	
686	0.304665	161	0.322981	153	0.679739	2.102489	686	0.304665	0.365000	0.354103	
706	0.291785	134	0.305970	160	0.668750	2.102489	706	0.291785	0.354000	0.354103	
705	0.300709	143	0.300699	152	0.631579	2.102489	705	0.300709	0.351000	0.354096	
711	0.298172	151	0.377483	138	0.717391	2.102489	711	0.298172	0.368000	0.354127	
719	0.329624	139	0.251799	142	0.669014	2.102489	719	0.329624	0.367000	0.354156	
725	0.328276	146	0.246575	129	0.643411	2.102489	725	0.328276	0.357000	0.354163	
735	0.292517	140	0.257143	125	0.576000	2.102489	735	0.292517	0.323000	0.354093	
722	0.264543	140	0.200000	138	0.717391	2.102489	722	0.264543	0.318000	0.354013	
742	0.330189	120	0.208333	138	0.673913	2.102489	742	0.330189	0.363000	0.354033	
731	0.326949	117	0.290598	152	0.618421	2.102489	731	0.326949	0.367000	0.354061	
702	0.313390	131	0.213740	167	0.652695	2.102489	702	0.313390	0.357000	0.354068	
680	0.305882	164	0.298780	156	0.692308	2.102489	680	0.305882	0.365000	0.354092	
719	0.293463	143	0.279720	138	0.746377	2.102489	719	0.293463	0.354000	0.354092	
702	0.326211	156	0.256410	142	0.746479	2.102489	702	0.326211	0.375000	0.354138	
688	0.332849	173	0.294798	139	0.690647	2.102489	688	0.332849	0.376000	0.354186	
705	0.289362	153	0.254902	142	0.697183	2.102489	705	0.289362	0.342000	0.354159	
731	0.291382	142	0.267606	127	0.708661	2.102489	731	0.291382	0.341000	0.354130	
725	0.271724	143	0.230769	132	0.651515	2.102489	725	0.271724	0.316000	0.354047	
720	0.322222	163	0.245399	117	0.726496	2.102489	720	0.322222	0.357000	0.354054	
722	0.308864	140	0.292857	138	0.724638	2.102489	722	0.308864	0.364000	0.354075	
717	0.317992	149	0.248322	134	0.574627	2.102489	717	0.317992	0.342000	0.354049	
738	0.310298	138	0.282609	124	0.540323	2.102489	738	0.310298	0.335000	0.354008	
706	0.342776	151	0.311258	143	0.699301	2.102489	706	0.342776	0.389000	0.354083	
677	0.288035	161	0.391304	162	0.580247	2.102489	677	0.288035	0.352000	0.354079	
711	0.322082	137	0.270073	152	0.684211	2.102489	711	0.322082	0.370000	0.354113	
700	0.277143	162	0.246914	138	0.630435	2.102489	700	0.277143	0.321000	0.354042	
718	0.314763	137	0.357664	145	0.586207	2.102489	718	0.314763	0.360000	0.354055	
731	0.255814	123	0.308943	146	0.582192	2.102489	731	0.255814	0.310000	0.353961	
701	0.291013	145	0.310345	154	0.571429	2.102489	701	0.291013	0.337000	0.353925	
697	0.318508	145	0.324138	158	0.670886	2.102489	697	0.318508	0.375000	0.353970	
713	0.316971	128	0.335938	159	0.754717	2.102489	713	0.316971	0.389000	0.354044	
738	0.295393	120	0.300000	142	0.697183	2.102489	738	0.295393	0.353000	0.354042	
724	0.296961	132	0.363636	144	0.680556	2.102489	724	0.296961	0.361000	0.354056	
739	0.305819	123	0.243902	138	0.673913	2.102489	739	0.305819	0.349000	0.354046	
692	0.320809	151	0.218543	157	0.662420	2.102489	692	0.320809	0.359000	0.354056	
691	0.279305	157	0.318471	152	0.585526	2.102489	691	0.279305	0.332000	0.354010	
719	0.290682	143	0.223776	138	0.536232	2.102489	719	0.290682	0.315000	0.353928	
684	0.271930	176	0.261364	140	0.721429	2.102489	684	0.271930	0.333000	0.353884	
699	0.309013	155	0.232258	146	0.616438	2.102489	699	0.309013	0.342000	0.353860	
698	0.342407	129	0.217054	173	0.572254	2.102489	698	0.342407	0.366000	0.353885	
693	0.354978	142	0.316901	165	0.624242	2.102489	693	0.354978	0.394000	0.353968	
709	0.325811	151	0.291391	140	0.571429	2.102489	709	0.325811	0.355000	0.353970	
690	0.307246	165	0.260606	145	0.627586	2.102489	690	0.307246	0.346000	0.353954	
698	0.277937	150	0.293333	152	0.631579	2.102489	698	0.277937	0.334000	0.353913	
699	0.336195	148	0.250000	153	0.653595	2.102489	699	0.336195	0.372000	0.353950	
750	0.314667	129	0.294574	121	0.644628	2.102489	750	0.314667	0.352000	0.353946	
718	0.317549	146	0.301370	136	0.610294	2.102489	718	0.317549	0.355000	0.353948	
710	0.316901	157	0.210191	133	0.721805	2.102489	710	0.316901	0.354000	0.353948	
705	0.323404	136	0.220588	159	0.654088	2.102489	705	0.323404	0.362000	0.353965	
737	0.325645	127	0.275591	136	0.595588	2.102489	737	0.325645	0.356000	0.353969	
717	0.341702	125	0.320000	158	0.651899	2.102489	717	0.341702	0.388000	0.354038	
739	0.307172	129	0.317829	132	0.689394	2.102489	739	0.307172	0.359000	0.354048	
735	0.297959	140	0.242857	125	0.712000	2.102489	735	0.297959	0.342000	0.354024	
748	0.344920	122	0.245902	130	0.738462	2.102489	748	0.344920	0.384000	0.354084	
715	0.299301	143	0.272727	142	0.725352	2.102489	715	0.299301	0.356000	0.354088	
719	0.280946	131	0.305344	150	0.633333	2.102489	719	0.280946	0.337000	0.354054	
735	0.308844	131	0.290076	134	0.664179	2.102489	735	0.308844	0.354000	0.354054	
727	0.301238	138	0.304348	135	0.592593	2.102489	727	0.301238	0.341000	0.354027	
703	0.318634	155	0.212903	142	0.598592	2.102489	703	0.318634	0.342000	0.354003	
728	0.329670	141	0.297872	131	0.618321	2.102489	728	0.329670	0.363000	0.354021	
713	0.343619	151	0.350993	136	0.727941	2.102489	713	0.343619	0.397000	0.354107	
713	0.315568	144	0.347222	143	0.720280	2.102489	713	0.315568	0.378000	0.354154	
715	0.330070	140	0.264286	145	0.572414	2.102489	715	0.330070	0.356000	0.354158	
702	0.313390	141	0.290780	157	0.662420	2.102489	702	0.313390	0.365000	0.354179	
723	0.307054	164	0.207317	113	0.716814	2.102489	723	0.307054	0.337000	0.354146	
684	0.369883	152	0.315789	164	0.719512	2.102489	684	0.369883	0.419000	0.354273	
708	0.307910	153	0.235294	139	0.669065	2.102489	708	0.307910	0.347000	0.354259	
710	0.315493	160	0.218750	130	0.615385	2.102489	710	0.315493	0.339000	0.354229	
724	0.309392	142	0.281690	134	0.611940	2.102489	724	0.309392	0.346000	0.354213	
730	0.323288	131	0.312977	139	0.733813	2.102489	730	0.323288	0.379000	0.354262	
735	0.317007	137	0.277372	128	0.632812	2.102489	735	0.317007	0.352000	0.354257	
730	0.321918	137	0.299270	133	0.714286	2.102489	730	0.321918	0.371000	0.354290	
694	0.331412	154	0.285714	152	0.677632	2.102489	694	0.331412	0.377000	0.354334	
733	0.339700	130	0.246154	137	0.627737	2.102489	733	0.339700	0.367000	0.354359	
695	0.309353	166	0.216867	139	0.647482	2.102489	695	0.309353	0.341000	0.354333	
713	0.288920	158	0.284810	129	0.573643	2.102489	713	0.288920	0.325000	0.354276	
734	0.290191	134	0.320896	132	0.500000	2.102489	734	0.290191	0.322000	0.354214	
690	0.314493	165	0.266667	145	0.634483	2.102489	690	0.314493	0.353000	0.354211	
704	0.288352	151	0.291391	145	0.675862	2.102489	704	0.288352	0.345000	0.354194	
728	0.307692	120	0.233333	152	0.585526	2.102489	728	0.307692	0.341000	0.354168	
714	0.330532	130	0.200000	156	0.660256	2.102489	714	0.330532	0.365000	0.354189	
720	0.287500	138	0.376812	142	0.683099	2.102489	720	0.287500	0.356000	0.354192	
722	0.293629	124	0.250000	154	0.818182	2.102489	722	0.293629	0.369000	0.354221	
712	0.320225	146	0.321918	142	0.612676	2.102489	712	0.320225	0.362000	0.354236	
735	0.336054	121	0.264463	144	0.743056	2.102489	735	0.336054	0.386000	0.354296	
724	0.352210	145	0.255172	131	0.725191	2.102489	724	0.352210	0.387000	0.354358	
703	0.302987	154	0.227273	143	0.664336	2.102489	703	0.302987	0.343000	0.354336	
700	0.262857	153	0.235294	147	0.639456	2.102489	700	0.262857	0.314000	0.354260	
700	0.302857	177	0.333333	123	0.682927	2.102489	700	0.302857	0.355000	0.354262	
712	0.318820	144	0.236111	144	0.694444	2.102489	712	0.318820	0.361000	0.354274	
705	0.293617	150	0.253333	145	0.579310	2.102489	705	0.293617	0.329000	0.354227	
714	0.295518	153	0.320261	133	0.669173	2.102489	714	0.295518	0.349000	0.354217	
730	0.308219	137	0.299270	133	0.639098	2.102489	730	0.308219	0.351000	0.354211	
716	0.314246	137	0.291971	147	0.693878	2.102489	716	0.314246	0.367000	0.354235	
709	0.286319	174	0.316092	117	0.641026	2.102489	709	0.286319	0.333000	0.354195	
737	0.314790	129	0.263566	134	0.597015	2.102489	737	0.314790	0.346000	0.354180	
698	0.349570	145	0.262069	157	0.745223	2.102489	698	0.349570	0.399000	0.354263	
704	0.264205	164	0.414634	132	0.613636	2.102489	704	0.264205	0.335000	0.354228	
731	0.302326	136	0.316176	133	0.669173	2.102489	731	0.302326	0.353000	0.354225	
735	0.334694	125	0.248000	140	0.721429	2.102489	735	0.334694	0.378000	0.354269	
701	0.288160	149	0.234899	150	0.693333	2.102489	701	0.288160	0.341000	0.354245	
749	0.303071	117	0.290598	134	0.694030	2.102489	749	0.303071	0.354000	0.354244	
707	0.305516	137	0.189781	156	0.730769	2.102489	707	0.305516	0.356000	0.354248	
719	0.307371	133	0.270677	148	0.729730	2.102489	719	0.307371	0.365000	0.354267	
707	0.299859	156	0.205128	137	0.744526	2.102489	707	0.299859	0.346000	0.354252	
716	0.286313	149	0.302013	135	0.637037	2.102489	716	0.286313	0.336000	0.354219	
708	0.302260	154	0.409091	138	0.666667	2.102489	708	0.302260	0.369000	0.354246	
695	0.335252	164	0.335366	141	0.680851	2.102489	695	0.335252	0.384000	0.354300	
727	0.335626	125	0.384000	148	0.716216	2.102489	727	0.335626	0.398000	0.354379	
706	0.321530	164	0.310976	130	0.515385	2.102489	706	0.321530	0.345000	0.354362	
726	0.283747	133	0.285714	141	0.609929	2.102489	726	0.283747	0.330000	0.354318	
713	0.307153	149	0.281879	138	0.586957	2.102489	713	0.307153	0.342000	0.354296	
723	0.290456	141	0.234043	136	0.647059	2.102489	723	0.290456	0.331000	0.354254	
716	0.344972	127	0.220472	157	0.643312	2.102489	716	0.344972	0.376000	0.354293	
716	0.300279	136	0.323529	148	0.574324	2.102489	716	0.300279	0.344000	0.354275	
677	0.279173	168	0.279762	155	0.593548	2.102489	677	0.279173	0.328000	0.354227	
688	0.297965	164	0.250000	148	0.574324	2.102489	688	0.297965	0.331000	0.354186	
725	0.289655	143	0.314685	132	0.606061	2.102489	725	0.289655	0.335000	0.354151	
713	0.359046	167	0.257485	120	0.708333	2.102489	713	0.359046	0.384000	0.354205	
704	0.348011	145	0.331034	151	0.675497	2.102489	704	0.348011	0.395000	0.354277	
687	0.327511	161	0.316770	152	0.611842	2.102489	687	0.327511	0.369000	0.354304	
727	0.283356	146	0.321918	127	0.755906	2.102489	727	0.283356	0.349000	0.354294	
720	0.309722	126	0.261905	154	0.649351	2.102489	720	0.309722	0.356000	0.354297	
716	0.310056	138	0.253623	146	0.698630	2.102489	716	0.310056	0.359000	0.354306	
690	0.320290	169	0.355030	141	0.659574	2.102489	690	0.320290	0.374000	0.354340	
701	0.303852	155	0.380645	144	0.611111	2.102489	701	0.303852	0.360000	0.354350	
711	0.312236	161	0.341615	128	0.570312	2.102489	711	0.312236	0.350000	0.354343	
695	0.332374	146	0.349315	159	0.540881	2.102489	695	0.332374	0.368000	0.354367	
694	0.302594	152	0.315789	154	0.688312	2.102489	694	0.302594	0.364000	0.354384	
715	0.324476	140	0.250000	145	0.786207	2.102489	715	0.324476	0.381000	0.354430	
721	0.343967	130	0.253846	149	0.610738	2.102489	721	0.343967	0.372000	0.354461	
730	0.336986	123	0.390244	147	0.632653	2.102489	730	0.336986	0.387000	0.354518	
708	0.293785	153	0.254902	139	0.561151	2.102489	708	0.293785	0.325000	0.354466	
731	0.340629	124	0.274194	145	0.689655	2.102489	731	0.340629	0.383000	0.354516	
701	0.293866	154	0.292208	145	0.662069	2.102489	701	0.293866	0.347000	0.354503	
741	0.298246	145	0.255172	114	0.622807	2.102489	741	0.298246	0.329000	0.354459	
705	0.326241	155	0.335484	140	0.707143	2.102489	705	0.326241	0.381000	0.354505	
730	0.275342	133	0.308271	137	0.576642	2.102489	730	0.275342	0.321000	0.354447	
712	0.285112	142	0.359155	146	0.602740	2.102489	712	0.285112	0.342000	0.354425	
724	0.296961	143	0.335664	133	0.548872	2.102489	724	0.296961	0.336000	0.354394	
699	0.316166	140	0.264286	161	0.621118	2.102489	699	0.316166	0.358000	0.354400	
715	0.306294	139	0.287770	146	0.630137	2.102489	715	0.306294	0.351000	0.354394	
699	0.300429	139	0.359712	162	0.666667	2.102489	699	0.300429	0.368000	0.354417	
724	0.330110	155	0.309677	121	0.636364	2.102489	724	0.330110	0.364000	0.354434	
679	0.282769	169	0.254438	152	0.657895	2.102489	679	0.282769	0.335000	0.354400	
697	0.272597	146	0.273973	157	0.719745	2.102489	697	0.272597	0.343000	0.354381	
691	0.345876	153	0.261438	156	0.717949	2.102489	691	0.345876	0.391000	0.354443	
722	0.340720	141	0.255319	137	0.642336	2.102489	722	0.340720	0.370000	0.354470	
709	0.342736	161	0.316770	130	0.607692	2.102489	709	0.342736	0.373000	0.354501	
708	0.319209	154	0.396104	138	0.630435	2.102489	708	0.319209	0.374000	0.354534	
739	0.311231	136	0.286765	125	0.624000	2.102489	739	0.311231	0.347000	0.354521	
689	0.269956	163	0.343558	148	0.628378	2.102489	689	0.269956	0.335000	0.354488	
722	0.326870	136	0.316176	142	0.676056	2.102489	722	0.326870	0.375000	0.354523	
703	0.314367	151	0.324503	146	0.575342	2.102489	703	0.314367	0.354000	0.354522	
692	0.297688	158	0.189873	150	0.693333	2.102489	692	0.297688	0.340000	0.354498	
732	0.370219	145	0.317241	123	0.609756	2.102489	732	0.370219	0.392000	0.354561	
695	0.336691	147	0.272109	158	0.651899	2.102489	695	0.336691	0.377000	0.354598	
692	0.297688	160	0.337500	148	0.594595	2.102489	692	0.297688	0.348000	0.354587	
694	0.311239	157	0.286624	149	0.657718	2.102489	694	0.311239	0.359000	0.354594	
717	0.334728	135	0.385185	148	0.662162	2.102489	717	0.334728	0.390000	0.354653	
704	0.355114	146	0.273973	150	0.726667	2.102489	704	0.355114	0.399000	0.354727	
715	0.295105	144	0.284722	141	0.737589	2.102489	715	0.295105	0.356000	0.354729	
702	0.344729	141	0.269504	157	0.764331	2.102489	702	0.344729	0.400000	0.354804	
719	0.248957	126	0.214286	155	0.696774	2.102489	719	0.248957	0.314000	0.354737	
737	0.316147	147	0.251701	116	0.629310	2.102489	737	0.316147	0.343000	0.354717	
703	0.294452	167	0.287425	130	0.576923	2.102489	703	0.294452	0.330000	0.354677	
724	0.345304	142	0.267606	134	0.708955	2.102489	724	0.345304	0.383000	0.354723	
720	0.297222	135	0.251852	145	0.600000	2.102489	720	0.297222	0.335000	0.354691	
721	0.299584	129	0.341085	150	0.646667	2.102489	721	0.299584	0.357000	0.354695	
694	0.298271	152	0.296053	154	0.603896	2.102489	694	0.298271	0.345000	0.354679	
735	0.302041	141	0.333333	124	0.782258	2.102489	735	0.302041	0.366000	0.354697	
702	0.326211	135	0.281481	163	0.631902	2.102489	702	0.326211	0.370000	0.354722	
733	0.309686	129	0.333333	138	0.731884	2.102489	733	0.309686	0.371000	0.354749	
711	0.274262	144	0.291667	145	0.586207	2.102489	711	0.274262	0.322000	0.354695	
716	0.333799	144	0.305556	140	0.657143	2.102489	716	0.333799	0.375000	0.354728	
717	0.340307	148	0.243243	135	0.651852	2.102489	717	0.340307	0.368000	0.354750	
721	0.288488	154	0.272727	125	0.632000	2.102489	721	0.288488	0.329000	0.354708	
731	0.302326	132	0.333333	137	0.627737	2.102489	731	0.302326	0.351000	0.354702	
739	0.300406	132	0.250000	129	0.620155	2.102489	739	0.300406	0.335000	0.354670	
689	0.310595	166	0.319277	145	0.772414	2.102489	689	0.310595	0.379000	0.354710	
708	0.336158	157	0.318471	135	0.614815	2.102489	708	0.336158	0.371000	0.354736	
710	0.312676	148	0.297297	142	0.626761	2.102489	710	0.312676	0.355000	0.354736	
721	0.339806	132	0.310606	147	0.666667	2.102489	721	0.339806	0.384000	0.354783	
731	0.298222	138	0.369565	131	0.603053	2.102489	731	0.298222	0.348000	0.354772	
