Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin2.txt
Log File Name:                   DEP_pol2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3996754486
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1357000	-132.476366	223	1	0	'0 0 0 0 0 0 0 0 	I	0.115618	0.115618	0.115618	0.115618	0.115618	0.115618	0.115618	0.115618	0.024406	0.000372	0.960561	0.014661	0.315380	
1358000	-132.595943	334	1	0	'0 0 0 0 0 0 0 0 	I	0.123794	0.123794	0.123794	0.123794	0.123794	0.123794	0.123794	0.123794	0.050966	0.002503	0.902221	0.044310	0.336712	
1359000	-132.503989	556	1	2	'0 0 0 0 Z Z 0 0 	D	0.178740	0.178740	0.178740	0.178740	0.000000	0.000000	0.178740	0.178740	0.473466	0.160589	0.000000	0.365945	0.401174	
1360000	-134.053910	687	1	0	'0 0 0 0 0 0 0 0 	I	0.123910	0.123910	0.123910	0.123910	0.123910	0.123910	0.123910	0.123910	0.042510	0.001062	0.933111	0.023316	0.497473	
1361000	-136.094064	716	1	3	'0 0 0 0 Z Z Z 0 	D	0.122900	0.122900	0.122900	0.122900	0.000000	0.000000	0.000000	0.122900	0.934075	0.065923	0.000000	0.000001	0.123260	
1362000	-133.550796	236	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.229438	0.229438	0.229438	0.000000	0.000000	0.229438	0.229438	0.000000	0.353242	0.000000	0.646758	0.144725	
1363000	-133.693758	250	1	0	'0 0 0 0 0 0 0 0 	I	0.126325	0.126325	0.126325	0.126325	0.126325	0.126325	0.126325	0.126325	0.024586	0.000781	0.944638	0.029995	0.107575	
1364000	-132.440708	565	1	1	'0 0 0 0 0 Z 0 0 	D	0.164125	0.164125	0.164125	0.164125	0.164125	0.000000	0.164125	0.164125	0.190956	0.095777	0.223252	0.490015	0.061555	
1365000	-132.230098	834	1	1	'0 0 0 0 0 Z 0 0 	D	0.165808	0.165808	0.165808	0.165808	0.165808	0.000000	0.165808	0.165808	0.162370	0.077407	0.224052	0.536171	0.270790	
1366000	-134.388178	156	1	1	'0 0 0 0 Z 0 0 0 	D	0.169146	0.169146	0.169146	0.169146	0.000000	0.169146	0.169146	0.169146	0.842172	0.029743	0.074953	0.053132	0.066796	
1367000	-133.483247	18	1	0	'0 0 0 0 0 0 0 0 	I	0.145501	0.145501	0.145501	0.145501	0.145501	0.145501	0.145501	0.145501	0.078411	0.003966	0.873442	0.044181	0.377380	
1368000	-137.623499	424	1	3	'0 0 0 0 Z Z 0 Z 	D	0.254468	0.254468	0.254468	0.254468	0.000000	0.000000	0.254468	0.000000	0.915170	0.081179	0.000000	0.003651	0.298482	
1369000	-133.959372	985	1	1	'0 0 0 0 Z 0 0 0 	D	0.195605	0.195605	0.195605	0.195605	0.000000	0.195605	0.195605	0.195605	0.731392	0.113499	0.079261	0.075848	0.397475	
1370000	-132.986344	756	1	2	'0 0 0 0 Z 0 Z 0 	I	0.173515	0.173515	0.173515	0.173515	0.000000	0.173515	0.000000	0.173515	0.947978	0.052018	0.000004	0.000000	0.370710	
1371000	-134.502342	652	1	1	'0 0 0 0 0 Z 0 0 	D	0.241029	0.241029	0.241029	0.241029	0.241029	0.000000	0.241029	0.241029	0.244889	0.212420	0.177007	0.365685	0.342570	
1372000	-135.803922	97	1	2	'0 0 0 0 Z Z 0 0 	D	0.264708	0.264708	0.264708	0.264708	0.000000	0.000000	0.264708	0.264708	0.310644	0.326721	0.000000	0.362635	0.319795	
1373000	-136.611726	779	1	2	'0 0 0 0 Z 0 Z 0 	I	0.110462	0.110462	0.110462	0.110462	0.000000	0.110462	0.000000	0.110462	0.986744	0.013248	0.000008	0.000000	0.212225	
1374000	-132.487044	577	1	0	'0 0 0 0 0 0 0 0 	I	0.131055	0.131055	0.131055	0.131055	0.131055	0.131055	0.131055	0.131055	0.050380	0.002110	0.909416	0.038094	0.272584	
1375000	-131.948242	208	1	1	'0 0 0 0 0 Z 0 0 	D	0.215993	0.215993	0.215993	0.215993	0.215993	0.000000	0.215993	0.215993	0.270924	0.128532	0.238160	0.362384	0.271351	
1376000	-134.121348	823	1	2	'0 0 0 0 Z Z 0 0 	D	0.158568	0.158568	0.158568	0.158568	0.000000	0.000000	0.158568	0.158568	0.377147	0.210913	0.000000	0.411940	0.455994	
1377000	-132.092169	880	1	1	'0 0 0 0 0 Z 0 0 	D	0.213863	0.213863	0.213863	0.213863	0.213863	0.000000	0.213863	0.213863	0.265300	0.149933	0.262101	0.322666	0.321007	
1378000	-134.260001	735	1	1	'0 0 0 0 0 Z 0 0 	D	0.251092	0.251092	0.251092	0.251092	0.251092	0.000000	0.251092	0.251092	0.251215	0.209168	0.188406	0.351210	0.352397	
1379000	-132.874399	574	1	2	'0 0 0 0 Z Z 0 0 	D	0.228992	0.228992	0.228992	0.228992	0.000000	0.000000	0.228992	0.228992	0.376088	0.226093	0.000000	0.397820	0.251585	
1380000	-132.762260	154	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.212730	0.212730	0.212730	0.000000	0.000000	0.212730	0.212730	0.000000	0.312396	0.000000	0.687604	0.135611	
1381000	-132.491524	727	1	1	'0 0 0 0 0 Z 0 0 	D	0.158734	0.158734	0.158734	0.158734	0.158734	0.000000	0.158734	0.158734	0.130642	0.053670	0.163786	0.651902	0.341518	
1382000	-133.504358	96	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.164691	0.164691	0.164691	0.000000	0.000000	0.164691	0.164691	0.000000	0.188115	0.000000	0.811885	0.470762	
1383000	-135.061813	255	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.212880	0.212880	0.212880	0.212880	0.000000	0.212880	0.212880	0.000000	0.285584	0.000000	0.714416	0.361674	
1384000	-132.818243	584	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.230651	0.230651	0.230651	0.000000	0.000000	0.230651	0.230651	0.000000	0.353577	0.000000	0.646423	0.192605	
1385000	-139.502218	44	1	3	'Z 0 0 0 Z 0 Z 0 	D	0.000000	0.225874	0.225874	0.225874	0.000000	0.225874	0.000000	0.225874	0.000001	0.999998	0.000000	0.000001	0.463107	
1386000	-132.839031	716	1	1	'0 0 0 0 0 Z 0 0 	D	0.221193	0.221193	0.221193	0.221193	0.221193	0.000000	0.221193	0.221193	0.252704	0.153553	0.207684	0.386059	0.374978	
1387000	-134.517446	443	1	0	'0 0 0 0 0 0 0 0 	I	0.148392	0.148392	0.148392	0.148392	0.148392	0.148392	0.148392	0.148392	0.094831	0.006992	0.836504	0.061674	0.064915	
1388000	-132.254421	325	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.202261	0.202261	0.202261	0.000000	0.000000	0.202261	0.202261	0.000000	0.290711	0.000000	0.709289	0.257353	
1389000	-134.833720	312	1	3	'0 Z 0 0 Z Z 0 0 	D	0.337772	0.000000	0.337772	0.337772	0.000000	0.000000	0.337772	0.337772	0.013128	0.146365	0.000000	0.840507	0.461070	
1390000	-132.519904	960	1	1	'0 0 0 0 0 Z 0 0 	D	0.174872	0.174872	0.174872	0.174872	0.174872	0.000000	0.174872	0.174872	0.176541	0.089684	0.218131	0.515644	0.498334	
1391000	-133.200299	8	1	3	'0 0 0 0 Z Z Z 0 	D	0.201845	0.201845	0.201845	0.201845	0.000000	0.000000	0.000000	0.201845	0.644512	0.355487	0.000000	0.000001	0.418588	
1392000	-133.063934	263	1	0	'0 0 0 0 0 0 0 0 	I	0.137491	0.137491	0.137491	0.137491	0.137491	0.137491	0.137491	0.137491	0.060367	0.002637	0.897772	0.039223	0.063846	
1393000	-132.626689	270	1	1	'0 0 0 0 0 Z 0 0 	D	0.209547	0.209547	0.209547	0.209547	0.209547	0.000000	0.209547	0.209547	0.226229	0.147123	0.223792	0.402856	0.383052	
1394000	-133.697031	826	1	1	'0 0 0 0 0 Z 0 0 	D	0.247317	0.247317	0.247317	0.247317	0.247317	0.000000	0.247317	0.247317	0.236911	0.235713	0.163017	0.364359	0.184579	
1395000	-135.138140	269	1	1	'0 0 0 0 0 0 Z 0 	D	0.160094	0.160094	0.160094	0.160094	0.160094	0.160094	0.000000	0.160094	0.234258	0.027469	0.665577	0.072697	0.268007	
1396000	-133.585220	756	1	1	'0 0 0 0 0 0 0 Z 	D	0.130031	0.130031	0.130031	0.130031	0.130031	0.130031	0.130031	0.000000	0.040206	0.000069	0.959725	0.000000	0.419546	
1397000	-134.246415	285	1	2	'0 0 0 0 Z Z 0 0 	D	0.212622	0.212622	0.212622	0.212622	0.000000	0.000000	0.212622	0.212622	0.376240	0.206218	0.000000	0.417542	0.244261	
1398000	-134.645192	469	1	0	'0 0 0 0 0 0 0 0 	I	0.114976	0.114976	0.114976	0.114976	0.114976	0.114976	0.114976	0.114976	0.020685	0.000520	0.954775	0.024020	0.446208	
1399000	-134.261886	683	1	1	'0 0 0 0 Z 0 0 0 	D	0.189324	0.189324	0.189324	0.189324	0.000000	0.189324	0.189324	0.189324	0.782822	0.069260	0.076243	0.071675	0.372249	
1400000	-134.712151	72	1	0	'0 0 0 0 0 0 0 0 	I	0.201476	0.201476	0.201476	0.201476	0.201476	0.201476	0.201476	0.201476	0.236830	0.031413	0.646065	0.085693	0.073418	
1401000	-133.554923	764	1	2	'0 0 0 0 Z Z 0 0 	D	0.167147	0.167147	0.167147	0.167147	0.000000	0.000000	0.167147	0.167147	0.436018	0.186387	0.000000	0.377596	0.449778	
1402000	-135.297666	551	1	0	'0 0 0 0 0 0 0 0 	I	0.215555	0.215555	0.215555	0.215555	0.215555	0.215555	0.215555	0.215555	0.251958	0.052196	0.576433	0.119413	0.363461	
1403000	-133.919940	152	1	2	'0 0 0 0 Z Z 0 0 	D	0.152729	0.152729	0.152729	0.152729	0.000000	0.000000	0.152729	0.152729	0.546350	0.082137	0.000000	0.371513	0.136316	
1404000	-139.312587	941	1	3	'Z Z 0 0 Z 0 0 0 	D	0.000000	0.000000	0.273908	0.273908	0.000000	0.273908	0.273908	0.273908	0.000000	0.003080	0.718868	0.278052	0.431376	
1405000	-136.006583	484	1	3	'0 0 0 0 0 Z Z Z 	D	0.157029	0.157029	0.157029	0.157029	0.157029	0.000000	0.000000	0.000000	0.360835	0.003756	0.635408	0.000000	0.322635	
1406000	-136.603652	770	1	1	'0 0 0 0 0 Z 0 0 	D	0.286097	0.286097	0.286097	0.286097	0.286097	0.000000	0.286097	0.286097	0.237946	0.294751	0.136837	0.330466	0.431151	
1407000	-136.068303	565	1	2	'0 0 0 0 Z 0 Z 0 	I	0.105235	0.105235	0.105235	0.105235	0.000000	0.105235	0.000000	0.105235	0.971884	0.028111	0.000005	0.000000	0.203435	
1408000	-134.247543	326	1	0	'0 0 0 0 0 0 0 0 	I	0.170986	0.170986	0.170986	0.170986	0.170986	0.170986	0.170986	0.170986	0.161296	0.022664	0.715505	0.100536	0.300493	
1409000	-133.462330	940	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.258470	0.258470	0.258470	0.000000	0.000000	0.258470	0.258470	0.000000	0.438706	0.000000	0.561294	0.463842	
1410000	-131.666805	449	1	1	'0 0 0 0 Z 0 0 0 	D	0.146247	0.146247	0.146247	0.146247	0.000000	0.146247	0.146247	0.146247	0.836271	0.065404	0.037503	0.060822	0.208188	
1411000	-132.745464	518	1	1	'0 0 0 0 0 Z 0 0 	D	0.229693	0.229693	0.229693	0.229693	0.229693	0.000000	0.229693	0.229693	0.242182	0.190304	0.202060	0.365453	0.242417	
1412000	-132.950700	304	1	0	'0 0 0 0 0 0 0 0 	I	0.166286	0.166286	0.166286	0.166286	0.166286	0.166286	0.166286	0.166286	0.163153	0.023936	0.708908	0.104003	0.273309	
1413000	-133.331423	433	1	0	'0 0 0 0 0 0 0 0 	I	0.103260	0.103260	0.103260	0.103260	0.103260	0.103260	0.103260	0.103260	0.007971	0.000148	0.973811	0.018070	0.399167	
1414000	-132.337847	449	1	1	'0 0 0 0 Z 0 0 0 	D	0.184586	0.184586	0.184586	0.184586	0.000000	0.184586	0.184586	0.184586	0.752359	0.102979	0.054442	0.090219	0.313019	
1415000	-133.543562	363	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.188964	0.188964	0.188964	0.000000	0.000000	0.188964	0.188964	0.000000	0.256397	0.000000	0.743603	0.066157	
1416000	-134.997161	415	1	3	'0 Z 0 0 Z Z 0 0 	D	0.342058	0.000000	0.342058	0.342058	0.000000	0.000000	0.342058	0.342058	0.002945	0.091344	0.000000	0.905711	0.119122	
1417000	-132.885867	764	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.243439	0.243439	0.243439	0.000000	0.000000	0.243439	0.243439	0.000000	0.425049	0.000000	0.574951	0.136317	
1418000	-133.145800	986	1	2	'0 0 0 0 Z Z 0 0 	D	0.212378	0.212378	0.212378	0.212378	0.000000	0.000000	0.212378	0.212378	0.372368	0.220626	0.000000	0.407006	0.424420	
1419000	-135.596095	107	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.275334	0.275334	0.000000	0.000000	0.275334	0.275334	0.000000	0.117218	0.000000	0.882782	0.372298	
1420000	-134.755386	693	1	3	'0 0 0 0 Z Z Z 0 	D	0.214723	0.214723	0.214723	0.214723	0.000000	0.000000	0.000000	0.214723	0.590637	0.409362	0.000000	0.000001	0.371469	
1421000	-133.793621	200	1	1	'0 0 0 0 0 Z 0 0 	D	0.198631	0.198631	0.198631	0.198631	0.198631	0.000000	0.198631	0.198631	0.220695	0.140547	0.215836	0.422922	0.438826	
1422000	-136.022804	418	1	3	'0 0 0 0 0 Z Z Z 	D	0.178413	0.178413	0.178413	0.178413	0.178413	0.000000	0.000000	0.000000	0.397132	0.014406	0.588462	0.000000	0.389903	
1423000	-133.496843	577	1	3	'0 0 0 0 Z Z Z 0 	D	0.166972	0.166972	0.166972	0.166972	0.000000	0.000000	0.000000	0.166972	0.525186	0.474812	0.000000	0.000002	0.121453	
1424000	-132.350082	658	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.233231	0.233231	0.233231	0.000000	0.000000	0.233231	0.233231	0.000000	0.357007	0.000000	0.642993	0.430741	
1425000	-135.820148	944	1	2	'0 0 0 0 Z 0 Z 0 	I	0.148005	0.148005	0.148005	0.148005	0.000000	0.148005	0.000000	0.148005	0.910513	0.089481	0.000005	0.000001	0.366943	
1426000	-135.267464	111	1	1	'0 0 0 0 Z 0 0 0 	D	0.130266	0.130266	0.130266	0.130266	0.000000	0.130266	0.130266	0.130266	0.784638	0.067026	0.102216	0.046120	0.236022	
1427000	-131.293194	604	1	0	'0 0 0 0 0 0 0 0 	I	0.126182	0.126182	0.126182	0.126182	0.126182	0.126182	0.126182	0.126182	0.047129	0.000723	0.937758	0.014389	0.217127	
1428000	-133.098277	785	1	1	'0 0 0 0 0 Z 0 0 	D	0.200301	0.200301	0.200301	0.200301	0.200301	0.000000	0.200301	0.200301	0.242300	0.107286	0.266023	0.384391	0.088483	
1429000	-133.849864	127	1	2	'0 0 0 0 Z Z 0 0 	D	0.215814	0.215814	0.215814	0.215814	0.000000	0.000000	0.215814	0.215814	0.360460	0.211934	0.000000	0.427606	0.175074	
1430000	-132.368890	333	1	1	'0 0 0 0 Z 0 0 0 	D	0.187943	0.187943	0.187943	0.187943	0.000000	0.187943	0.187943	0.187943	0.809860	0.065513	0.055451	0.069176	0.210115	
1431000	-133.381888	592	1	1	'0 0 0 0 0 Z 0 0 	D	0.209949	0.209949	0.209949	0.209949	0.209949	0.000000	0.209949	0.209949	0.213902	0.135584	0.180922	0.469592	0.215394	
1432000	-132.015605	688	1	1	'0 0 0 0 0 Z 0 0 	D	0.170722	0.170722	0.170722	0.170722	0.170722	0.000000	0.170722	0.170722	0.226049	0.127753	0.309841	0.336357	0.304893	
1433000	-133.215422	502	1	2	'0 0 0 0 Z Z 0 0 	D	0.210656	0.210656	0.210656	0.210656	0.000000	0.000000	0.210656	0.210656	0.354463	0.208047	0.000000	0.437490	0.136792	
1434000	-134.265956	588	1	0	'0 0 0 0 0 0 0 0 	I	0.108557	0.108557	0.108557	0.108557	0.108557	0.108557	0.108557	0.108557	0.017024	0.000225	0.969915	0.012836	0.077308	
1435000	-134.809011	989	1	1	'0 0 0 0 0 Z 0 0 	D	0.133507	0.133507	0.133507	0.133507	0.133507	0.000000	0.133507	0.133507	0.185123	0.019676	0.395237	0.399964	0.132204	
1436000	-134.090035	186	1	1	'0 0 0 0 0 Z 0 0 	D	0.187719	0.187719	0.187719	0.187719	0.187719	0.000000	0.187719	0.187719	0.195608	0.098365	0.200444	0.505583	0.297121	
1437000	-135.646838	818	1	2	'0 0 0 0 Z 0 Z 0 	I	0.202040	0.202040	0.202040	0.202040	0.000000	0.202040	0.000000	0.202040	0.899876	0.100122	0.000002	0.000000	0.379551	
1438000	-134.013236	849	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.237153	0.237153	0.237153	0.000000	0.000000	0.237153	0.237153	0.000000	0.388952	0.000000	0.611048	0.259308	
1439000	-134.508453	795	1	2	'0 0 0 0 Z Z 0 0 	D	0.188890	0.188890	0.188890	0.188890	0.000000	0.000000	0.188890	0.188890	0.422661	0.164018	0.000000	0.413321	0.425911	
1440000	-132.856021	44	1	2	'0 0 0 0 Z Z 0 0 	D	0.237257	0.237257	0.237257	0.237257	0.000000	0.000000	0.237257	0.237257	0.320516	0.259906	0.000000	0.419578	0.259880	
1441000	-132.668352	84	1	0	'0 0 0 0 0 0 0 0 	I	0.145469	0.145469	0.145469	0.145469	0.145469	0.145469	0.145469	0.145469	0.055871	0.002951	0.893955	0.047222	0.273571	
1442000	-135.247973	247	1	1	'0 0 0 0 0 0 Z 0 	D	0.194975	0.194975	0.194975	0.194975	0.194975	0.194975	0.000000	0.194975	0.308124	0.076142	0.497309	0.118426	0.442171	
1443000	-134.554575	581	1	3	'0 Z 0 0 Z Z 0 0 	D	0.429869	0.000000	0.429869	0.429869	0.000000	0.000000	0.429869	0.429869	0.017164	0.211432	0.000000	0.771404	0.319679	
1444000	-133.586254	6	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.242493	0.242493	0.242493	0.000000	0.000000	0.242493	0.242493	0.000000	0.386803	0.000000	0.613197	0.261788	
1445000	-135.850074	255	1	1	'0 0 0 0 Z 0 0 0 	D	0.231994	0.231994	0.231994	0.231994	0.000000	0.231994	0.231994	0.231994	0.714046	0.104217	0.084289	0.097447	0.457244	
1446000	-134.488884	533	1	1	'0 0 0 0 0 Z 0 0 	D	0.250226	0.250226	0.250226	0.250226	0.250226	0.000000	0.250226	0.250226	0.237414	0.230294	0.184110	0.348183	0.314578	
1447000	-132.544265	338	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.191842	0.191842	0.191842	0.000000	0.000000	0.191842	0.191842	0.000000	0.293475	0.000000	0.706525	0.284613	
1448000	-132.552866	433	1	0	'0 0 0 0 0 0 0 0 	I	0.128040	0.128040	0.128040	0.128040	0.128040	0.128040	0.128040	0.128040	0.027580	0.000982	0.938026	0.033412	0.291401	
1449000	-133.373121	864	1	0	'0 0 0 0 0 0 0 0 	I	0.174543	0.174543	0.174543	0.174543	0.174543	0.174543	0.174543	0.174543	0.159437	0.013988	0.759907	0.066669	0.158332	
1450000	-135.950092	454	1	1	'0 0 0 0 Z 0 0 0 	D	0.238882	0.238882	0.238882	0.238882	0.000000	0.238882	0.238882	0.238882	0.655954	0.132230	0.097067	0.114749	0.212691	
1451000	-134.160667	853	1	0	'0 0 0 0 0 0 0 0 	I	0.141339	0.141339	0.141339	0.141339	0.141339	0.141339	0.141339	0.141339	0.057473	0.003765	0.881050	0.057713	0.388358	
1452000	-135.514863	11	1	2	'0 0 0 0 Z 0 Z 0 	I	0.180142	0.180142	0.180142	0.180142	0.000000	0.180142	0.000000	0.180142	0.888028	0.111968	0.000003	0.000000	0.260603	
1453000	-132.068838	333	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.194907	0.194907	0.194907	0.000000	0.000000	0.194907	0.194907	0.000000	0.382176	0.000000	0.617824	0.343999	
1454000	-135.279413	945	1	1	'0 0 0 0 0 Z 0 0 	D	0.153610	0.153610	0.153610	0.153610	0.153610	0.000000	0.153610	0.153610	0.181944	0.073802	0.285301	0.458952	0.133077	
1455000	-134.039307	416	1	3	'0 0 0 0 Z Z Z 0 	D	0.172019	0.172019	0.172019	0.172019	0.000000	0.000000	0.000000	0.172019	0.765094	0.234905	0.000000	0.000002	0.141248	
1456000	-137.801415	451	1	0	'0 0 0 0 0 0 0 0 	I	0.272829	0.272829	0.272829	0.272829	0.272829	0.272829	0.272829	0.272829	0.328278	0.126577	0.393441	0.151703	0.456197	
1457000	-133.983146	771	1	1	'0 0 0 0 0 0 Z 0 	D	0.142125	0.142125	0.142125	0.142125	0.142125	0.142125	0.000000	0.142125	0.166975	0.011246	0.776202	0.045576	0.116031	
1458000	-134.021576	370	1	1	'0 0 0 0 0 Z 0 0 	D	0.165165	0.165165	0.165165	0.165165	0.165165	0.000000	0.165165	0.165165	0.226788	0.059578	0.307984	0.405650	0.228170	
1459000	-132.067102	544	1	0	'0 0 0 0 0 0 0 0 	I	0.133056	0.133056	0.133056	0.133056	0.133056	0.133056	0.133056	0.133056	0.057884	0.001730	0.913098	0.027289	0.424619	
1460000	-134.130781	313	1	1	'0 0 0 0 0 Z 0 0 	D	0.200965	0.200965	0.200965	0.200965	0.200965	0.000000	0.200965	0.200965	0.211621	0.135998	0.210788	0.441593	0.137005	
1461000	-135.518788	530	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.242261	0.242261	0.000000	0.000000	0.242261	0.242261	0.000000	0.032008	0.000000	0.967992	0.142076	
1462000	-132.545857	418	1	1	'0 0 0 0 0 Z 0 0 	D	0.193031	0.193031	0.193031	0.193031	0.193031	0.000000	0.193031	0.193031	0.221037	0.150157	0.216127	0.412679	0.159085	
1463000	-133.226106	278	1	0	'0 0 0 0 0 0 0 0 	I	0.113192	0.113192	0.113192	0.113192	0.113192	0.113192	0.113192	0.113192	0.017823	0.000500	0.954864	0.026812	0.105590	
1464000	-134.495020	647	1	2	'0 0 0 0 Z Z 0 0 	D	0.166424	0.166424	0.166424	0.166424	0.000000	0.000000	0.166424	0.166424	0.413469	0.147728	0.000000	0.438803	0.265352	
1465000	-133.927387	819	1	1	'0 0 0 0 0 Z 0 0 	D	0.236391	0.236391	0.236391	0.236391	0.236391	0.000000	0.236391	0.236391	0.228647	0.208044	0.179471	0.383837	0.164830	
1466000	-134.200138	276	1	2	'0 0 0 0 Z Z 0 0 	D	0.174776	0.174776	0.174776	0.174776	0.000000	0.000000	0.174776	0.174776	0.474416	0.145665	0.000000	0.379919	0.347692	
1467000	-135.551315	430	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.202846	0.202846	0.000000	0.000000	0.202846	0.202846	0.000000	0.027359	0.000000	0.972641	0.100029	
1468000	-133.050694	663	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.207325	0.207325	0.207325	0.000000	0.000000	0.207325	0.207325	0.000000	0.309422	0.000000	0.690578	0.196626	
1469000	-132.211016	725	1	1	'0 0 0 0 0 Z 0 0 	D	0.180479	0.180479	0.180479	0.180479	0.180479	0.000000	0.180479	0.180479	0.233308	0.098163	0.245222	0.423306	0.207626	
1470000	-134.499578	428	1	1	'0 0 0 0 Z 0 0 0 	D	0.222129	0.222129	0.222129	0.222129	0.000000	0.222129	0.222129	0.222129	0.700719	0.109010	0.097365	0.092907	0.491099	
1471000	-132.726480	253	1	1	'0 0 0 0 0 Z 0 0 	D	0.206094	0.206094	0.206094	0.206094	0.206094	0.000000	0.206094	0.206094	0.236765	0.133602	0.254809	0.374824	0.295154	
1472000	-132.331113	208	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.186357	0.186357	0.186357	0.000000	0.000000	0.186357	0.186357	0.000000	0.247054	0.000000	0.752946	0.471174	
1473000	-133.312746	63	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.243179	0.243179	0.243179	0.000000	0.000000	0.243179	0.243179	0.000000	0.392806	0.000000	0.607194	0.359174	
1474000	-133.919188	296	1	2	'0 0 0 0 Z Z 0 0 	D	0.221650	0.221650	0.221650	0.221650	0.000000	0.000000	0.221650	0.221650	0.293895	0.255301	0.000000	0.450805	0.176487	
1475000	-132.989821	611	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.193278	0.193278	0.193278	0.000000	0.000000	0.193278	0.193278	0.000000	0.270800	0.000000	0.729200	0.381387	
1476000	-132.466882	574	1	2	'0 0 0 0 Z Z 0 0 	D	0.208398	0.208398	0.208398	0.208398	0.000000	0.000000	0.208398	0.208398	0.425307	0.181936	0.000000	0.392757	0.453660	
1477000	-133.625016	779	1	0	'0 0 0 0 0 0 0 0 	I	0.179110	0.179110	0.179110	0.179110	0.179110	0.179110	0.179110	0.179110	0.171367	0.011157	0.767507	0.049969	0.274106	
1478000	-132.656220	30	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.198378	0.198378	0.198378	0.000000	0.000000	0.198378	0.198378	0.000000	0.267050	0.000000	0.732950	0.140459	
1479000	-133.426577	863	1	0	'0 0 0 0 0 0 0 0 	I	0.173387	0.173387	0.173387	0.173387	0.173387	0.173387	0.173387	0.173387	0.145424	0.008747	0.797837	0.047991	0.109973	
1480000	-135.815307	162	1	2	'0 0 0 0 Z 0 Z 0 	I	0.180998	0.180998	0.180998	0.180998	0.000000	0.180998	0.000000	0.180998	0.815591	0.184406	0.000003	0.000001	0.317404	
1481000	-133.613360	624	1	0	'0 0 0 0 0 0 0 0 	I	0.170494	0.170494	0.170494	0.170494	0.170494	0.170494	0.170494	0.170494	0.134201	0.011402	0.787493	0.066905	0.463145	
1482000	-133.859742	256	1	1	'0 0 0 0 0 0 Z 0 	D	0.142510	0.142510	0.142510	0.142510	0.142510	0.142510	0.000000	0.142510	0.406719	0.055353	0.511737	0.026190	0.425169	
1483000	-134.638920	890	1	2	'0 0 0 0 Z Z 0 0 	D	0.188223	0.188223	0.188223	0.188223	0.000000	0.000000	0.188223	0.188223	0.383159	0.169840	0.000000	0.447001	0.301695	
1484000	-133.043452	911	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.213220	0.213220	0.213220	0.000000	0.000000	0.213220	0.213220	0.000000	0.319420	0.000000	0.680580	0.474294	
1485000	-133.921659	27	1	2	'0 0 0 0 Z Z 0 0 	D	0.143233	0.143233	0.143233	0.143233	0.000000	0.000000	0.143233	0.143233	0.548606	0.091221	0.000000	0.360173	0.406761	
