Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_pol.bin2.txt
Log File Name:                   DEP_pol2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3996754486
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
7472000	-134.495731	570	1	1	'0 0 0 0 0 Z 0 0 	D	0.266107	0.266107	0.266107	0.266107	0.266107	0.000000	0.266107	0.266107	0.246984	0.257739	0.177170	0.318107	0.161000	
7473000	-134.545252	796	1	3	'0 0 0 0 Z Z Z 0 	D	0.217098	0.217098	0.217098	0.217098	0.000000	0.000000	0.000000	0.217098	0.518279	0.481720	0.000000	0.000001	0.306236	
7474000	-133.627190	251	1	1	'0 0 0 0 0 Z 0 0 	D	0.247504	0.247504	0.247504	0.247504	0.247504	0.000000	0.247504	0.247504	0.240454	0.240510	0.163637	0.355399	0.224745	
7475000	-135.693963	798	1	2	'0 0 0 0 Z 0 Z 0 	I	0.160423	0.160423	0.160423	0.160423	0.000000	0.160423	0.000000	0.160423	0.939384	0.060612	0.000005	0.000000	0.379919	
7476000	-135.300938	343	1	2	'0 0 0 0 Z Z 0 0 	D	0.140123	0.140123	0.140123	0.140123	0.000000	0.000000	0.140123	0.140123	0.373236	0.098443	0.000000	0.528321	0.367456	
7477000	-132.156813	587	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.210050	0.210050	0.210050	0.000000	0.000000	0.210050	0.210050	0.000000	0.287592	0.000000	0.712408	0.153953	
7478000	-132.451178	556	1	3	'0 0 0 0 Z Z Z 0 	D	0.180573	0.180573	0.180573	0.180573	0.000000	0.000000	0.000000	0.180573	0.714679	0.285319	0.000000	0.000002	0.272767	
7479000	-132.112405	664	1	0	'0 0 0 0 0 0 0 0 	I	0.141847	0.141847	0.141847	0.141847	0.141847	0.141847	0.141847	0.141847	0.021182	0.000214	0.968805	0.009798	0.433976	
7480000	-135.962638	446	1	2	'0 0 0 0 0 Z 0 Z 	D	0.217113	0.217113	0.217113	0.217113	0.217113	0.000000	0.217113	0.000000	0.407773	0.019558	0.572284	0.000385	0.094709	
7481000	-133.944865	9	1	1	'0 0 0 0 0 Z 0 0 	D	0.159472	0.159472	0.159472	0.159472	0.159472	0.000000	0.159472	0.159472	0.198318	0.039391	0.381273	0.381018	0.444301	
7482000	-133.520081	796	1	0	'0 0 0 0 0 0 0 0 	I	0.141978	0.141978	0.141978	0.141978	0.141978	0.141978	0.141978	0.141978	0.049979	0.001941	0.912632	0.035448	0.227872	
7483000	-135.964321	262	1	3	'0 0 0 0 Z Z Z 0 	D	0.168019	0.168019	0.168019	0.168019	0.000000	0.000000	0.000000	0.168019	0.690908	0.309090	0.000000	0.000002	0.408196	
7484000	-132.576907	378	1	0	'0 0 0 0 0 0 0 0 	I	0.149364	0.149364	0.149364	0.149364	0.149364	0.149364	0.149364	0.149364	0.067805	0.002524	0.896313	0.033359	0.136208	
7485000	-135.207176	821	1	1	'0 0 0 0 0 0 Z 0 	D	0.135831	0.135831	0.135831	0.135831	0.135831	0.135831	0.000000	0.135831	0.169847	0.015532	0.768092	0.046530	0.104728	
7486000	-133.299969	57	1	0	'0 0 0 0 0 0 0 0 	I	0.121176	0.121176	0.121176	0.121176	0.121176	0.121176	0.121176	0.121176	0.024147	0.000574	0.952629	0.022649	0.102965	
7487000	-135.347341	828	1	3	'0 0 0 0 Z Z Z 0 	D	0.219261	0.219261	0.219261	0.219261	0.000000	0.000000	0.000000	0.219261	0.331824	0.668175	0.000000	0.000001	0.483860	
7488000	-133.676662	560	1	1	'0 0 0 0 0 Z 0 0 	D	0.211346	0.211346	0.211346	0.211346	0.211346	0.000000	0.211346	0.211346	0.222715	0.136291	0.215673	0.425321	0.361012	
7489000	-135.989025	277	1	2	'0 0 0 0 Z 0 Z 0 	I	0.165656	0.165656	0.165656	0.165656	0.000000	0.165656	0.000000	0.165656	0.937176	0.062818	0.000005	0.000000	0.107702	
7490000	-135.246458	292	1	0	'0 0 0 0 0 0 0 0 	I	0.225005	0.225005	0.225005	0.225005	0.225005	0.225005	0.225005	0.225005	0.276927	0.102230	0.453449	0.167394	0.116227	
7491000	-134.458439	2	1	1	'0 0 0 0 Z 0 0 0 	D	0.177130	0.177130	0.177130	0.177130	0.000000	0.177130	0.177130	0.177130	0.795285	0.048404	0.089349	0.066963	0.237004	
7492000	-132.841171	581	1	2	'0 0 0 0 Z Z 0 0 	D	0.174034	0.174034	0.174034	0.174034	0.000000	0.000000	0.174034	0.174034	0.408918	0.137115	0.000000	0.453967	0.178557	
7493000	-134.097045	209	1	0	'0 0 0 0 0 0 0 0 	I	0.118977	0.118977	0.118977	0.118977	0.118977	0.118977	0.118977	0.118977	0.029748	0.000904	0.940755	0.028593	0.176552	
7494000	-134.596734	792	1	0	'0 0 0 0 0 0 0 0 	I	0.171551	0.171551	0.171551	0.171551	0.171551	0.171551	0.171551	0.171551	0.122973	0.009903	0.802499	0.064625	0.400028	
7495000	-134.055866	618	2	4	'Z 1 1 0 Z Z Z 0 	D	0.000000	0.309747	0.309747	0.121262	0.000000	0.000000	0.000000	0.121262	0.000000	1.000000	0.000000	0.000000	0.296177	
7496000	-132.936044	732	1	1	'0 0 0 0 Z 0 0 0 	D	0.156036	0.156036	0.156036	0.156036	0.000000	0.156036	0.156036	0.156036	0.858782	0.037678	0.056898	0.046642	0.329935	
7497000	-137.321532	398	1	2	'0 0 0 0 0 Z 0 Z 	D	0.156839	0.156839	0.156839	0.156839	0.156839	0.000000	0.156839	0.000000	0.324081	0.004835	0.671053	0.000031	0.077844	
7498000	-133.345509	194	1	1	'0 0 0 0 0 Z 0 0 	D	0.197737	0.197737	0.197737	0.197737	0.197737	0.000000	0.197737	0.197737	0.198533	0.127871	0.198151	0.475445	0.137760	
7499000	-135.051614	333	1	3	'0 Z 0 0 Z Z 0 0 	D	0.429913	0.000000	0.429913	0.429913	0.000000	0.000000	0.429913	0.429913	0.058591	0.354086	0.000000	0.587323	0.199626	
7500000	-135.158758	899	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.233151	0.233151	0.000000	0.000000	0.233151	0.233151	0.000000	0.006833	0.000000	0.993167	0.128012	
7501000	-131.674248	907	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.224738	0.224738	0.224738	0.000000	0.000000	0.224738	0.224738	0.000000	0.327836	0.000000	0.672164	0.333262	
7502000	-133.236390	66	1	1	'0 0 0 0 0 Z 0 0 	D	0.224807	0.224807	0.224807	0.224807	0.224807	0.000000	0.224807	0.224807	0.266920	0.162813	0.240311	0.329956	0.250966	
7503000	-135.443689	451	1	2	'0 0 0 0 Z 0 Z 0 	I	0.185026	0.185026	0.185026	0.185026	0.000000	0.185026	0.000000	0.185026	0.868130	0.131866	0.000003	0.000000	0.191815	
7504000	-134.107710	168	1	3	'0 0 0 0 Z Z Z 0 	D	0.164652	0.164652	0.164652	0.164652	0.000000	0.000000	0.000000	0.164652	0.770543	0.229456	0.000000	0.000001	0.062221	
7505000	-132.759661	784	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.211468	0.211468	0.211468	0.000000	0.000000	0.211468	0.211468	0.000000	0.308698	0.000000	0.691302	0.482899	
7506000	-133.194145	298	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.207797	0.207797	0.207797	0.000000	0.000000	0.207797	0.207797	0.000000	0.287875	0.000000	0.712125	0.410277	
7507000	-134.416293	622	1	2	'0 0 0 0 Z Z 0 0 	D	0.236905	0.236905	0.236905	0.236905	0.000000	0.000000	0.236905	0.236905	0.294198	0.276935	0.000000	0.428867	0.125799	
7508000	-134.706943	90	2	3	'Z 1 0 0 Z Z 0 0 	D	0.000000	0.181727	0.279854	0.279854	0.000000	0.000000	0.279854	0.279854	0.000000	0.344664	0.000000	0.655336	0.178469	
7509000	-134.173715	495	1	2	'0 0 0 0 Z Z 0 0 	D	0.240199	0.240199	0.240199	0.240199	0.000000	0.000000	0.240199	0.240199	0.340484	0.257473	0.000000	0.402043	0.198890	
7510000	-135.663434	717	1	3	'0 Z 0 0 Z Z 0 0 	D	0.334568	0.000000	0.334568	0.334568	0.000000	0.000000	0.334568	0.334568	0.002633	0.079916	0.000000	0.917452	0.340257	
7511000	-131.861304	133	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.216355	0.216355	0.216355	0.000000	0.000000	0.216355	0.216355	0.000000	0.340323	0.000000	0.659677	0.238567	
7512000	-135.439865	561	1	3	'0 Z 0 0 Z Z 0 0 	D	0.394367	0.000000	0.394367	0.394367	0.000000	0.000000	0.394367	0.394367	0.018903	0.186379	0.000000	0.794719	0.161662	
7513000	-135.246995	581	1	1	'0 0 0 0 0 0 Z 0 	D	0.202261	0.202261	0.202261	0.202261	0.202261	0.202261	0.000000	0.202261	0.333863	0.071087	0.509025	0.086025	0.144215	
7514000	-133.765833	428	1	1	'0 0 0 0 Z 0 0 0 	D	0.198070	0.198070	0.198070	0.198070	0.000000	0.198070	0.198070	0.198070	0.744791	0.079679	0.099098	0.076432	0.332694	
7515000	-133.291764	60	1	1	'0 0 0 0 0 Z 0 0 	D	0.179883	0.179883	0.179883	0.179883	0.179883	0.000000	0.179883	0.179883	0.184332	0.078424	0.198891	0.538353	0.414948	
7516000	-133.987682	470	1	1	'0 0 0 0 0 0 0 Z 	D	0.116202	0.116202	0.116202	0.116202	0.116202	0.116202	0.116202	0.000000	0.017888	0.000010	0.982102	0.000000	0.047277	
7517000	-134.906211	486	1	1	'0 0 0 0 0 Z 0 0 	D	0.156185	0.156185	0.156185	0.156185	0.156185	0.000000	0.156185	0.156185	0.168348	0.045837	0.259642	0.526172	0.142863	
7518000	-132.876267	367	1	1	'0 0 0 0 0 Z 0 0 	D	0.204120	0.204120	0.204120	0.204120	0.204120	0.000000	0.204120	0.204120	0.244049	0.120298	0.202620	0.433033	0.439236	
7519000	-134.472469	92	1	2	'0 0 0 0 Z 0 Z 0 	I	0.131012	0.131012	0.131012	0.131012	0.000000	0.131012	0.000000	0.131012	0.964670	0.035326	0.000004	0.000000	0.406749	
7520000	-132.626618	950	2	3	'Z 1 1 0 Z Z 1 0 	D	0.000000	0.365210	0.365210	0.152331	0.000000	0.000000	0.365210	0.152331	0.000000	0.240831	0.000000	0.759169	0.141929	
7521000	-134.712253	144	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.168007	0.168007	0.168007	0.168007	0.000000	0.168007	0.168007	0.000000	0.096999	0.000000	0.903001	0.200087	
7522000	-133.910469	516	1	0	'0 0 0 0 0 0 0 0 	I	0.114540	0.114540	0.114540	0.114540	0.114540	0.114540	0.114540	0.114540	0.013959	0.000321	0.963529	0.022190	0.382342	
7523000	-131.486100	449	1	1	'0 0 0 0 0 Z 0 0 	D	0.201736	0.201736	0.201736	0.201736	0.201736	0.000000	0.201736	0.201736	0.270211	0.171837	0.258795	0.299157	0.056852	
7524000	-133.894814	794	1	2	'0 0 0 0 Z Z 0 0 	D	0.220862	0.220862	0.220862	0.220862	0.000000	0.000000	0.220862	0.220862	0.348766	0.247380	0.000000	0.403854	0.402357	
7525000	-133.437959	536	1	3	'0 0 0 0 Z Z Z 0 	D	0.219326	0.219326	0.219326	0.219326	0.000000	0.000000	0.000000	0.219326	0.522676	0.477323	0.000000	0.000001	0.161993	
7526000	-133.745469	587	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.269556	0.269556	0.269556	0.000000	0.000000	0.269556	0.269556	0.000000	0.423727	0.000000	0.576273	0.219170	
7527000	-132.336040	54	1	1	'0 0 0 0 0 Z 0 0 	D	0.171331	0.171331	0.171331	0.171331	0.171331	0.000000	0.171331	0.171331	0.216085	0.064335	0.303860	0.415720	0.238851	
7528000	-131.771849	800	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.233882	0.233882	0.233882	0.000000	0.000000	0.233882	0.233882	0.000000	0.399516	0.000000	0.600484	0.395823	
7529000	-131.874632	536	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.191250	0.191250	0.191250	0.000000	0.000000	0.191250	0.191250	0.000000	0.276940	0.000000	0.723060	0.234149	
7530000	-133.743365	678	1	2	'0 0 0 0 Z Z 0 0 	D	0.184489	0.184489	0.184489	0.184489	0.000000	0.000000	0.184489	0.184489	0.409291	0.148703	0.000000	0.442006	0.136423	
7531000	-132.824555	556	1	3	'0 0 0 0 Z Z Z 0 	D	0.204549	0.204549	0.204549	0.204549	0.000000	0.000000	0.000000	0.204549	0.639960	0.360039	0.000000	0.000001	0.128058	
7532000	-131.794221	333	1	1	'0 0 0 0 Z 0 0 0 	D	0.147605	0.147605	0.147605	0.147605	0.000000	0.147605	0.147605	0.147605	0.879286	0.033608	0.043126	0.043980	0.303856	
7533000	-132.851003	731	1	1	'0 0 0 0 0 Z 0 0 	D	0.196548	0.196548	0.196548	0.196548	0.196548	0.000000	0.196548	0.196548	0.218946	0.145256	0.216377	0.419421	0.405301	
7534000	-133.717975	823	1	1	'0 0 0 0 Z 0 0 0 	D	0.209833	0.209833	0.209833	0.209833	0.000000	0.209833	0.209833	0.209833	0.787477	0.071874	0.061558	0.079091	0.290749	
7535000	-131.867642	428	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.229409	0.229409	0.229409	0.000000	0.000000	0.229409	0.229409	0.000000	0.338812	0.000000	0.661188	0.127416	
7536000	-135.367680	309	1	2	'0 0 0 0 Z 0 Z 0 	I	0.198579	0.198579	0.198579	0.198579	0.000000	0.198579	0.000000	0.198579	0.867142	0.132855	0.000002	0.000000	0.286077	
7537000	-133.953163	810	1	0	'0 0 0 0 0 0 0 0 	I	0.189175	0.189175	0.189175	0.189175	0.189175	0.189175	0.189175	0.189175	0.214961	0.038722	0.632401	0.113916	0.302354	
7538000	-132.955545	114	1	0	'0 0 0 0 0 0 0 0 	I	0.148261	0.148261	0.148261	0.148261	0.148261	0.148261	0.148261	0.148261	0.088975	0.004775	0.860094	0.046156	0.417216	
7539000	-134.441011	739	1	2	'0 0 0 0 Z Z 0 0 	D	0.222751	0.222751	0.222751	0.222751	0.000000	0.000000	0.222751	0.222751	0.333415	0.268440	0.000000	0.398145	0.317271	
7540000	-132.460104	881	1	0	'0 0 0 0 0 0 0 0 	I	0.129574	0.129574	0.129574	0.129574	0.129574	0.129574	0.129574	0.129574	0.024294	0.001358	0.922765	0.051583	0.231044	
7541000	-133.203541	581	1	3	'0 0 0 0 Z Z Z 0 	D	0.196198	0.196198	0.196198	0.196198	0.000000	0.000000	0.000000	0.196198	0.638302	0.361697	0.000000	0.000001	0.215255	
7542000	-134.212522	958	1	3	'0 0 0 0 Z Z Z 0 	D	0.171259	0.171259	0.171259	0.171259	0.000000	0.000000	0.000000	0.171259	0.719680	0.280318	0.000000	0.000002	0.216185	
7543000	-133.193160	664	1	0	'0 0 0 0 0 0 0 0 	I	0.223990	0.223990	0.223990	0.223990	0.223990	0.223990	0.223990	0.223990	0.199431	0.013241	0.738309	0.049019	0.197721	
7544000	-131.646420	706	1	1	'0 0 0 0 Z 0 0 0 	D	0.135936	0.135936	0.135936	0.135936	0.000000	0.135936	0.135936	0.135936	0.835328	0.062448	0.040368	0.061856	0.186153	
7545000	-131.638697	756	1	1	'0 0 0 0 0 Z 0 0 	D	0.165351	0.165351	0.165351	0.165351	0.165351	0.000000	0.165351	0.165351	0.242623	0.042570	0.326544	0.388263	0.395325	
7546000	-136.425763	401	1	3	'0 0 0 0 Z Z Z 0 	D	0.249931	0.249931	0.249931	0.249931	0.000000	0.000000	0.000000	0.249931	0.528401	0.471598	0.000000	0.000001	0.463521	
7547000	-135.816247	216	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.179673	0.179673	0.179673	0.179673	0.000000	0.179673	0.179673	0.000000	0.187395	0.000000	0.812605	0.292763	
7548000	-134.304109	595	1	3	'0 0 0 0 Z Z Z 0 	D	0.154282	0.154282	0.154282	0.154282	0.000000	0.000000	0.000000	0.154282	0.859385	0.140614	0.000000	0.000001	0.038759	
7549000	-135.358235	273	1	3	'0 Z 0 0 Z Z 0 0 	D	0.345576	0.000000	0.345576	0.345576	0.000000	0.000000	0.345576	0.345576	0.002797	0.094819	0.000000	0.902384	0.428839	
7550000	-134.245550	350	1	3	'0 Z 0 0 Z Z 0 0 	D	0.329070	0.000000	0.329070	0.329070	0.000000	0.000000	0.329070	0.329070	0.004191	0.105381	0.000000	0.890428	0.484361	
7551000	-133.917158	881	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.243208	0.243208	0.243208	0.000000	0.000000	0.243208	0.243208	0.000000	0.388758	0.000000	0.611242	0.400681	
7552000	-133.855121	989	1	1	'0 0 0 0 0 Z 0 0 	D	0.150877	0.150877	0.150877	0.150877	0.150877	0.000000	0.150877	0.150877	0.214696	0.033985	0.365800	0.385520	0.346488	
7553000	-132.709846	604	1	1	'0 0 0 0 0 0 Z 0 	D	0.124755	0.124755	0.124755	0.124755	0.124755	0.124755	0.000000	0.124755	0.173923	0.004696	0.805547	0.015834	0.237833	
7554000	-131.917154	688	1	1	'0 0 0 0 0 Z 0 0 	D	0.186552	0.186552	0.186552	0.186552	0.186552	0.000000	0.186552	0.186552	0.235911	0.151097	0.292583	0.320409	0.215774	
7555000	-134.876983	551	1	1	'0 0 0 0 0 0 Z 0 	D	0.172747	0.172747	0.172747	0.172747	0.172747	0.172747	0.000000	0.172747	0.265287	0.043262	0.609905	0.081546	0.276412	
7556000	-133.117305	743	1	0	'0 0 0 0 0 0 0 0 	I	0.151477	0.151477	0.151477	0.151477	0.151477	0.151477	0.151477	0.151477	0.158761	0.019107	0.733819	0.088313	0.168695	
7557000	-132.743574	10	1	2	'0 0 0 0 Z Z 0 0 	D	0.228259	0.228259	0.228259	0.228259	0.000000	0.000000	0.228259	0.228259	0.353086	0.197069	0.000000	0.449845	0.320506	
7558000	-133.446739	327	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.210953	0.210953	0.210953	0.000000	0.000000	0.210953	0.210953	0.000000	0.319090	0.000000	0.680909	0.325890	
7559000	-134.545425	159	1	0	'0 0 0 0 0 0 0 0 	I	0.108503	0.108503	0.108503	0.108503	0.108503	0.108503	0.108503	0.108503	0.012029	0.000181	0.973147	0.014643	0.181311	
7560000	-135.550321	10	1	1	'0 0 0 0 0 0 0 Z 	D	0.170350	0.170350	0.170350	0.170350	0.170350	0.170350	0.170350	0.000000	0.135556	0.000412	0.864031	0.000000	0.091122	
7561000	-134.820790	500	1	2	'0 0 0 0 Z 0 Z 0 	I	0.182718	0.182718	0.182718	0.182718	0.000000	0.182718	0.000000	0.182718	0.920757	0.079241	0.000002	0.000000	0.281449	
7562000	-135.556715	410	1	3	'0 Z 0 0 Z Z 0 0 	D	0.305916	0.000000	0.305916	0.305916	0.000000	0.000000	0.305916	0.305916	0.003964	0.097075	0.000000	0.898961	0.152462	
7563000	-134.002494	89	1	1	'0 0 0 0 0 Z 0 0 	D	0.176039	0.176039	0.176039	0.176039	0.176039	0.000000	0.176039	0.176039	0.148291	0.091864	0.167776	0.592069	0.181842	
7564000	-131.911938	978	1	1	'0 0 0 0 0 Z 0 0 	D	0.173794	0.173794	0.173794	0.173794	0.173794	0.000000	0.173794	0.173794	0.210942	0.098523	0.299294	0.391241	0.289049	
7565000	-138.609359	84	1	1	'0 0 0 0 0 0 0 Z 	D	0.083406	0.083406	0.083406	0.083406	0.083406	0.083406	0.083406	0.000000	0.002457	0.000001	0.997542	0.000000	0.155355	
7566000	-131.939968	44	1	1	'0 0 0 0 0 Z 0 0 	D	0.173765	0.173765	0.173765	0.173765	0.173765	0.000000	0.173765	0.173765	0.196460	0.088494	0.227671	0.487375	0.251259	
7567000	-132.784592	241	1	1	'0 0 0 0 0 Z 0 0 	D	0.169868	0.169868	0.169868	0.169868	0.169868	0.000000	0.169868	0.169868	0.197246	0.066229	0.263211	0.473313	0.429771	
7568000	-133.208974	551	1	0	'0 0 0 0 0 0 0 0 	I	0.144755	0.144755	0.144755	0.144755	0.144755	0.144755	0.144755	0.144755	0.069789	0.005049	0.862739	0.062422	0.152143	
7569000	-134.929891	37	1	1	'0 0 0 0 0 0 Z 0 	D	0.154821	0.154821	0.154821	0.154821	0.154821	0.154821	0.000000	0.154821	0.246108	0.022229	0.707491	0.024172	0.105065	
7570000	-134.555629	588	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.215210	0.215210	0.215210	0.215210	0.000000	0.215210	0.215210	0.000000	0.304727	0.000000	0.695273	0.392356	
7571000	-134.190423	141	1	1	'0 0 0 0 0 0 Z 0 	D	0.172769	0.172769	0.172769	0.172769	0.172769	0.172769	0.000000	0.172769	0.280152	0.037156	0.632938	0.049754	0.047937	
7572000	-133.910969	165	1	1	'0 0 0 0 0 Z 0 0 	D	0.174226	0.174226	0.174226	0.174226	0.174226	0.000000	0.174226	0.174226	0.235564	0.070786	0.312261	0.381389	0.353981	
7573000	-132.531328	428	1	0	'0 0 0 0 0 0 0 0 	I	0.126031	0.126031	0.126031	0.126031	0.126031	0.126031	0.126031	0.126031	0.034651	0.001345	0.927972	0.036032	0.215558	
7574000	-133.795850	157	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.234985	0.234985	0.234985	0.000000	0.000000	0.234985	0.234985	0.000000	0.398201	0.000000	0.601798	0.462561	
7575000	-137.566691	151	1	4	'Z Z 0 0 Z Z 0 0 	D	0.000000	0.000000	0.309343	0.309343	0.000000	0.000000	0.309343	0.309343	0.000000	0.035606	0.000000	0.964394	0.445565	
7576000	-132.382250	818	1	2	'0 0 0 0 Z Z 0 0 	D	0.213911	0.213911	0.213911	0.213911	0.000000	0.000000	0.213911	0.213911	0.363589	0.173625	0.000000	0.462785	0.247361	
7577000	-134.254567	853	1	2	'0 0 0 0 Z Z 0 0 	D	0.238391	0.238391	0.238391	0.238391	0.000000	0.000000	0.238391	0.238391	0.343395	0.264462	0.000000	0.392143	0.264249	
7578000	-134.500348	347	1	1	'0 0 0 0 Z 0 0 0 	D	0.176524	0.176524	0.176524	0.176524	0.000000	0.176524	0.176524	0.176524	0.809580	0.060398	0.075700	0.054322	0.286831	
7579000	-133.804863	421	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.246109	0.246109	0.246109	0.000000	0.000000	0.246109	0.246109	0.000000	0.405454	0.000000	0.594546	0.399365	
7580000	-132.722658	800	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.262250	0.262250	0.262250	0.000000	0.000000	0.262250	0.262250	0.000000	0.454035	0.000000	0.545965	0.338706	
7581000	-134.430705	487	1	1	'0 0 0 0 0 Z 0 0 	D	0.157913	0.157913	0.157913	0.157913	0.157913	0.000000	0.157913	0.157913	0.206780	0.067528	0.335808	0.389883	0.297974	
7582000	-133.470503	8	1	2	'0 0 0 0 Z 0 Z 0 	I	0.150514	0.150514	0.150514	0.150514	0.000000	0.150514	0.000000	0.150514	0.937503	0.062489	0.000007	0.000000	0.089524	
7583000	-135.520547	785	1	2	'0 0 0 0 Z Z 0 0 	D	0.148507	0.148507	0.148507	0.148507	0.000000	0.000000	0.148507	0.148507	0.543367	0.066581	0.000000	0.390052	0.195434	
7584000	-133.781288	859	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.251598	0.251598	0.251598	0.000000	0.000000	0.251598	0.251598	0.000000	0.435619	0.000000	0.564381	0.288567	
7585000	-135.108803	906	1	2	'Z 0 0 0 0 Z 0 0 	I	0.000000	0.213709	0.213709	0.213709	0.213709	0.000000	0.213709	0.213709	0.000000	0.342729	0.000000	0.657271	0.144591	
7586000	-133.084878	716	1	2	'0 0 0 0 Z Z 0 0 	D	0.224225	0.224225	0.224225	0.224225	0.000000	0.000000	0.224225	0.224225	0.381017	0.196466	0.000000	0.422517	0.213579	
7587000	-134.652889	135	1	2	'0 0 0 0 Z Z 0 0 	D	0.210754	0.210754	0.210754	0.210754	0.000000	0.000000	0.210754	0.210754	0.293707	0.283599	0.000000	0.422694	0.105458	
7588000	-134.510888	248	1	3	'0 0 0 0 Z Z Z 0 	D	0.185463	0.185463	0.185463	0.185463	0.000000	0.000000	0.000000	0.185463	0.658170	0.341828	0.000000	0.000001	0.338297	
7589000	-136.874844	546	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.172204	0.172204	0.172204	0.000000	0.000000	0.000000	0.172204	0.000000	0.999996	0.000000	0.000004	0.224916	
7590000	-133.530878	22	1	2	'0 0 0 0 Z Z 0 0 	D	0.228363	0.228363	0.228363	0.228363	0.000000	0.000000	0.228363	0.228363	0.345799	0.220278	0.000000	0.433923	0.103896	
7591000	-132.931472	114	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.238270	0.238270	0.238270	0.000000	0.000000	0.238270	0.238270	0.000000	0.386677	0.000000	0.613323	0.469524	
7592000	-132.274163	10	1	2	'0 0 0 0 Z Z 0 0 	D	0.191003	0.191003	0.191003	0.191003	0.000000	0.000000	0.191003	0.191003	0.413664	0.124629	0.000000	0.461707	0.338285	
7593000	-134.290241	127	1	3	'0 0 0 0 Z Z Z 0 	D	0.182617	0.182617	0.182617	0.182617	0.000000	0.000000	0.000000	0.182617	0.704175	0.295823	0.000000	0.000001	0.136473	
7594000	-134.066147	134	1	2	'0 0 0 0 Z Z 0 0 	D	0.223235	0.223235	0.223235	0.223235	0.000000	0.000000	0.223235	0.223235	0.346215	0.234623	0.000000	0.419162	0.401966	
7595000	-139.643428	327	1	4	'Z 0 0 0 Z Z Z 0 	I	0.000000	0.145074	0.145074	0.145074	0.000000	0.000000	0.000000	0.145074	0.000000	0.999991	0.000000	0.000009	0.155500	
7596000	-133.476798	71	1	1	'0 0 0 0 0 Z 0 0 	D	0.223614	0.223614	0.223614	0.223614	0.223614	0.000000	0.223614	0.223614	0.227688	0.164191	0.202125	0.405995	0.176354	
7597000	-134.224664	108	1	2	'0 0 0 0 Z Z 0 0 	D	0.234024	0.234024	0.234024	0.234024	0.000000	0.000000	0.234024	0.234024	0.339268	0.284754	0.000000	0.375978	0.328415	
7598000	-133.671902	127	1	0	'0 0 0 0 0 0 0 0 	I	0.110460	0.110460	0.110460	0.110460	0.110460	0.110460	0.110460	0.110460	0.017918	0.000404	0.960054	0.021625	0.312691	
7599000	-132.857835	330	1	3	'Z 0 0 0 Z Z 0 0 	D	0.000000	0.196436	0.196436	0.196436	0.000000	0.000000	0.196436	0.196436	0.000000	0.294119	0.000000	0.705881	0.255491	
7600000	-133.738285	122	1	2	'0 0 0 0 Z Z 0 0 	D	0.150147	0.150147	0.150147	0.150147	0.000000	0.000000	0.150147	0.150147	0.519831	0.126675	0.000000	0.353494	0.336326	
