Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_agr.txt
Log File Name:                   DEP_agr.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            884579305
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_agr.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
8136000	-139.308361	870	1	2	'0 0 0 0 0 0 Z Z 	D	0.187099	0.187099	0.187099	0.187099	0.187099	0.187099	0.000000	0.000000	0.131316	0.799582	0.069101	0.000000	0.405905	
8137000	-138.359181	843	1	2	'0 0 0 0 0 0 Z Z 	D	0.192942	0.192942	0.192942	0.192942	0.192942	0.192942	0.000000	0.000000	0.047400	0.896492	0.056107	0.000000	0.403907	
8138000	-136.310290	378	1	3	'0 0 0 0 Z 0 Z Z 	D	0.174473	0.174473	0.174473	0.174473	0.000000	0.174473	0.000000	0.000000	0.041937	0.958062	0.000000	0.000001	0.122777	
8139000	-137.720395	772	1	3	'0 0 0 0 Z 0 Z Z 	D	0.147998	0.147998	0.147998	0.147998	0.000000	0.147998	0.000000	0.000000	0.065286	0.934713	0.000000	0.000001	0.100866	
8140000	-137.020579	193	1	3	'0 0 0 0 Z 0 Z Z 	D	0.191932	0.191932	0.191932	0.191932	0.000000	0.191932	0.000000	0.000000	0.076087	0.923913	0.000000	0.000000	0.258084	
8141000	-138.670747	475	1	3	'0 0 0 0 Z 0 Z Z 	D	0.142179	0.142179	0.142179	0.142179	0.000000	0.142179	0.000000	0.000000	0.043525	0.956473	0.000000	0.000002	0.150012	
8142000	-140.879747	411	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.103988	0.103988	0.103988	0.103988	0.103988	0.103988	0.103988	0.000011	0.039853	0.007577	0.952559	0.268367	
8143000	-136.928226	224	1	1	'0 0 0 0 0 0 0 Z 	D	0.181233	0.181233	0.181233	0.181233	0.181233	0.181233	0.181233	0.000000	0.017406	0.239783	0.080054	0.662757	0.278828	
8144000	-140.178414	69	1	2	'0 0 0 0 0 Z 0 Z 	D	0.162821	0.162821	0.162821	0.162821	0.162821	0.000000	0.162821	0.000000	0.001140	0.200561	0.000001	0.798298	0.113742	
8145000	-135.612610	790	1	1	'0 0 0 0 0 0 0 Z 	D	0.166133	0.166133	0.166133	0.166133	0.166133	0.166133	0.166133	0.000000	0.016454	0.168423	0.079441	0.735681	0.167275	
8146000	-136.184565	808	1	1	'0 0 0 0 0 0 0 Z 	D	0.174158	0.174158	0.174158	0.174158	0.174158	0.174158	0.174158	0.000000	0.028699	0.212015	0.090833	0.668453	0.478695	
8147000	-137.790151	27	1	3	'0 0 0 0 Z Z 0 Z 	D	0.208795	0.208795	0.208795	0.208795	0.000000	0.000000	0.208795	0.000000	0.002329	0.141688	0.000000	0.855983	0.378535	
8148000	-136.244942	554	1	1	'0 0 0 0 0 0 0 Z 	D	0.228522	0.228522	0.228522	0.228522	0.228522	0.228522	0.228522	0.000000	0.036807	0.240620	0.106456	0.616116	0.281496	
8149000	-136.865183	696	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.151940	0.151940	0.151940	0.151940	0.151940	0.151940	0.000000	0.000053	0.153450	0.032208	0.814289	0.177250	
8150000	-140.101941	320	1	3	'0 0 0 0 Z Z 0 Z 	D	0.232139	0.232139	0.232139	0.232139	0.000000	0.000000	0.232139	0.000000	0.000415	0.112977	0.000000	0.886608	0.447269	
8151000	-140.389449	243	1	3	'0 0 0 0 Z Z 0 Z 	D	0.317609	0.317609	0.317609	0.317609	0.000000	0.000000	0.317609	0.000000	0.004049	0.182385	0.000000	0.813566	0.287910	
8152000	-141.182069	66	1	3	'0 0 0 0 0 Z Z Z 	D	0.201117	0.201117	0.201117	0.201117	0.201117	0.000000	0.000000	0.000000	0.019662	0.980151	0.000186	0.000001	0.105056	
8153000	-137.457871	784	1	1	'0 0 0 0 0 0 0 Z 	D	0.176863	0.176863	0.176863	0.176863	0.176863	0.176863	0.176863	0.000000	0.012275	0.188624	0.085854	0.713246	0.162518	
8154000	-137.060810	714	1	1	'0 0 0 0 0 0 0 Z 	D	0.270142	0.270142	0.270142	0.270142	0.270142	0.270142	0.270142	0.000000	0.056637	0.262623	0.109274	0.571466	0.110628	
8155000	-136.590734	424	1	1	'0 0 0 0 0 0 0 Z 	D	0.266028	0.266028	0.266028	0.266028	0.266028	0.266028	0.266028	0.000000	0.074533	0.250127	0.145544	0.529795	0.462575	
8156000	-133.259678	890	2	1	'0 0 0 1 1 1 1 Z 	D	0.311735	0.311735	0.311735	0.165595	0.165595	0.165595	0.165595	0.000000	0.012386	0.060044	0.060665	0.866905	0.269152	
8157000	-136.151522	377	1	1	'0 0 0 0 0 0 0 Z 	D	0.176120	0.176120	0.176120	0.176120	0.176120	0.176120	0.176120	0.000000	0.011574	0.187578	0.051542	0.749306	0.213850	
8158000	-136.117211	938	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.210235	0.210235	0.210235	0.210235	0.210235	0.210235	0.000000	0.000513	0.146169	0.065961	0.787357	0.113797	
8159000	-137.107441	700	1	1	'0 0 0 0 0 0 0 Z 	D	0.172758	0.172758	0.172758	0.172758	0.172758	0.172758	0.172758	0.000000	0.012653	0.219685	0.062528	0.705134	0.166839	
8160000	-136.281467	69	1	1	'0 0 0 0 0 0 0 Z 	D	0.254452	0.254452	0.254452	0.254452	0.254452	0.254452	0.254452	0.000000	0.045304	0.262748	0.116428	0.575520	0.132691	
8161000	-137.737211	90	1	1	'0 0 0 0 0 0 Z 0 	D	0.175632	0.175632	0.175632	0.175632	0.175632	0.175632	0.000000	0.175632	0.032959	0.899521	0.036989	0.030530	0.372473	
8162000	-138.977959	492	1	1	'0 0 0 0 0 0 0 Z 	D	0.334700	0.334700	0.334700	0.334700	0.334700	0.334700	0.334700	0.000000	0.093363	0.281076	0.143828	0.481734	0.257953	
8163000	-136.492555	732	1	1	'0 0 0 0 0 0 0 Z 	D	0.199708	0.199708	0.199708	0.199708	0.199708	0.199708	0.199708	0.000000	0.030166	0.263835	0.082377	0.623622	0.071127	
8164000	-135.865645	688	1	1	'0 0 0 0 0 0 0 Z 	D	0.219151	0.219151	0.219151	0.219151	0.219151	0.219151	0.219151	0.000000	0.083783	0.242569	0.155531	0.518117	0.085913	
8165000	-136.401219	665	1	1	'0 0 0 0 0 0 0 Z 	D	0.229531	0.229531	0.229531	0.229531	0.229531	0.229531	0.229531	0.000000	0.022373	0.252037	0.074075	0.651515	0.262789	
8166000	-138.459969	809	1	1	'0 0 0 0 0 0 0 Z 	D	0.167220	0.167220	0.167220	0.167220	0.167220	0.167220	0.167220	0.000000	0.032417	0.222938	0.181619	0.563026	0.335496	
8167000	-136.763670	558	1	1	'0 0 0 0 0 0 0 Z 	D	0.181890	0.181890	0.181890	0.181890	0.181890	0.181890	0.181890	0.000000	0.015946	0.199558	0.068743	0.715753	0.234691	
8168000	-136.816449	157	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.199527	0.199527	0.199527	0.199527	0.199527	0.199527	0.000000	0.005432	0.172920	0.111732	0.709916	0.284333	
8169000	-138.006428	805	1	1	'0 0 0 0 0 0 0 Z 	D	0.313990	0.313990	0.313990	0.313990	0.313990	0.313990	0.313990	0.000000	0.105263	0.279802	0.182440	0.432495	0.411358	
8170000	-138.744237	588	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.148150	0.148150	0.148150	0.148150	0.148150	0.148150	0.000000	0.000390	0.147478	0.098490	0.753642	0.467150	
8171000	-136.377122	70	1	1	'0 0 0 0 0 0 0 Z 	D	0.186654	0.186654	0.186654	0.186654	0.186654	0.186654	0.186654	0.000000	0.012627	0.205527	0.063190	0.718656	0.221588	
8172000	-140.096777	753	1	0	'0 0 0 0 0 0 0 0 	I	0.126700	0.126700	0.126700	0.126700	0.126700	0.126700	0.126700	0.126700	0.002287	0.061845	0.033371	0.902498	0.281851	
8173000	-136.328712	808	1	1	'0 0 0 0 0 0 0 Z 	D	0.264918	0.264918	0.264918	0.264918	0.264918	0.264918	0.264918	0.000000	0.075687	0.254397	0.141702	0.528214	0.324774	
8174000	-136.393645	926	1	1	'0 0 0 0 0 0 0 Z 	D	0.195878	0.195878	0.195878	0.195878	0.195878	0.195878	0.195878	0.000000	0.028108	0.229510	0.094251	0.648131	0.298538	
8175000	-137.416283	304	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.158693	0.158693	0.158693	0.158693	0.158693	0.158693	0.000000	0.006844	0.132857	0.145841	0.714459	0.101448	
8176000	-136.930097	691	1	1	'0 0 0 0 0 0 0 Z 	D	0.269947	0.269947	0.269947	0.269947	0.269947	0.269947	0.269947	0.000000	0.043243	0.263167	0.098397	0.595194	0.291520	
8177000	-136.298606	743	1	1	'0 0 0 0 0 0 0 Z 	D	0.173858	0.173858	0.173858	0.173858	0.173858	0.173858	0.173858	0.000000	0.076167	0.243562	0.310037	0.370233	0.422034	
8178000	-138.156463	515	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.198989	0.198989	0.198989	0.198989	0.198989	0.198989	0.000000	0.005040	0.146532	0.099596	0.748832	0.461914	
8179000	-137.602521	334	1	2	'0 0 0 0 0 0 Z Z 	D	0.178966	0.178966	0.178966	0.178966	0.178966	0.178966	0.000000	0.000000	0.064363	0.869266	0.066371	0.000001	0.494839	
8180000	-137.294280	411	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.209817	0.209817	0.209817	0.209817	0.209817	0.209817	0.000000	0.000838	0.145814	0.074238	0.779110	0.426327	
8181000	-138.928628	469	1	2	'0 0 0 0 0 0 Z Z 	D	0.188885	0.188885	0.188885	0.188885	0.188885	0.188885	0.000000	0.000000	0.042159	0.899253	0.058588	0.000001	0.479231	
8182000	-138.832402	752	1	1	'0 0 0 0 0 0 0 Z 	D	0.478130	0.478130	0.478130	0.478130	0.478130	0.478130	0.478130	0.000000	0.136637	0.288299	0.171195	0.403868	0.404336	
8183000	-136.029797	520	1	1	'0 0 0 0 0 0 0 Z 	D	0.157652	0.157652	0.157652	0.157652	0.157652	0.157652	0.157652	0.000000	0.028062	0.242150	0.224537	0.505251	0.071327	
8184000	-136.044186	697	1	1	'0 0 0 0 0 0 0 Z 	D	0.199596	0.199596	0.199596	0.199596	0.199596	0.199596	0.199596	0.000000	0.022581	0.214654	0.080014	0.682751	0.343905	
8185000	-143.005659	857	1	2	'0 0 0 0 Z 0 Z 0 	I	0.140887	0.140887	0.140887	0.140887	0.000000	0.140887	0.000000	0.140887	0.026217	0.973773	0.000000	0.000010	0.171324	
8186000	-139.346475	589	1	1	'0 0 0 0 0 0 Z 0 	D	0.184794	0.184794	0.184794	0.184794	0.184794	0.184794	0.000000	0.184794	0.029231	0.927657	0.024328	0.018784	0.156163	
8187000	-142.173211	8	1	3	'Z Z 0 0 0 0 Z 0 	D	0.000000	0.000000	0.135857	0.135857	0.135857	0.135857	0.000000	0.135857	0.000000	0.999965	0.000001	0.000034	0.124973	
8188000	-140.843408	946	2	0	'0 0 1 1 1 0 0 1 	D	0.239993	0.239993	0.139314	0.139314	0.139314	0.239993	0.239993	0.139314	0.014563	0.040953	0.188875	0.755609	0.399317	
8189000	-136.527440	245	1	1	'0 0 0 0 0 0 0 Z 	D	0.199462	0.199462	0.199462	0.199462	0.199462	0.199462	0.199462	0.000000	0.023024	0.228976	0.079007	0.668994	0.482286	
8190000	-136.887041	271	1	1	'0 0 0 0 0 0 0 Z 	D	0.189417	0.189417	0.189417	0.189417	0.189417	0.189417	0.189417	0.000000	0.016623	0.210860	0.075458	0.697058	0.402021	
8191000	-136.214670	289	1	1	'0 0 0 0 0 0 0 Z 	D	0.249171	0.249171	0.249171	0.249171	0.249171	0.249171	0.249171	0.000000	0.066060	0.246069	0.146897	0.540974	0.464594	
8192000	-137.022476	681	1	1	'0 0 0 0 0 0 0 Z 	D	0.203763	0.203763	0.203763	0.203763	0.203763	0.203763	0.203763	0.000000	0.031797	0.224182	0.168035	0.575985	0.147826	
8193000	-137.441340	331	1	1	'0 0 0 0 0 0 0 Z 	D	0.158720	0.158720	0.158720	0.158720	0.158720	0.158720	0.158720	0.000000	0.006716	0.178358	0.053691	0.761234	0.159943	
8194000	-139.532080	567	1	2	'0 0 0 0 0 Z 0 Z 	D	0.200955	0.200955	0.200955	0.200955	0.200955	0.000000	0.200955	0.000000	0.001224	0.125113	0.000005	0.873657	0.203636	
8195000	-136.436979	71	1	1	'0 0 0 0 0 0 0 Z 	D	0.254813	0.254813	0.254813	0.254813	0.254813	0.254813	0.254813	0.000000	0.048956	0.242859	0.141279	0.566905	0.264605	
8196000	-136.739572	71	1	1	'0 0 0 0 0 0 0 Z 	D	0.171237	0.171237	0.171237	0.171237	0.171237	0.171237	0.171237	0.000000	0.015179	0.179434	0.127122	0.678265	0.098884	
8197000	-139.184201	116	1	1	'0 0 0 0 0 0 0 Z 	D	0.126980	0.126980	0.126980	0.126980	0.126980	0.126980	0.126980	0.000000	0.015482	0.250147	0.202169	0.532203	0.118032	
8198000	-136.594706	74	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.162882	0.162882	0.162882	0.162882	0.162882	0.162882	0.000000	0.001485	0.120053	0.061429	0.817033	0.336287	
8199000	-138.904329	959	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.138352	0.138352	0.138352	0.138352	0.138352	0.138352	0.000000	0.000194	0.143710	0.087760	0.768335	0.417549	
8200000	-135.815597	123	1	1	'0 0 0 0 0 0 0 Z 	D	0.203441	0.203441	0.203441	0.203441	0.203441	0.203441	0.203441	0.000000	0.023249	0.235025	0.075348	0.666377	0.082716	
8201000	-136.970982	918	1	1	'0 0 0 0 0 0 0 Z 	D	0.267279	0.267279	0.267279	0.267279	0.267279	0.267279	0.267279	0.000000	0.077043	0.262854	0.138559	0.521544	0.167867	
8202000	-136.381640	389	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.172920	0.172920	0.172920	0.172920	0.172920	0.172920	0.000000	0.000096	0.138816	0.036718	0.824369	0.397237	
8203000	-141.122689	579	1	2	'0 0 0 0 0 Z 0 Z 	D	0.315420	0.315420	0.315420	0.315420	0.315420	0.000000	0.315420	0.000000	0.005808	0.163522	0.000110	0.830561	0.146631	
8204000	-135.692735	389	1	1	'0 0 0 0 0 0 0 Z 	D	0.254923	0.254923	0.254923	0.254923	0.254923	0.254923	0.254923	0.000000	0.032099	0.272960	0.085030	0.609911	0.163699	
8205000	-138.292755	482	1	1	'0 0 0 0 0 0 0 Z 	D	0.270366	0.270366	0.270366	0.270366	0.270366	0.270366	0.270366	0.000000	0.044661	0.281205	0.104624	0.569510	0.310517	
8206000	-135.109171	790	1	1	'0 0 0 0 0 0 0 Z 	D	0.211609	0.211609	0.211609	0.211609	0.211609	0.211609	0.211609	0.000000	0.033601	0.210518	0.104625	0.651257	0.422657	
8207000	-138.649310	694	1	1	'0 0 0 0 0 0 0 Z 	D	0.167652	0.167652	0.167652	0.167652	0.167652	0.167652	0.167652	0.000000	0.010478	0.234288	0.040991	0.714243	0.390399	
8208000	-136.586169	772	1	1	'0 0 0 0 0 0 0 Z 	D	0.263740	0.263740	0.263740	0.263740	0.263740	0.263740	0.263740	0.000000	0.065970	0.247964	0.134608	0.551458	0.376446	
8209000	-136.467170	724	1	1	'0 0 0 0 0 0 0 Z 	D	0.230607	0.230607	0.230607	0.230607	0.230607	0.230607	0.230607	0.000000	0.027462	0.227745	0.082656	0.662138	0.361154	
8210000	-137.393323	767	1	1	'0 0 0 0 0 0 0 Z 	D	0.259748	0.259748	0.259748	0.259748	0.259748	0.259748	0.259748	0.000000	0.047881	0.236953	0.116413	0.598753	0.270059	
8211000	-137.065769	983	1	1	'0 0 0 0 0 0 0 Z 	D	0.256353	0.256353	0.256353	0.256353	0.256353	0.256353	0.256353	0.000000	0.052895	0.257781	0.120975	0.568348	0.179041	
8212000	-138.572421	215	1	1	'0 0 0 0 0 0 0 Z 	D	0.138814	0.138814	0.138814	0.138814	0.138814	0.138814	0.138814	0.000000	0.009492	0.140273	0.060631	0.789605	0.173436	
8213000	-136.847106	863	1	3	'0 0 0 0 Z 0 Z Z 	D	0.173533	0.173533	0.173533	0.173533	0.000000	0.173533	0.000000	0.000000	0.031359	0.968640	0.000000	0.000000	0.415720	
8214000	-136.664232	341	1	1	'0 0 0 0 0 0 0 Z 	D	0.217008	0.217008	0.217008	0.217008	0.217008	0.217008	0.217008	0.000000	0.035769	0.252324	0.088622	0.623286	0.496013	
8215000	-135.294132	752	1	1	'0 0 0 0 0 0 0 Z 	D	0.314799	0.314799	0.314799	0.314799	0.314799	0.314799	0.314799	0.000000	0.057803	0.356252	0.083703	0.502242	0.403024	
8216000	-137.433614	456	1	2	'0 0 0 0 0 0 Z Z 	D	0.184443	0.184443	0.184443	0.184443	0.184443	0.184443	0.000000	0.000000	0.042030	0.897097	0.060873	0.000000	0.074944	
8217000	-136.615850	838	1	1	'0 0 0 0 0 0 0 Z 	D	0.168670	0.168670	0.168670	0.168670	0.168670	0.168670	0.168670	0.000000	0.010315	0.199817	0.072439	0.717429	0.084173	
8218000	-137.865582	212	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.200885	0.200885	0.200885	0.200885	0.200885	0.200885	0.000000	0.000418	0.119348	0.043600	0.836635	0.335685	
8219000	-137.086084	28	1	1	'0 0 0 0 0 0 0 Z 	D	0.245523	0.245523	0.245523	0.245523	0.245523	0.245523	0.245523	0.000000	0.050659	0.247031	0.116985	0.585325	0.167067	
8220000	-136.307302	176	1	3	'0 0 0 0 Z 0 Z Z 	D	0.186207	0.186207	0.186207	0.186207	0.000000	0.186207	0.000000	0.000000	0.056643	0.943356	0.000000	0.000000	0.186403	
8221000	-139.366693	195	1	0	'0 0 0 0 0 0 0 0 	I	0.131740	0.131740	0.131740	0.131740	0.131740	0.131740	0.131740	0.131740	0.001735	0.037325	0.042687	0.918253	0.420493	
8222000	-141.080127	814	1	3	'0 0 0 0 Z 0 Z Z 	D	0.129070	0.129070	0.129070	0.129070	0.000000	0.129070	0.000000	0.000000	0.043288	0.956712	0.000000	0.000000	0.190722	
8223000	-136.716479	791	1	1	'0 0 0 0 0 0 0 Z 	D	0.192897	0.192897	0.192897	0.192897	0.192897	0.192897	0.192897	0.000000	0.025909	0.230721	0.102737	0.640634	0.472186	
8224000	-135.722294	463	1	1	'0 0 0 0 0 0 0 Z 	D	0.222738	0.222738	0.222738	0.222738	0.222738	0.222738	0.222738	0.000000	0.021149	0.255134	0.061411	0.662306	0.352522	
8225000	-138.506211	315	1	3	'0 0 0 0 Z 0 Z Z 	D	0.226647	0.226647	0.226647	0.226647	0.000000	0.226647	0.000000	0.000000	0.141869	0.858130	0.000000	0.000000	0.148070	
8226000	-138.373726	889	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.181297	0.181297	0.181297	0.181297	0.181297	0.181297	0.000000	0.000359	0.139929	0.048719	0.810993	0.428689	
8227000	-137.336355	736	1	1	'0 0 0 0 0 0 0 Z 	D	0.152265	0.152265	0.152265	0.152265	0.152265	0.152265	0.152265	0.000000	0.022461	0.155709	0.107319	0.714511	0.315122	
8228000	-137.149042	289	1	2	'0 0 0 0 0 0 Z Z 	D	0.183302	0.183302	0.183302	0.183302	0.183302	0.183302	0.000000	0.000000	0.100318	0.845191	0.054492	0.000000	0.023382	
8229000	-137.307208	224	1	1	'0 0 0 0 0 0 0 Z 	D	0.167871	0.167871	0.167871	0.167871	0.167871	0.167871	0.167871	0.000000	0.013400	0.228718	0.074461	0.683420	0.161051	
8230000	-138.366867	808	1	1	'0 0 0 0 0 0 0 Z 	D	0.135610	0.135610	0.135610	0.135610	0.135610	0.135610	0.135610	0.000000	0.014978	0.181662	0.064206	0.739154	0.307386	
8231000	-136.605140	149	1	1	'0 0 0 0 0 0 0 Z 	D	0.155984	0.155984	0.155984	0.155984	0.155984	0.155984	0.155984	0.000000	0.059605	0.203693	0.358624	0.378078	0.347246	
8232000	-137.312835	593	1	1	'0 0 0 0 0 0 0 Z 	D	0.272160	0.272160	0.272160	0.272160	0.272160	0.272160	0.272160	0.000000	0.075414	0.271922	0.130428	0.522236	0.129618	
8233000	-141.283225	46	1	2	'0 0 0 0 0 Z 0 Z 	D	0.353165	0.353165	0.353165	0.353165	0.353165	0.000000	0.353165	0.000000	0.014209	0.192524	0.000647	0.792620	0.079930	
8234000	-135.895740	93	1	1	'0 0 0 0 0 0 0 Z 	D	0.229332	0.229332	0.229332	0.229332	0.229332	0.229332	0.229332	0.000000	0.041059	0.260958	0.109530	0.588452	0.175979	
8235000	-135.825361	349	1	1	'0 0 0 0 0 0 0 Z 	D	0.203758	0.203758	0.203758	0.203758	0.203758	0.203758	0.203758	0.000000	0.047809	0.251971	0.166487	0.533734	0.343601	
8236000	-143.437023	603	1	1	'0 0 0 0 Z 0 0 0 	D	0.106170	0.106170	0.106170	0.106170	0.000000	0.106170	0.106170	0.106170	0.002233	0.055822	0.042635	0.899310	0.052436	
8237000	-137.271479	974	1	3	'0 0 0 0 Z 0 Z Z 	D	0.191182	0.191182	0.191182	0.191182	0.000000	0.191182	0.000000	0.000000	0.075189	0.924811	0.000000	0.000000	0.064666	
8238000	-136.712942	940	1	1	'0 0 0 0 0 0 0 Z 	D	0.204139	0.204139	0.204139	0.204139	0.204139	0.204139	0.204139	0.000000	0.019383	0.249893	0.100795	0.629930	0.361496	
8239000	-141.362976	511	1	1	'0 0 0 0 Z 0 0 0 	D	0.179333	0.179333	0.179333	0.179333	0.000000	0.179333	0.179333	0.179333	0.033717	0.272581	0.089595	0.604107	0.272028	
8240000	-137.757238	865	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.216331	0.216331	0.216331	0.216331	0.216331	0.216331	0.000000	0.001123	0.123637	0.062951	0.812290	0.314152	
8241000	-139.511861	415	1	2	'0 0 0 0 0 0 Z Z 	D	0.220689	0.220689	0.220689	0.220689	0.220689	0.220689	0.000000	0.000000	0.071985	0.871240	0.056775	0.000000	0.383173	
8242000	-137.651052	854	1	3	'0 0 0 0 Z 0 Z Z 	D	0.175204	0.175204	0.175204	0.175204	0.000000	0.175204	0.000000	0.000000	0.072455	0.927544	0.000000	0.000000	0.316290	
8243000	-138.522361	174	1	1	'0 0 0 0 0 0 0 Z 	D	0.148664	0.148664	0.148664	0.148664	0.148664	0.148664	0.148664	0.000000	0.005044	0.151212	0.043168	0.800576	0.297235	
8244000	-138.341976	358	1	2	'0 0 0 0 0 Z 0 Z 	D	0.266778	0.266778	0.266778	0.266778	0.266778	0.000000	0.266778	0.000000	0.001655	0.142046	0.000005	0.856293	0.239957	
8245000	-136.473792	245	1	1	'0 0 0 0 0 0 0 Z 	D	0.212060	0.212060	0.212060	0.212060	0.212060	0.212060	0.212060	0.000000	0.028175	0.238081	0.085392	0.648352	0.056674	
8246000	-135.909802	208	1	1	'0 0 0 0 0 0 0 Z 	D	0.204966	0.204966	0.204966	0.204966	0.204966	0.204966	0.204966	0.000000	0.016585	0.295504	0.067761	0.620149	0.437877	
8247000	-137.975357	8	1	1	'0 0 0 0 0 0 0 Z 	D	0.318810	0.318810	0.318810	0.318810	0.318810	0.318810	0.318810	0.000000	0.085825	0.280784	0.133761	0.499630	0.287840	
8248000	-139.349961	205	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.243652	0.243652	0.243652	0.243652	0.243652	0.243652	0.000000	0.008339	0.155755	0.116055	0.719851	0.460016	
8249000	-136.505701	834	1	2	'Z 0 0 0 0 0 0 Z 	D	0.000000	0.179879	0.179879	0.179879	0.179879	0.179879	0.179879	0.000000	0.001702	0.163690	0.058703	0.775905	0.488597	
8250000	-141.563674	3	1	2	'0 0 0 0 Z 0 Z 0 	I	0.174144	0.174144	0.174144	0.174144	0.000000	0.174144	0.000000	0.174144	0.135782	0.864213	0.000001	0.000004	0.301045	
8251000	-136.318562	180	1	1	'0 0 0 0 0 0 0 Z 	D	0.210346	0.210346	0.210346	0.210346	0.210346	0.210346	0.210346	0.000000	0.023562	0.209732	0.080878	0.685827	0.238640	
8252000	-135.993278	96	1	1	'0 0 0 0 0 0 0 Z 	D	0.247483	0.247483	0.247483	0.247483	0.247483	0.247483	0.247483	0.000000	0.048047	0.241155	0.113308	0.597490	0.256651	
8253000	-136.077568	432	1	1	'0 0 0 0 0 0 0 Z 	D	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.266022	0.000000	0.066809	0.258445	0.130529	0.544217	0.147996	
8254000	-139.236339	742	1	2	'0 0 0 0 0 0 Z Z 	D	0.185906	0.185906	0.185906	0.185906	0.185906	0.185906	0.000000	0.000000	0.061327	0.882357	0.056316	0.000001	0.290081	
8255000	-135.817905	578	1	1	'0 0 0 0 0 0 0 Z 	D	0.230151	0.230151	0.230151	0.230151	0.230151	0.230151	0.230151	0.000000	0.026001	0.238409	0.082460	0.653129	0.452718	
8256000	-137.203225	569	1	3	'0 0 0 0 Z 0 Z Z 	D	0.187036	0.187036	0.187036	0.187036	0.000000	0.187036	0.000000	0.000000	0.245812	0.754187	0.000001	0.000000	0.355021	
8257000	-136.222610	308	1	3	'0 0 0 0 Z 0 Z Z 	D	0.195825	0.195825	0.195825	0.195825	0.000000	0.195825	0.000000	0.000000	0.097961	0.902038	0.000000	0.000001	0.135317	
8258000	-140.837976	860	1	4	'Z 0 0 0 Z 0 Z Z 	D	0.000000	0.175788	0.175788	0.175788	0.000000	0.175788	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.144778	
8259000	-136.657490	564	1	3	'0 0 0 0 Z 0 Z Z 	D	0.166234	0.166234	0.166234	0.166234	0.000000	0.166234	0.000000	0.000000	0.048494	0.951505	0.000000	0.000000	0.098113	
8260000	-136.754224	701	1	1	'0 0 0 0 0 0 0 Z 	D	0.200292	0.200292	0.200292	0.200292	0.200292	0.200292	0.200292	0.000000	0.011888	0.211187	0.059917	0.717008	0.488872	
8261000	-136.227792	697	1	1	'0 0 0 0 0 0 0 Z 	D	0.184333	0.184333	0.184333	0.184333	0.184333	0.184333	0.184333	0.000000	0.017576	0.203486	0.071542	0.707395	0.287168	
8262000	-136.195539	346	1	1	'0 0 0 0 0 0 0 Z 	D	0.177846	0.177846	0.177846	0.177846	0.177846	0.177846	0.177846	0.000000	0.013208	0.186268	0.072938	0.727586	0.480789	
8263000	-136.132811	182	1	1	'0 0 0 0 0 0 0 Z 	D	0.248644	0.248644	0.248644	0.248644	0.248644	0.248644	0.248644	0.000000	0.028519	0.238424	0.087029	0.646028	0.094319	
8264000	-138.983943	589	1	2	'0 0 0 0 0 Z 0 Z 	D	0.238673	0.238673	0.238673	0.238673	0.238673	0.000000	0.238673	0.000000	0.001878	0.159982	0.000006	0.838134	0.489683	
