Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin3.txt
Log File Name:                   DEP_pol3_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3245969453
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1371000	-110.200917	977	1	1	'0 0 0 0 0 Z 0 0 	D	0.088343	0.088343	0.088343	0.088343	0.088343	0.000000	0.088343	0.088343	0.016302	0.000104	0.978056	0.005539	0.115536	
1372000	-116.837674	745	1	3	'0 0 0 0 Z Z 0 Z 	D	0.135505	0.135505	0.135505	0.135505	0.000000	0.000000	0.135505	0.000000	0.994188	0.005739	0.000059	0.000014	0.450302	
1373000	-114.051501	465	1	2	'0 0 Z 0 0 Z 0 0 	D	0.121016	0.121016	0.000000	0.121016	0.121016	0.000000	0.121016	0.121016	0.091177	0.000002	0.906415	0.002406	0.147956	
1374000	-109.200839	411	1	2	'0 0 0 0 Z Z 0 0 	D	0.096833	0.096833	0.096833	0.096833	0.000000	0.000000	0.096833	0.096833	0.989721	0.003133	0.000005	0.007141	0.409213	
1375000	-110.417353	6	1	1	'0 0 0 0 0 Z 0 0 	D	0.118736	0.118736	0.118736	0.118736	0.118736	0.000000	0.118736	0.118736	0.051876	0.000350	0.942510	0.005264	0.393650	
1376000	-110.228567	345	1	1	'0 0 0 0 0 Z 0 0 	D	0.098438	0.098438	0.098438	0.098438	0.098438	0.000000	0.098438	0.098438	0.103476	0.000159	0.895087	0.001279	0.432897	
1377000	-112.336987	413	1	0	'0 0 0 0 0 0 0 0 	I	0.065591	0.065591	0.065591	0.065591	0.065591	0.065591	0.065591	0.065591	0.009235	0.000020	0.988654	0.002091	0.401200	
1378000	-111.828364	985	1	2	'0 0 0 0 Z Z 0 0 	D	0.138616	0.138616	0.138616	0.138616	0.000000	0.000000	0.138616	0.138616	0.963767	0.027384	0.000035	0.008814	0.394934	
1379000	-114.526751	435	1	2	'0 0 0 0 Z Z 0 0 	D	0.088601	0.088601	0.088601	0.088601	0.000000	0.000000	0.088601	0.088601	0.996786	0.000957	0.000032	0.002224	0.083462	
1380000	-112.680625	41	1	0	'0 0 0 0 0 0 0 0 	I	0.104333	0.104333	0.104333	0.104333	0.104333	0.104333	0.104333	0.104333	0.016865	0.000130	0.975482	0.007523	0.125987	
1381000	-111.789946	44	1	2	'0 0 Z Z 0 0 0 0 	D	0.085663	0.085663	0.000000	0.000000	0.085663	0.085663	0.085663	0.085663	0.008621	0.000000	0.983226	0.008154	0.093960	
1382000	-114.642895	732	1	1	'0 0 Z 0 0 0 0 0 	D	0.104249	0.104249	0.000000	0.104249	0.104249	0.104249	0.104249	0.104249	0.063718	0.000038	0.925645	0.010599	0.126414	
1383000	-112.818628	186	1	1	'0 0 0 Z 0 0 0 0 	D	0.107905	0.107905	0.107905	0.000000	0.107905	0.107905	0.107905	0.107905	0.003703	0.000001	0.993594	0.002702	0.094122	
1384000	-109.321737	37	1	1	'0 0 0 0 0 Z 0 0 	D	0.116548	0.116548	0.116548	0.116548	0.116548	0.000000	0.116548	0.116548	0.081950	0.000146	0.916627	0.001277	0.332970	
1385000	-110.949750	378	1	1	'0 0 0 0 0 Z 0 0 	D	0.152473	0.152473	0.152473	0.152473	0.152473	0.000000	0.152473	0.152473	0.096753	0.001338	0.892818	0.009091	0.114980	
1386000	-113.092093	62	1	3	'0 0 0 0 Z Z Z 0 	D	0.118031	0.118031	0.118031	0.118031	0.000000	0.000000	0.000000	0.118031	0.985466	0.014459	0.000074	0.000001	0.247560	
1387000	-112.242490	25	1	1	'0 0 0 Z 0 0 0 0 	D	0.085957	0.085957	0.085957	0.000000	0.085957	0.085957	0.085957	0.085957	0.001974	0.000000	0.996813	0.001213	0.122620	
1388000	-113.374674	13	1	1	'0 0 0 Z 0 0 0 0 	D	0.119567	0.119567	0.119567	0.000000	0.119567	0.119567	0.119567	0.119567	0.005623	0.000006	0.990618	0.003753	0.460400	
1389000	-113.408231	949	1	1	'0 0 0 Z 0 0 0 0 	D	0.096016	0.096016	0.096016	0.000000	0.096016	0.096016	0.096016	0.096016	0.013746	0.000056	0.972884	0.013315	0.116669	
1390000	-111.159554	975	1	1	'0 0 0 Z 0 0 0 0 	D	0.064865	0.064865	0.064865	0.000000	0.064865	0.064865	0.064865	0.064865	0.003925	0.000004	0.992170	0.003901	0.214991	
1391000	-111.689322	499	2	1	'1 0 1 0 0 Z 0 0 	D	0.050398	0.120090	0.050398	0.120090	0.120090	0.000000	0.120090	0.120090	0.072425	0.000125	0.922020	0.005429	0.090906	
1392000	-114.027676	659	1	2	'0 0 0 Z 0 0 Z 0 	D	0.085780	0.085780	0.085780	0.000000	0.085780	0.085780	0.000000	0.085780	0.037784	0.000500	0.914696	0.047021	0.136416	
1393000	-114.443756	96	1	1	'0 0 0 0 0 0 0 Z 	D	0.104315	0.104315	0.104315	0.104315	0.104315	0.104315	0.104315	0.000000	0.026203	0.000080	0.973717	0.000000	0.277061	
1394000	-114.080996	500	1	2	'0 0 0 Z 0 0 Z 0 	D	0.095650	0.095650	0.095650	0.000000	0.095650	0.095650	0.000000	0.095650	0.023029	0.000019	0.973473	0.003480	0.213913	
1395000	-114.133012	927	1	1	'0 0 0 Z 0 0 0 0 	D	0.112262	0.112262	0.112262	0.000000	0.112262	0.112262	0.112262	0.112262	0.024621	0.000195	0.953476	0.021708	0.052707	
1396000	-112.032919	987	1	0	'0 0 0 0 0 0 0 0 	I	0.082834	0.082834	0.082834	0.082834	0.082834	0.082834	0.082834	0.082834	0.009113	0.000038	0.986754	0.004096	0.185356	
1397000	-108.634691	333	1	2	'0 0 0 0 Z Z 0 0 	D	0.117586	0.117586	0.117586	0.117586	0.000000	0.000000	0.117586	0.117586	0.976068	0.010802	0.000004	0.013126	0.251683	
1398000	-107.697626	175	2	2	'1 1 0 0 Z Z 0 0 	D	0.071391	0.071391	0.374016	0.374016	0.000000	0.000000	0.374016	0.374016	0.025917	0.132167	0.000001	0.841915	0.319133	
1399000	-110.753453	565	1	1	'0 0 0 0 0 Z 0 0 	D	0.096721	0.096721	0.096721	0.096721	0.096721	0.000000	0.096721	0.096721	0.135193	0.000422	0.862018	0.002366	0.351447	
1400000	-115.330081	799	1	1	'0 0 0 0 0 0 Z 0 	D	0.074697	0.074697	0.074697	0.074697	0.074697	0.074697	0.000000	0.074697	0.014388	0.000204	0.970022	0.015385	0.149611	
1401000	-110.810877	154	1	1	'0 0 0 0 0 Z 0 0 	D	0.107926	0.107926	0.107926	0.107926	0.107926	0.000000	0.107926	0.107926	0.030887	0.000148	0.965591	0.003373	0.171246	
1402000	-112.964716	633	1	3	'0 0 0 0 Z Z Z 0 	D	0.105344	0.105344	0.105344	0.105344	0.000000	0.000000	0.000000	0.105344	0.974351	0.025553	0.000094	0.000002	0.169617	
1403000	-111.639564	398	1	1	'0 0 0 0 0 Z 0 0 	D	0.087715	0.087715	0.087715	0.087715	0.087715	0.000000	0.087715	0.087715	0.017516	0.000160	0.974296	0.008027	0.480591	
1404000	-113.231875	473	1	3	'0 0 Z Z 0 0 0 Z 	D	0.069345	0.069345	0.000000	0.000000	0.069345	0.069345	0.069345	0.000000	0.001902	0.000000	0.998098	0.000000	0.094715	
1405000	-114.668051	386	1	2	'0 0 0 0 0 Z 0 Z 	D	0.108042	0.108042	0.108042	0.108042	0.108042	0.000000	0.108042	0.000000	0.048890	0.000613	0.950492	0.000004	0.467116	
1406000	-108.695706	660	1	1	'0 0 0 0 0 Z 0 0 	D	0.125296	0.125296	0.125296	0.125296	0.125296	0.000000	0.125296	0.125296	0.356867	0.010068	0.617327	0.015738	0.235883	
1407000	-114.322386	439	1	2	'0 0 0 Z 0 0 Z 0 	D	0.111003	0.111003	0.111003	0.000000	0.111003	0.111003	0.000000	0.111003	0.027830	0.000243	0.942984	0.028943	0.175927	
1408000	-111.255000	352	1	1	'0 0 0 0 0 Z 0 0 	D	0.112436	0.112436	0.112436	0.112436	0.112436	0.000000	0.112436	0.112436	0.048181	0.000583	0.941753	0.009483	0.272535	
1409000	-111.913260	841	1	3	'0 0 0 0 0 Z Z Z 	D	0.129756	0.129756	0.129756	0.129756	0.129756	0.000000	0.000000	0.000000	0.045438	0.000328	0.954234	0.000000	0.301234	
1410000	-113.142563	491	1	3	'0 0 0 0 0 Z Z Z 	D	0.129110	0.129110	0.129110	0.129110	0.129110	0.000000	0.000000	0.000000	0.037090	0.000100	0.962810	0.000000	0.203273	
1411000	-111.823801	572	1	1	'0 0 0 0 0 Z 0 0 	D	0.155991	0.155991	0.155991	0.155991	0.155991	0.000000	0.155991	0.155991	0.093084	0.001187	0.898195	0.007534	0.234565	
1412000	-108.159232	730	1	3	'0 0 0 0 Z Z Z 0 	D	0.106600	0.106600	0.106600	0.106600	0.000000	0.000000	0.000000	0.106600	0.976638	0.023361	0.000002	0.000000	0.031547	
1413000	-108.553013	660	1	1	'0 0 0 0 0 Z 0 0 	D	0.114346	0.114346	0.114346	0.114346	0.114346	0.000000	0.114346	0.114346	0.361146	0.008374	0.617433	0.013047	0.129681	
1414000	-108.963393	256	1	3	'0 0 0 0 Z Z Z 0 	D	0.102097	0.102097	0.102097	0.102097	0.000000	0.000000	0.000000	0.102097	0.980014	0.019984	0.000002	0.000000	0.373382	
1415000	-111.922535	227	1	1	'0 0 0 0 0 Z 0 0 	D	0.086623	0.086623	0.086623	0.086623	0.086623	0.000000	0.086623	0.086623	0.012919	0.000052	0.983716	0.003313	0.286500	
1416000	-112.621233	164	1	2	'0 0 Z 0 0 Z 0 0 	D	0.107529	0.107529	0.000000	0.107529	0.107529	0.000000	0.107529	0.107529	0.032531	0.000032	0.958173	0.009264	0.439718	
1417000	-112.256995	121	1	1	'0 0 0 Z 0 0 0 0 	D	0.075737	0.075737	0.075737	0.000000	0.075737	0.075737	0.075737	0.075737	0.002681	0.000002	0.994775	0.002543	0.398922	
1418000	-114.819289	746	1	2	'0 0 0 Z 0 0 Z 0 	D	0.070687	0.070687	0.070687	0.000000	0.070687	0.070687	0.000000	0.070687	0.006587	0.000013	0.985647	0.007754	0.064197	
1419000	-113.683227	78	1	0	'0 0 0 0 0 0 0 0 	I	0.080988	0.080988	0.080988	0.080988	0.080988	0.080988	0.080988	0.080988	0.003708	0.000008	0.994069	0.002215	0.212226	
1420000	-110.986488	924	1	1	'0 0 0 0 0 Z 0 0 	D	0.144863	0.144863	0.144863	0.144863	0.144863	0.000000	0.144863	0.144863	0.070806	0.000980	0.918921	0.009293	0.380158	
1421000	-114.050901	201	1	1	'0 0 0 Z 0 0 0 0 	D	0.076664	0.076664	0.076664	0.000000	0.076664	0.076664	0.076664	0.076664	0.004430	0.000001	0.994469	0.001100	0.288765	
1422000	-111.957179	980	1	1	'0 0 0 Z 0 0 0 0 	D	0.092979	0.092979	0.092979	0.000000	0.092979	0.092979	0.092979	0.092979	0.003246	0.000002	0.994122	0.002630	0.162060	
1423000	-114.695120	269	1	3	'0 0 0 0 0 Z Z Z 	D	0.160033	0.160033	0.160033	0.160033	0.160033	0.000000	0.000000	0.000000	0.076265	0.000196	0.923539	0.000000	0.441770	
1424000	-110.466673	559	1	1	'0 0 0 0 0 Z 0 0 	D	0.125009	0.125009	0.125009	0.125009	0.125009	0.000000	0.125009	0.125009	0.054545	0.000700	0.935263	0.009491	0.207791	
1425000	-109.369158	206	1	1	'0 0 0 0 0 Z 0 0 	D	0.192288	0.192288	0.192288	0.192288	0.192288	0.000000	0.192288	0.192288	0.205830	0.001530	0.788293	0.004348	0.182160	
1426000	-107.725014	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.106837	0.106837	0.106837	0.106837	0.106837	0.000000	0.106837	0.106837	0.341814	0.004288	0.646313	0.007585	0.234885	
1427000	-110.251767	768	1	1	'0 0 0 0 0 Z 0 0 	D	0.128688	0.128688	0.128688	0.128688	0.128688	0.000000	0.128688	0.128688	0.070540	0.002336	0.901199	0.025926	0.104653	
1428000	-113.094300	244	1	1	'0 0 0 0 0 Z 0 0 	D	0.169209	0.169209	0.169209	0.169209	0.169209	0.000000	0.169209	0.169209	0.139577	0.004830	0.832821	0.022771	0.438755	
1429000	-113.462056	749	1	2	'0 0 Z 0 0 Z 0 0 	D	0.122882	0.122882	0.000000	0.122882	0.122882	0.000000	0.122882	0.122882	0.036333	0.000042	0.952651	0.010974	0.236590	
1430000	-109.764337	985	1	1	'0 0 0 0 0 Z 0 0 	D	0.095774	0.095774	0.095774	0.095774	0.095774	0.000000	0.095774	0.095774	0.027324	0.000363	0.961635	0.010679	0.078934	
1431000	-109.647111	740	1	1	'0 0 0 0 0 Z 0 0 	D	0.116077	0.116077	0.116077	0.116077	0.116077	0.000000	0.116077	0.116077	0.057687	0.000529	0.935256	0.006528	0.086673	
1432000	-110.710457	636	1	1	'0 0 0 0 0 Z 0 0 	D	0.132291	0.132291	0.132291	0.132291	0.132291	0.000000	0.132291	0.132291	0.054811	0.000557	0.937568	0.007064	0.151380	
1433000	-113.645935	180	1	3	'0 0 Z Z 0 0 Z 0 	D	0.094999	0.094999	0.000000	0.000000	0.094999	0.094999	0.000000	0.094999	0.008691	0.000000	0.980132	0.011177	0.083179	
1434000	-114.418475	17	1	3	'0 0 Z Z 0 0 0 Z 	D	0.093566	0.093566	0.000000	0.000000	0.093566	0.093566	0.093566	0.000000	0.011890	0.000000	0.988110	0.000000	0.328088	
1435000	-113.100953	203	1	2	'0 0 0 0 0 Z 0 Z 	D	0.104146	0.104146	0.104146	0.104146	0.104146	0.000000	0.104146	0.000000	0.079494	0.001258	0.919239	0.000009	0.096609	
1436000	-109.447292	449	1	3	'0 0 0 0 Z Z Z 0 	D	0.125694	0.125694	0.125694	0.125694	0.000000	0.000000	0.000000	0.125694	0.966775	0.033223	0.000002	0.000000	0.270209	
1437000	-108.284069	730	1	2	'0 0 0 0 Z Z 0 0 	D	0.127722	0.127722	0.127722	0.127722	0.000000	0.000000	0.127722	0.127722	0.945411	0.031679	0.000001	0.022908	0.063995	
1438000	-111.784995	411	1	1	'0 0 0 0 0 Z 0 0 	D	0.184397	0.184397	0.184397	0.184397	0.184397	0.000000	0.184397	0.184397	0.207090	0.004952	0.772867	0.015091	0.413960	
1439000	-113.635007	566	1	2	'0 0 0 0 Z Z 0 0 	D	0.169276	0.169276	0.169276	0.169276	0.000000	0.000000	0.169276	0.169276	0.981864	0.007556	0.000011	0.010570	0.141086	
1440000	-110.210206	731	1	1	'0 0 0 0 0 Z 0 0 	D	0.116243	0.116243	0.116243	0.116243	0.116243	0.000000	0.116243	0.116243	0.041960	0.000267	0.953387	0.004387	0.094676	
1441000	-114.893889	833	1	4	'0 0 0 0 Z Z Z Z 	D	0.161017	0.161017	0.161017	0.161017	0.000000	0.000000	0.000000	0.000000	0.995283	0.004704	0.000013	0.000000	0.218351	
1442000	-109.209926	607	2	3	'1 1 0 0 Z Z Z 0 	D	0.120380	0.120380	0.268414	0.268414	0.000000	0.000000	0.000000	0.268414	0.805317	0.194672	0.000010	0.000001	0.421413	
1443000	-111.901882	545	1	2	'0 0 Z 0 0 Z 0 0 	D	0.121673	0.121673	0.000000	0.121673	0.121673	0.000000	0.121673	0.121673	0.073162	0.000310	0.899645	0.026884	0.390323	
1444000	-110.699488	670	1	1	'0 0 0 Z 0 0 0 0 	D	0.083425	0.083425	0.083425	0.000000	0.083425	0.083425	0.083425	0.083425	0.004449	0.000002	0.994051	0.001498	0.172997	
1445000	-109.140855	421	1	1	'0 0 0 0 0 Z 0 0 	D	0.107918	0.107918	0.107918	0.107918	0.107918	0.000000	0.107918	0.107918	0.031281	0.000059	0.967412	0.001248	0.445392	
1446000	-110.167849	219	1	1	'0 0 0 0 0 Z 0 0 	D	0.136295	0.136295	0.136295	0.136295	0.136295	0.000000	0.136295	0.136295	0.094762	0.000455	0.901644	0.003139	0.379308	
1447000	-110.720611	258	1	1	'0 0 0 0 0 Z 0 0 	D	0.107753	0.107753	0.107753	0.107753	0.107753	0.000000	0.107753	0.107753	0.044244	0.000045	0.954966	0.000744	0.222515	
1448000	-110.973468	358	1	1	'0 0 0 0 0 Z 0 0 	D	0.086572	0.086572	0.086572	0.086572	0.086572	0.000000	0.086572	0.086572	0.026373	0.000006	0.973430	0.000190	0.435470	
1449000	-108.799552	256	1	2	'0 0 0 0 Z Z 0 0 	D	0.122628	0.122628	0.122628	0.122628	0.000000	0.000000	0.122628	0.122628	0.952745	0.027367	0.000001	0.019887	0.209621	
1450000	-111.640087	159	1	1	'0 0 0 0 0 Z 0 0 	D	0.144993	0.144993	0.144993	0.144993	0.144993	0.000000	0.144993	0.144993	0.072911	0.001024	0.916573	0.009492	0.273005	
1451000	-110.201783	560	1	1	'0 0 0 0 0 Z 0 0 	D	0.102691	0.102691	0.102691	0.102691	0.102691	0.000000	0.102691	0.102691	0.033999	0.000034	0.965254	0.000713	0.382072	
1452000	-112.831838	257	1	2	'0 0 0 0 0 Z 0 Z 	D	0.090192	0.090192	0.090192	0.090192	0.090192	0.000000	0.090192	0.000000	0.025466	0.000116	0.974418	0.000000	0.477927	
1453000	-112.419138	22	1	3	'0 0 0 0 0 Z Z Z 	D	0.127346	0.127346	0.127346	0.127346	0.127346	0.000000	0.000000	0.000000	0.034749	0.000041	0.965210	0.000000	0.068907	
1454000	-108.420890	266	1	1	'0 0 0 0 0 Z 0 0 	D	0.137788	0.137788	0.137788	0.137788	0.137788	0.000000	0.137788	0.137788	0.111571	0.009094	0.822187	0.057148	0.427729	
1455000	-112.676871	942	1	0	'0 0 0 0 0 0 0 0 	I	0.112531	0.112531	0.112531	0.112531	0.112531	0.112531	0.112531	0.112531	0.022238	0.000182	0.969636	0.007945	0.193141	
1456000	-112.250429	588	1	1	'0 0 0 0 0 Z 0 0 	D	0.181867	0.181867	0.181867	0.181867	0.181867	0.000000	0.181867	0.181867	0.168609	0.003310	0.816544	0.011537	0.469274	
1457000	-108.737621	730	1	3	'0 0 0 0 Z Z Z 0 	D	0.145207	0.145207	0.145207	0.145207	0.000000	0.000000	0.000000	0.145207	0.956816	0.043183	0.000001	0.000000	0.432637	
1458000	-113.113590	499	1	2	'0 0 Z 0 0 Z 0 0 	D	0.142155	0.142155	0.000000	0.142155	0.142155	0.000000	0.142155	0.142155	0.050825	0.000022	0.940665	0.008488	0.173704	
1459000	-112.525163	994	1	1	'0 0 0 0 0 Z 0 0 	D	0.084208	0.084208	0.084208	0.084208	0.084208	0.000000	0.084208	0.084208	0.023396	0.000446	0.959825	0.016332	0.219668	
1460000	-107.570004	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.117717	0.117717	0.117717	0.117717	0.000000	0.000000	0.000000	0.117717	0.984812	0.015187	0.000002	0.000000	0.231837	
1461000	-111.456598	430	1	1	'0 0 0 0 0 Z 0 0 	D	0.105633	0.105633	0.105633	0.105633	0.105633	0.000000	0.105633	0.105633	0.029509	0.000270	0.962547	0.007673	0.105769	
1462000	-110.897022	844	1	1	'0 0 0 0 0 Z 0 0 	D	0.115456	0.115456	0.115456	0.115456	0.115456	0.000000	0.115456	0.115456	0.042876	0.000849	0.940137	0.016137	0.249784	
1463000	-112.585967	999	1	1	'0 0 0 0 0 Z 0 0 	D	0.095254	0.095254	0.095254	0.095254	0.095254	0.000000	0.095254	0.095254	0.030727	0.000471	0.955870	0.012932	0.356738	
1464000	-114.462760	882	1	1	'0 0 Z 0 0 0 0 0 	D	0.081759	0.081759	0.000000	0.081759	0.081759	0.081759	0.081759	0.081759	0.005755	0.000005	0.989954	0.004286	0.409996	
1465000	-110.618661	729	1	1	'0 0 0 0 0 Z 0 0 	D	0.096171	0.096171	0.096171	0.096171	0.096171	0.000000	0.096171	0.096171	0.025131	0.000341	0.963102	0.011427	0.127839	
1466000	-108.369623	256	1	3	'0 0 0 0 Z Z Z 0 	D	0.119397	0.119397	0.119397	0.119397	0.000000	0.000000	0.000000	0.119397	0.972572	0.027426	0.000002	0.000000	0.138899	
1467000	-114.130518	952	1	3	'0 0 0 0 Z Z Z 0 	D	0.108061	0.108061	0.108061	0.108061	0.000000	0.000000	0.000000	0.108061	0.998048	0.001904	0.000048	0.000000	0.289389	
1468000	-110.403508	281	1	1	'0 0 0 0 0 Z 0 0 	D	0.122370	0.122370	0.122370	0.122370	0.122370	0.000000	0.122370	0.122370	0.025791	0.000153	0.969581	0.004475	0.490250	
1469000	-112.676025	265	1	2	'0 0 Z Z 0 0 0 0 	D	0.084342	0.084342	0.000000	0.000000	0.084342	0.084342	0.084342	0.084342	0.008972	0.000000	0.984409	0.006619	0.205570	
1470000	-108.106056	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.105320	0.105320	0.105320	0.105320	0.000000	0.000000	0.105320	0.105320	0.978770	0.011511	0.000002	0.009717	0.075308	
1471000	-107.800189	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.117416	0.117416	0.117416	0.117416	0.000000	0.000000	0.117416	0.117416	0.973566	0.014349	0.000002	0.012083	0.283345	
1472000	-115.270201	860	1	2	'0 0 0 0 0 0 Z Z 	D	0.081501	0.081501	0.081501	0.081501	0.081501	0.081501	0.000000	0.000000	0.028283	0.000194	0.971523	0.000000	0.289398	
1473000	-111.775664	753	1	1	'0 0 0 Z 0 0 0 0 	D	0.087389	0.087389	0.087389	0.000000	0.087389	0.087389	0.087389	0.087389	0.012821	0.000051	0.974782	0.012346	0.157945	
1474000	-113.284500	502	1	1	'0 0 0 Z 0 0 0 0 	D	0.066753	0.066753	0.066753	0.000000	0.066753	0.066753	0.066753	0.066753	0.001035	0.000000	0.998117	0.000848	0.048027	
1475000	-112.412820	553	1	2	'0 0 Z Z 0 0 0 0 	D	0.085071	0.085071	0.000000	0.000000	0.085071	0.085071	0.085071	0.085071	0.007527	0.000000	0.985126	0.007347	0.080586	
1476000	-113.566054	956	1	1	'0 0 0 0 0 Z 0 0 	D	0.098374	0.098374	0.098374	0.098374	0.098374	0.000000	0.098374	0.098374	0.045064	0.001630	0.923963	0.029343	0.328823	
1477000	-109.462165	981	1	1	'0 0 0 0 0 Z 0 0 	D	0.126668	0.126668	0.126668	0.126668	0.126668	0.000000	0.126668	0.126668	0.085056	0.000211	0.912999	0.001734	0.123508	
1478000	-110.158513	471	1	1	'0 0 0 0 0 Z 0 0 	D	0.131982	0.131982	0.131982	0.131982	0.131982	0.000000	0.131982	0.131982	0.058642	0.000301	0.938044	0.003013	0.087349	
1479000	-109.428446	661	1	1	'0 0 0 Z 0 0 0 0 	D	0.087318	0.087318	0.087318	0.000000	0.087318	0.087318	0.087318	0.087318	0.021227	0.000078	0.970557	0.008138	0.052985	
1480000	-110.649899	618	1	1	'0 0 0 Z 0 0 0 0 	D	0.080059	0.080059	0.080059	0.000000	0.080059	0.080059	0.080059	0.080059	0.006208	0.000011	0.988204	0.005577	0.134474	
1481000	-109.976502	596	1	1	'0 0 0 0 0 Z 0 0 	D	0.110994	0.110994	0.110994	0.110994	0.110994	0.000000	0.110994	0.110994	0.099895	0.001124	0.890305	0.008677	0.068851	
1482000	-110.994842	832	1	1	'0 0 0 0 0 Z 0 0 	D	0.131475	0.131475	0.131475	0.131475	0.131475	0.000000	0.131475	0.131475	0.059402	0.000923	0.928006	0.011669	0.175950	
1483000	-113.500636	332	1	3	'0 0 0 0 0 Z Z Z 	D	0.097210	0.097210	0.097210	0.097210	0.097210	0.000000	0.000000	0.000000	0.014941	0.000001	0.985058	0.000000	0.269396	
1484000	-111.162478	661	1	1	'0 0 0 0 0 0 Z 0 	D	0.088059	0.088059	0.088059	0.088059	0.088059	0.088059	0.000000	0.088059	0.133984	0.001214	0.857429	0.007372	0.295239	
1485000	-108.682589	661	1	1	'0 0 0 0 0 Z 0 0 	D	0.149571	0.149571	0.149571	0.149571	0.149571	0.000000	0.149571	0.149571	0.336079	0.008936	0.639519	0.015465	0.058251	
1486000	-115.587578	863	1	3	'0 0 Z Z 0 0 Z 0 	D	0.104504	0.104504	0.000000	0.000000	0.104504	0.104504	0.000000	0.104504	0.007073	0.000000	0.989954	0.002973	0.454563	
1487000	-111.328377	436	1	1	'0 0 0 0 0 Z 0 0 	D	0.099280	0.099280	0.099280	0.099280	0.099280	0.000000	0.099280	0.099280	0.026814	0.000295	0.963656	0.009236	0.129903	
1488000	-111.543244	191	1	3	'0 0 0 0 Z Z Z 0 	D	0.103169	0.103169	0.103169	0.103169	0.000000	0.000000	0.000000	0.103169	0.997676	0.002316	0.000007	0.000000	0.162286	
1489000	-113.208612	265	1	1	'0 0 0 0 0 Z 0 0 	D	0.072817	0.072817	0.072817	0.072817	0.072817	0.000000	0.072817	0.072817	0.037711	0.000188	0.957780	0.004321	0.045445	
1490000	-111.619309	333	1	2	'0 0 Z 0 0 Z 0 0 	D	0.102743	0.102743	0.000000	0.102743	0.102743	0.000000	0.102743	0.102743	0.174366	0.000006	0.821405	0.004224	0.214956	
1491000	-112.471306	523	1	1	'0 0 0 0 0 Z 0 0 	D	0.091191	0.091191	0.091191	0.091191	0.091191	0.000000	0.091191	0.091191	0.019501	0.000108	0.976035	0.004357	0.188148	
1492000	-108.824897	748	1	1	'0 0 0 0 0 Z 0 0 	D	0.108258	0.108258	0.108258	0.108258	0.108258	0.000000	0.108258	0.108258	0.039270	0.000635	0.947272	0.012823	0.084919	
1493000	-111.001764	573	1	1	'0 0 0 0 0 Z 0 0 	D	0.080030	0.080030	0.080030	0.080030	0.080030	0.000000	0.080030	0.080030	0.020901	0.000368	0.963523	0.015208	0.134104	
1494000	-110.939051	134	1	1	'0 0 0 0 0 Z 0 0 	D	0.114522	0.114522	0.114522	0.114522	0.114522	0.000000	0.114522	0.114522	0.042104	0.000725	0.943066	0.014105	0.298128	
1495000	-113.852175	11	1	1	'0 0 0 Z 0 0 0 0 	D	0.081139	0.081139	0.081139	0.000000	0.081139	0.081139	0.081139	0.081139	0.004575	0.000005	0.991002	0.004417	0.306921	
1496000	-115.227312	565	1	1	'0 0 0 0 Z 0 0 0 	D	0.112716	0.112716	0.112716	0.112716	0.000000	0.112716	0.112716	0.112716	0.970441	0.004852	0.015434	0.009273	0.197640	
1497000	-113.421129	230	1	1	'0 0 0 Z 0 0 0 0 	D	0.080367	0.080367	0.080367	0.000000	0.080367	0.080367	0.080367	0.080367	0.001939	0.000001	0.996699	0.001360	0.038387	
1498000	-113.394494	1000	1	2	'0 0 Z 0 0 Z 0 0 	D	0.123291	0.123291	0.000000	0.123291	0.123291	0.000000	0.123291	0.123291	0.142063	0.000007	0.853470	0.004460	0.207045	
1499000	-111.981122	932	1	0	'0 0 0 0 0 0 0 0 	I	0.094706	0.094706	0.094706	0.094706	0.094706	0.094706	0.094706	0.094706	0.011350	0.000098	0.980100	0.008452	0.220217	
