Options:
Model:                           Discrete: Dependent
Tree File Name:                  an.treeS_hh_new.nex
Data File Name:                  hh_alt_pol.bin3.txt
Log File Name:                   DEP_pol3_alt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3245969453
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10100000
Burn in:                         100000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   DEP_pol3_alt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,0.50) 
Tree Information
     Trees:                      1000
     Taxa:                       120
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
8261000	-108.269405	529	2	1	'0 0 1 Z 0 0 1 1 	D	0.103163	0.103163	0.259844	0.000000	0.103163	0.103163	0.259844	0.259844	0.032632	0.001784	0.859053	0.106531	0.131049	
8262000	-110.037444	506	1	1	'0 0 0 0 0 Z 0 0 	D	0.123705	0.123705	0.123705	0.123705	0.123705	0.000000	0.123705	0.123705	0.045896	0.000891	0.937794	0.015419	0.442256	
8263000	-111.377416	100	1	1	'0 0 0 0 0 Z 0 0 	D	0.143572	0.143572	0.143572	0.143572	0.143572	0.000000	0.143572	0.143572	0.069697	0.001070	0.919619	0.009614	0.311063	
8264000	-112.949676	181	2	1	'1 1 0 0 1 Z 1 1 	D	0.092691	0.092691	0.523448	0.523448	0.092691	0.000000	0.092691	0.092691	0.035136	0.006355	0.953269	0.005240	0.375699	
8265000	-111.227506	259	1	1	'0 0 0 0 0 Z 0 0 	D	0.127708	0.127708	0.127708	0.127708	0.127708	0.000000	0.127708	0.127708	0.050776	0.000501	0.941052	0.007671	0.090829	
8266000	-110.831154	703	1	1	'0 0 0 0 0 Z 0 0 	D	0.121770	0.121770	0.121770	0.121770	0.121770	0.000000	0.121770	0.121770	0.050306	0.001158	0.930358	0.018178	0.157057	
8267000	-111.201237	385	1	1	'0 0 0 0 0 Z 0 0 	D	0.114010	0.114010	0.114010	0.114010	0.114010	0.000000	0.114010	0.114010	0.038107	0.000593	0.948534	0.012766	0.333902	
8268000	-110.427740	293	1	1	'0 0 0 0 0 Z 0 0 	D	0.084922	0.084922	0.084922	0.084922	0.084922	0.000000	0.084922	0.084922	0.010621	0.000004	0.989118	0.000257	0.111057	
8269000	-110.536182	720	1	1	'0 0 0 0 0 Z 0 0 	D	0.102968	0.102968	0.102968	0.102968	0.102968	0.000000	0.102968	0.102968	0.037941	0.000709	0.945753	0.015597	0.138727	
8270000	-112.815670	787	1	2	'0 0 Z Z 0 0 0 0 	D	0.092060	0.092060	0.000000	0.000000	0.092060	0.092060	0.092060	0.092060	0.009725	0.000000	0.981202	0.009073	0.313035	
8271000	-113.121504	55	1	1	'0 0 0 Z 0 0 0 0 	D	0.073284	0.073284	0.073284	0.000000	0.073284	0.073284	0.073284	0.073284	0.007251	0.000015	0.985589	0.007145	0.109376	
8272000	-114.778325	742	1	2	'0 0 0 0 0 Z 0 Z 	D	0.082777	0.082777	0.082777	0.082777	0.082777	0.000000	0.082777	0.000000	0.019107	0.000075	0.980817	0.000000	0.250908	
8273000	-108.416149	266	1	1	'0 0 0 0 0 Z 0 0 	D	0.136899	0.136899	0.136899	0.136899	0.136899	0.000000	0.136899	0.136899	0.110293	0.008887	0.824160	0.056660	0.083113	
8274000	-112.660275	79	1	2	'0 0 Z Z 0 0 0 0 	D	0.080965	0.080965	0.000000	0.000000	0.080965	0.080965	0.080965	0.080965	0.001339	0.000000	0.997754	0.000907	0.115901	
8275000	-113.338396	971	1	2	'0 0 Z 0 0 Z 0 0 	D	0.136151	0.136151	0.000000	0.136151	0.136151	0.000000	0.136151	0.136151	0.051234	0.000044	0.936678	0.012045	0.057573	
8276000	-109.252277	180	1	1	'0 0 0 0 0 Z 0 0 	D	0.109643	0.109643	0.109643	0.109643	0.109643	0.000000	0.109643	0.109643	0.032995	0.000330	0.958862	0.007813	0.486268	
8277000	-110.482108	147	1	2	'0 0 0 0 Z Z 0 0 	D	0.124201	0.124201	0.124201	0.124201	0.000000	0.000000	0.124201	0.124201	0.988085	0.003181	0.000009	0.008725	0.332916	
8278000	-113.357716	73	1	3	'0 0 0 0 Z Z Z 0 	D	0.131273	0.131273	0.131273	0.131273	0.000000	0.000000	0.000000	0.131273	0.983440	0.016528	0.000031	0.000000	0.091756	
8279000	-110.135598	618	1	1	'0 0 0 0 0 Z 0 0 	D	0.128800	0.128800	0.128800	0.128800	0.128800	0.000000	0.128800	0.128800	0.073391	0.001087	0.913905	0.011617	0.238467	
8280000	-109.644688	587	1	1	'0 0 0 0 0 Z 0 0 	D	0.091030	0.091030	0.091030	0.091030	0.091030	0.000000	0.091030	0.091030	0.019497	0.000022	0.979535	0.000946	0.112802	
8281000	-111.708605	171	1	2	'0 0 Z 0 0 Z 0 0 	D	0.096887	0.096887	0.000000	0.096887	0.096887	0.000000	0.096887	0.096887	0.340127	0.000010	0.655561	0.004302	0.151617	
8282000	-109.417794	977	1	1	'0 0 0 0 0 Z 0 0 	D	0.123771	0.123771	0.123771	0.123771	0.123771	0.000000	0.123771	0.123771	0.049154	0.000669	0.939372	0.010805	0.413166	
8283000	-112.331404	249	1	1	'0 0 0 0 0 Z 0 0 	D	0.078960	0.078960	0.078960	0.078960	0.078960	0.000000	0.078960	0.078960	0.019393	0.000254	0.968974	0.011379	0.288758	
8284000	-112.411819	915	1	1	'0 0 0 0 0 Z 0 0 	D	0.090473	0.090473	0.090473	0.090473	0.090473	0.000000	0.090473	0.090473	0.051345	0.002221	0.912000	0.034434	0.405056	
8285000	-110.838461	815	1	1	'0 0 0 0 0 Z 0 0 	D	0.132567	0.132567	0.132567	0.132567	0.132567	0.000000	0.132567	0.132567	0.090246	0.005222	0.861977	0.042555	0.356637	
8286000	-109.421000	753	1	1	'0 0 0 0 0 Z 0 0 	D	0.124993	0.124993	0.124993	0.124993	0.124993	0.000000	0.124993	0.124993	0.065029	0.001697	0.913151	0.020123	0.450609	
8287000	-113.177537	405	1	1	'0 0 0 0 0 Z 0 0 	D	0.089176	0.089176	0.089176	0.089176	0.089176	0.000000	0.089176	0.089176	0.028647	0.000584	0.953541	0.017228	0.218104	
8288000	-112.468146	81	1	2	'0 0 Z Z 0 0 0 0 	D	0.087740	0.087740	0.000000	0.000000	0.087740	0.087740	0.087740	0.087740	0.009855	0.000000	0.980536	0.009609	0.493599	
8289000	-109.959993	902	1	1	'0 0 0 0 0 Z 0 0 	D	0.109132	0.109132	0.109132	0.109132	0.109132	0.000000	0.109132	0.109132	0.054956	0.002021	0.913869	0.029154	0.453275	
8290000	-110.537081	604	1	1	'0 0 0 0 0 Z 0 0 	D	0.130928	0.130928	0.130928	0.130928	0.130928	0.000000	0.130928	0.130928	0.117345	0.000569	0.878462	0.003625	0.074895	
8291000	-110.811369	254	2	2	'0 Z 1 1 0 Z 1 1 	D	0.024898	0.000000	0.611873	0.611873	0.024898	0.000000	0.611873	0.611873	0.000093	0.181957	0.003127	0.814823	0.234086	
8292000	-109.829665	660	1	3	'0 0 0 0 Z Z Z 0 	D	0.081421	0.081421	0.081421	0.081421	0.000000	0.000000	0.000000	0.081421	0.988766	0.011232	0.000002	0.000000	0.088956	
8293000	-111.562833	10	1	1	'0 0 0 0 0 Z 0 0 	D	0.081320	0.081320	0.081320	0.081320	0.081320	0.000000	0.081320	0.081320	0.011089	0.000002	0.988764	0.000144	0.209103	
8294000	-109.770952	588	1	1	'0 0 0 0 0 Z 0 0 	D	0.127684	0.127684	0.127684	0.127684	0.127684	0.000000	0.127684	0.127684	0.090972	0.000479	0.904701	0.003848	0.087139	
8295000	-110.038308	132	1	1	'0 0 0 0 0 Z 0 0 	D	0.111223	0.111223	0.111223	0.111223	0.111223	0.000000	0.111223	0.111223	0.041990	0.000684	0.943902	0.013425	0.056484	
8296000	-109.089838	293	1	1	'0 0 0 0 0 Z 0 0 	D	0.119360	0.119360	0.119360	0.119360	0.119360	0.000000	0.119360	0.119360	0.037095	0.000097	0.961327	0.001480	0.423246	
8297000	-113.288205	883	1	1	'0 0 0 0 0 0 Z 0 	D	0.079191	0.079191	0.079191	0.079191	0.079191	0.079191	0.000000	0.079191	0.002331	0.000001	0.997258	0.000410	0.100802	
8298000	-111.033815	658	1	1	'0 0 0 0 0 Z 0 0 	D	0.085099	0.085099	0.085099	0.085099	0.085099	0.000000	0.085099	0.085099	0.017308	0.000035	0.981036	0.001621	0.400037	
8299000	-110.937760	743	1	1	'0 0 0 0 0 Z 0 0 	D	0.129671	0.129671	0.129671	0.129671	0.129671	0.000000	0.129671	0.129671	0.143217	0.009276	0.802760	0.044746	0.400764	
8300000	-109.718424	499	1	1	'0 0 0 0 0 Z 0 0 	D	0.133594	0.133594	0.133594	0.133594	0.133594	0.000000	0.133594	0.133594	0.058768	0.000716	0.932174	0.008342	0.171070	
8301000	-113.107584	924	1	3	'0 0 0 0 0 Z Z Z 	D	0.111501	0.111501	0.111501	0.111501	0.111501	0.000000	0.000000	0.000000	0.023402	0.000028	0.976571	0.000000	0.122162	
8302000	-110.204784	938	1	1	'0 0 0 0 0 Z 0 0 	D	0.109726	0.109726	0.109726	0.109726	0.109726	0.000000	0.109726	0.109726	0.054301	0.000121	0.943888	0.001690	0.197795	
8303000	-111.817174	619	1	1	'0 0 0 0 0 Z 0 0 	D	0.091483	0.091483	0.091483	0.091483	0.091483	0.000000	0.091483	0.091483	0.032117	0.000407	0.956903	0.010574	0.350605	
8304000	-109.037200	333	1	1	'0 0 0 0 0 Z 0 0 	D	0.137000	0.137000	0.137000	0.137000	0.137000	0.000000	0.137000	0.137000	0.220202	0.004105	0.763638	0.012054	0.314022	
8305000	-116.208121	38	1	4	'0 0 Z Z 0 0 Z Z 	D	0.086374	0.086374	0.000000	0.000000	0.086374	0.086374	0.000000	0.000000	0.010824	0.000000	0.989176	0.000000	0.403832	
8306000	-110.152130	262	1	1	'0 0 0 0 0 Z 0 0 	D	0.146159	0.146159	0.146159	0.146159	0.146159	0.000000	0.146159	0.146159	0.090216	0.000688	0.904060	0.005035	0.231538	
8307000	-109.459901	942	1	1	'0 0 0 0 0 Z 0 0 	D	0.103362	0.103362	0.103362	0.103362	0.103362	0.000000	0.103362	0.103362	0.029948	0.000158	0.965788	0.004106	0.140116	
8308000	-110.478064	88	1	1	'0 0 0 0 0 Z 0 0 	D	0.104503	0.104503	0.104503	0.104503	0.104503	0.000000	0.104503	0.104503	0.031782	0.000231	0.962050	0.005937	0.429249	
8309000	-110.084041	50	1	1	'0 0 0 0 0 Z 0 0 	D	0.126212	0.126212	0.126212	0.126212	0.126212	0.000000	0.126212	0.126212	0.053173	0.000305	0.942228	0.004294	0.128541	
8310000	-107.697521	660	1	3	'0 0 0 0 Z Z Z 0 	D	0.126847	0.126847	0.126847	0.126847	0.000000	0.000000	0.000000	0.126847	0.971956	0.028043	0.000001	0.000000	0.135182	
8311000	-113.074414	414	1	1	'0 0 0 0 0 Z 0 0 	D	0.183453	0.183453	0.183453	0.183453	0.183453	0.000000	0.183453	0.183453	0.144617	0.007885	0.811481	0.036017	0.075619	
8312000	-110.204022	892	1	1	'0 0 0 0 0 Z 0 0 	D	0.119831	0.119831	0.119831	0.119831	0.119831	0.000000	0.119831	0.119831	0.065923	0.002645	0.900008	0.031424	0.088477	
8313000	-110.606105	552	1	1	'0 0 0 0 0 Z 0 0 	D	0.128228	0.128228	0.128228	0.128228	0.128228	0.000000	0.128228	0.128228	0.056283	0.000444	0.937962	0.005311	0.177349	
8314000	-113.306566	693	1	2	'0 0 Z Z 0 0 0 0 	D	0.069900	0.069900	0.000000	0.000000	0.069900	0.069900	0.069900	0.069900	0.002479	0.000000	0.995136	0.002385	0.486256	
8315000	-114.033678	923	1	1	'0 0 0 0 0 0 Z 0 	D	0.094896	0.094896	0.094896	0.094896	0.094896	0.094896	0.000000	0.094896	0.035591	0.000092	0.961502	0.002815	0.336480	
8316000	-112.059479	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.196542	0.196542	0.196542	0.196542	0.000000	0.000000	0.000000	0.196542	0.951826	0.048173	0.000001	0.000000	0.253656	
8317000	-109.984441	688	1	1	'0 0 0 0 0 Z 0 0 	D	0.128226	0.128226	0.128226	0.128226	0.128226	0.000000	0.128226	0.128226	0.113339	0.012919	0.796747	0.076995	0.328439	
8318000	-110.607369	693	1	1	'0 0 0 0 0 Z 0 0 	D	0.120644	0.120644	0.120644	0.120644	0.120644	0.000000	0.120644	0.120644	0.045773	0.000381	0.947292	0.006554	0.029681	
8319000	-111.533651	45	1	1	'0 0 0 0 0 Z 0 0 	D	0.096335	0.096335	0.096335	0.096335	0.096335	0.000000	0.096335	0.096335	0.025758	0.000122	0.970079	0.004041	0.246031	
8320000	-110.891387	991	1	1	'0 0 0 0 0 Z 0 0 	D	0.138433	0.138433	0.138433	0.138433	0.138433	0.000000	0.138433	0.138433	0.069217	0.001149	0.918143	0.011491	0.389086	
8321000	-112.458517	63	1	0	'0 0 0 0 0 0 0 0 	I	0.066159	0.066159	0.066159	0.066159	0.066159	0.066159	0.066159	0.066159	0.000749	0.000000	0.999019	0.000232	0.234980	
8322000	-110.931760	500	1	3	'0 0 0 0 Z Z Z 0 	D	0.112306	0.112306	0.112306	0.112306	0.000000	0.000000	0.000000	0.112306	0.996459	0.003534	0.000007	0.000000	0.141827	
8323000	-112.615493	531	1	2	'0 0 0 0 0 Z 0 Z 	D	0.124125	0.124125	0.124125	0.124125	0.124125	0.000000	0.124125	0.000000	0.062943	0.000581	0.936474	0.000002	0.465841	
8324000	-108.459046	730	1	3	'0 0 0 0 Z Z Z 0 	D	0.099546	0.099546	0.099546	0.099546	0.000000	0.000000	0.000000	0.099546	0.979595	0.020403	0.000002	0.000000	0.305153	
8325000	-113.285592	414	1	1	'0 0 0 Z 0 0 0 0 	D	0.117522	0.117522	0.117522	0.000000	0.117522	0.117522	0.117522	0.117522	0.022647	0.000172	0.956191	0.020991	0.076611	
8326000	-107.964331	338	2	1	'0 0 1 Z 0 0 1 0 	D	0.060486	0.060486	0.271313	0.000000	0.060486	0.060486	0.271313	0.060486	0.005613	0.000136	0.990592	0.003659	0.320085	
8327000	-111.093516	768	1	1	'0 0 0 Z 0 0 0 0 	D	0.068893	0.068893	0.068893	0.000000	0.068893	0.068893	0.068893	0.068893	0.010246	0.000031	0.979544	0.010179	0.088436	
8328000	-113.532207	364	1	4	'0 0 0 0 Z Z Z Z 	D	0.125638	0.125638	0.125638	0.125638	0.000000	0.000000	0.000000	0.000000	0.998945	0.001047	0.000008	0.000000	0.073525	
8329000	-107.804164	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.116998	0.116998	0.116998	0.116998	0.000000	0.000000	0.116998	0.116998	0.973756	0.014246	0.000002	0.011997	0.310266	
8330000	-113.500305	865	1	2	'0 0 0 0 0 Z 0 Z 	D	0.148012	0.148012	0.148012	0.148012	0.148012	0.000000	0.148012	0.000000	0.060246	0.000356	0.939397	0.000001	0.227867	
8331000	-108.987896	380	1	1	'0 0 0 0 0 Z 0 0 	D	0.115571	0.115571	0.115571	0.115571	0.115571	0.000000	0.115571	0.115571	0.051064	0.001370	0.926323	0.021243	0.330836	
8332000	-110.685499	700	1	1	'0 0 0 0 0 Z 0 0 	D	0.137265	0.137265	0.137265	0.137265	0.137265	0.000000	0.137265	0.137265	0.079580	0.001047	0.909958	0.009416	0.126526	
8333000	-110.285781	67	1	1	'0 0 0 0 0 Z 0 0 	D	0.115070	0.115070	0.115070	0.115070	0.115070	0.000000	0.115070	0.115070	0.045750	0.001048	0.936383	0.016819	0.251378	
8334000	-110.978856	372	1	1	'0 0 0 0 0 Z 0 0 	D	0.106683	0.106683	0.106683	0.106683	0.106683	0.000000	0.106683	0.106683	0.037841	0.000080	0.960414	0.001665	0.267092	
8335000	-111.167031	813	1	1	'0 0 0 0 0 Z 0 0 	D	0.139030	0.139030	0.139030	0.139030	0.139030	0.000000	0.139030	0.139030	0.074489	0.001736	0.905801	0.017974	0.151633	
8336000	-113.903757	191	1	3	'0 0 0 0 0 Z Z Z 	D	0.089431	0.089431	0.089431	0.089431	0.089431	0.000000	0.000000	0.000000	0.124184	0.000053	0.875763	0.000000	0.208890	
8337000	-110.375332	595	1	1	'0 0 0 0 0 Z 0 0 	D	0.106167	0.106167	0.106167	0.106167	0.106167	0.000000	0.106167	0.106167	0.031041	0.000301	0.960531	0.008128	0.193753	
8338000	-110.310803	768	1	1	'0 0 0 0 0 Z 0 0 	D	0.106912	0.106912	0.106912	0.106912	0.106912	0.000000	0.106912	0.106912	0.043044	0.000998	0.936776	0.019183	0.124657	
8339000	-107.626227	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.113700	0.113700	0.113700	0.113700	0.000000	0.000000	0.000000	0.113700	0.985896	0.014103	0.000002	0.000000	0.172175	
8340000	-111.498217	355	1	1	'0 0 0 0 0 Z 0 0 	D	0.112224	0.112224	0.112224	0.112224	0.112224	0.000000	0.112224	0.112224	0.047536	0.000993	0.934638	0.016834	0.396847	
8341000	-112.655597	67	1	3	'0 0 0 0 0 Z Z Z 	D	0.108596	0.108596	0.108596	0.108596	0.108596	0.000000	0.000000	0.000000	0.031914	0.000130	0.967956	0.000000	0.498497	
8342000	-114.191882	736	1	1	'0 0 Z 0 0 0 0 0 	D	0.102192	0.102192	0.000000	0.102192	0.102192	0.102192	0.102192	0.102192	0.048478	0.000783	0.904643	0.046097	0.228310	
8343000	-111.139701	226	1	1	'0 0 0 0 0 Z 0 0 	D	0.130976	0.130976	0.130976	0.130976	0.130976	0.000000	0.130976	0.130976	0.051483	0.000263	0.944844	0.003409	0.222765	
8344000	-111.751518	218	1	1	'0 0 0 0 0 Z 0 0 	D	0.101341	0.101341	0.101341	0.101341	0.101341	0.000000	0.101341	0.101341	0.040840	0.000646	0.945310	0.013204	0.056726	
8345000	-110.495705	730	1	2	'0 0 Z 0 0 Z 0 0 	D	0.098556	0.098556	0.000000	0.098556	0.098556	0.000000	0.098556	0.098556	0.379284	0.000023	0.614613	0.006080	0.122885	
8346000	-114.852039	899	1	4	'0 0 Z 0 Z Z Z 0 	D	0.134071	0.134071	0.000000	0.134071	0.000000	0.000000	0.000000	0.134071	0.999968	0.000000	0.000032	0.000000	0.076059	
8347000	-112.508281	13	1	1	'0 0 0 0 0 Z 0 0 	D	0.173238	0.173238	0.173238	0.173238	0.173238	0.000000	0.173238	0.173238	0.112589	0.001690	0.877504	0.008217	0.117745	
8348000	-111.991512	118	1	1	'0 0 0 0 0 Z 0 0 	D	0.144746	0.144746	0.144746	0.144746	0.144746	0.000000	0.144746	0.144746	0.114316	0.007997	0.828556	0.049131	0.127375	
8349000	-110.254727	587	1	1	'0 0 0 0 0 Z 0 0 	D	0.083484	0.083484	0.083484	0.083484	0.083484	0.000000	0.083484	0.083484	0.014735	0.000013	0.984521	0.000731	0.087117	
8350000	-111.770101	588	1	1	'0 0 0 Z 0 0 0 0 	D	0.069393	0.069393	0.069393	0.000000	0.069393	0.069393	0.069393	0.069393	0.001314	0.000000	0.997711	0.000974	0.068884	
8351000	-113.782034	292	1	3	'0 0 Z Z 0 0 Z 0 	D	0.092818	0.092818	0.000000	0.000000	0.092818	0.092818	0.000000	0.092818	0.040106	0.000000	0.903431	0.056463	0.375933	
8352000	-109.734611	459	1	1	'0 0 0 0 0 Z 0 0 	D	0.108815	0.108815	0.108815	0.108815	0.108815	0.000000	0.108815	0.108815	0.055685	0.000160	0.941960	0.002194	0.463960	
8353000	-112.956856	395	1	3	'0 0 0 0 0 Z Z Z 	D	0.137910	0.137910	0.137910	0.137910	0.137910	0.000000	0.000000	0.000000	0.069957	0.000535	0.929508	0.000000	0.168051	
8354000	-112.438372	89	1	1	'0 0 0 0 0 Z 0 0 	D	0.077234	0.077234	0.077234	0.077234	0.077234	0.000000	0.077234	0.077234	0.008086	0.000022	0.989725	0.002166	0.450495	
8355000	-111.035492	274	1	1	'0 0 0 0 0 Z 0 0 	D	0.147498	0.147498	0.147498	0.147498	0.147498	0.000000	0.147498	0.147498	0.124882	0.001838	0.862802	0.010478	0.259423	
8356000	-107.656087	661	1	3	'0 0 0 0 Z Z Z 0 	D	0.112295	0.112295	0.112295	0.112295	0.000000	0.000000	0.000000	0.112295	0.986264	0.013734	0.000002	0.000000	0.311103	
8357000	-108.217606	661	1	2	'0 0 0 0 Z Z 0 0 	D	0.102937	0.102937	0.102937	0.102937	0.000000	0.000000	0.102937	0.102937	0.979727	0.010990	0.000002	0.009282	0.134719	
8358000	-108.943761	587	1	1	'0 0 0 0 0 Z 0 0 	D	0.112178	0.112178	0.112178	0.112178	0.112178	0.000000	0.112178	0.112178	0.037476	0.000092	0.960601	0.001832	0.415873	
8359000	-111.030581	122	1	1	'0 0 0 0 0 Z 0 0 	D	0.090736	0.090736	0.090736	0.090736	0.090736	0.000000	0.090736	0.090736	0.039062	0.000651	0.946532	0.013755	0.447731	
8360000	-110.546264	360	1	1	'0 0 0 0 0 Z 0 0 	D	0.145111	0.145111	0.145111	0.145111	0.145111	0.000000	0.145111	0.145111	0.084616	0.002474	0.891134	0.021776	0.135587	
8361000	-114.548905	88	1	2	'0 0 0 0 0 Z 0 Z 	D	0.169928	0.169928	0.169928	0.169928	0.169928	0.000000	0.169928	0.000000	0.084988	0.000639	0.914371	0.000002	0.197526	
8362000	-109.312414	904	1	1	'0 0 0 0 0 Z 0 0 	D	0.097131	0.097131	0.097131	0.097131	0.097131	0.000000	0.097131	0.097131	0.048363	0.000055	0.950706	0.000876	0.265570	
8363000	-114.214033	427	1	1	'0 0 0 0 0 Z 0 0 	D	0.083766	0.083766	0.083766	0.083766	0.083766	0.000000	0.083766	0.083766	0.030050	0.000369	0.958999	0.010582	0.145024	
8364000	-110.129576	89	1	1	'0 0 0 0 0 Z 0 0 	D	0.111338	0.111338	0.111338	0.111338	0.111338	0.000000	0.111338	0.111338	0.032810	0.000309	0.960247	0.006634	0.159912	
8365000	-112.578160	443	1	0	'0 0 0 0 0 0 0 0 	I	0.070984	0.070984	0.070984	0.070984	0.070984	0.070984	0.070984	0.070984	0.009322	0.000081	0.982043	0.008554	0.274534	
8366000	-114.044313	383	1	0	'0 0 0 0 0 0 0 0 	I	0.098992	0.098992	0.098992	0.098992	0.098992	0.098992	0.098992	0.098992	0.022467	0.000383	0.960755	0.016395	0.356571	
8367000	-112.654728	292	1	2	'0 0 Z Z 0 0 0 0 	D	0.098882	0.098882	0.000000	0.000000	0.098882	0.098882	0.098882	0.098882	0.045519	0.000000	0.909376	0.045105	0.156556	
8368000	-109.386550	920	1	1	'0 0 0 0 0 Z 0 0 	D	0.115946	0.115946	0.115946	0.115946	0.115946	0.000000	0.115946	0.115946	0.056284	0.002126	0.912014	0.029576	0.206944	
8369000	-109.710700	345	1	1	'0 0 0 0 0 Z 0 0 	D	0.127275	0.127275	0.127275	0.127275	0.127275	0.000000	0.127275	0.127275	0.133797	0.000472	0.863026	0.002705	0.037100	
8370000	-111.020032	292	1	1	'0 0 0 Z 0 0 0 0 	D	0.088836	0.088836	0.088836	0.000000	0.088836	0.088836	0.088836	0.088836	0.039888	0.000557	0.919933	0.039622	0.034807	
8371000	-110.472708	163	1	1	'0 0 0 0 0 Z 0 0 	D	0.101149	0.101149	0.101149	0.101149	0.101149	0.000000	0.101149	0.101149	0.027280	0.000285	0.963869	0.008566	0.112155	
8372000	-110.146323	37	1	1	'0 0 0 0 0 Z 0 0 	D	0.147536	0.147536	0.147536	0.147536	0.147536	0.000000	0.147536	0.147536	0.125147	0.000625	0.871048	0.003179	0.098703	
8373000	-114.386325	282	1	1	'0 0 0 0 0 Z 0 0 	D	0.090677	0.090677	0.090677	0.090677	0.090677	0.000000	0.090677	0.090677	0.029146	0.000279	0.962459	0.008115	0.426637	
8374000	-111.299241	135	1	3	'0 0 0 0 Z Z Z 0 	D	0.117964	0.117964	0.117964	0.117964	0.000000	0.000000	0.000000	0.117964	0.959130	0.040855	0.000014	0.000001	0.209109	
8375000	-113.336574	300	1	2	'0 0 Z Z 0 0 0 0 	D	0.076168	0.076168	0.000000	0.000000	0.076168	0.076168	0.076168	0.076168	0.025450	0.000000	0.949266	0.025285	0.036438	
8376000	-110.642885	758	1	1	'0 0 0 0 0 Z 0 0 	D	0.143139	0.143139	0.143139	0.143139	0.143139	0.000000	0.143139	0.143139	0.275058	0.003728	0.712229	0.008985	0.250424	
8377000	-113.019127	79	1	1	'0 0 Z 0 0 0 0 0 	D	0.082818	0.082818	0.000000	0.082818	0.082818	0.082818	0.082818	0.082818	0.002569	0.000000	0.996344	0.001086	0.157905	
8378000	-109.674442	880	1	1	'0 0 0 0 0 Z 0 0 	D	0.136261	0.136261	0.136261	0.136261	0.136261	0.000000	0.136261	0.136261	0.069355	0.002115	0.906210	0.022320	0.155818	
8379000	-111.586390	636	1	1	'0 0 0 0 0 Z 0 0 	D	0.156825	0.156825	0.156825	0.156825	0.156825	0.000000	0.156825	0.156825	0.089813	0.001640	0.897023	0.011524	0.231417	
8380000	-110.670144	398	1	1	'0 0 0 0 0 Z 0 0 	D	0.104721	0.104721	0.104721	0.104721	0.104721	0.000000	0.104721	0.104721	0.030774	0.000398	0.957836	0.010991	0.167739	
8381000	-110.895370	425	1	1	'0 0 0 0 0 Z 0 0 	D	0.117166	0.117166	0.117166	0.117166	0.117166	0.000000	0.117166	0.117166	0.037270	0.000395	0.953969	0.008367	0.127231	
8382000	-111.368545	477	1	3	'0 0 0 0 Z Z Z 0 	D	0.143996	0.143996	0.143996	0.143996	0.000000	0.000000	0.000000	0.143996	0.960598	0.039388	0.000014	0.000000	0.362051	
8383000	-108.002850	660	1	2	'0 0 0 0 Z Z 0 0 	D	0.124836	0.124836	0.124836	0.124836	0.000000	0.000000	0.124836	0.124836	0.955652	0.025441	0.000001	0.018905	0.423017	
8384000	-112.212913	424	1	3	'0 0 0 0 Z Z Z 0 	D	0.131804	0.131804	0.131804	0.131804	0.000000	0.000000	0.000000	0.131804	0.954756	0.045198	0.000044	0.000002	0.372300	
8385000	-110.284023	410	1	1	'0 0 0 0 0 Z 0 0 	D	0.115839	0.115839	0.115839	0.115839	0.115839	0.000000	0.115839	0.115839	0.053079	0.000970	0.931081	0.014870	0.204396	
8386000	-112.172432	909	1	1	'0 0 0 Z 0 0 0 0 	D	0.096695	0.096695	0.096695	0.000000	0.096695	0.096695	0.096695	0.096695	0.001644	0.000000	0.997441	0.000914	0.336317	
8387000	-116.446521	834	1	4	'0 0 Z Z 0 0 Z Z 	D	0.066900	0.066900	0.000000	0.000000	0.066900	0.066900	0.000000	0.000000	0.010532	0.000000	0.989468	0.000000	0.151992	
8388000	-108.765713	411	1	1	'0 0 0 0 0 Z 0 0 	D	0.125265	0.125265	0.125265	0.125265	0.125265	0.000000	0.125265	0.125265	0.165319	0.001103	0.828467	0.005111	0.382474	
8389000	-109.028018	112	1	1	'0 0 0 0 0 Z 0 0 	D	0.120885	0.120885	0.120885	0.120885	0.120885	0.000000	0.120885	0.120885	0.057364	0.000318	0.938338	0.003980	0.184674	
